id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Tego Calderon,Tego Calderon,,3435632,69,3SUT1jjM5hzZj9TLfLZGIP,0,66,31,12,43,53,15,68,7,0.309561,0.342682,7377.850448,3,0.002535
Enrique Iglesias,Enrique Iglesias,,10863999,76,7qG3b048QCHVRO5Pv1T5lw,0,66,10,14,24,26,61,87,7,0.318548,0.359011,3070.235532,6,0.001063
Bizarrap,Bizarrap,,6319333,87,716NhGYqD1jl2wI1Qkgq36,0,66,34,21,55,51,26,77,6,0.307992,0.351878,9983.596488,10,0.003978
Alex Rose,Alex Rose,,3003742,70,2DspEsT7UXGKd2VaaedgG4,0,66,40,25,65,61,47,108,6,0.308956,0.355422,2091.024546,0,0.003069
Alexio,Alexio,,51861,55,4Tw0VaV1ENei24iQnktjXj,0,66,13,12,25,20,17,37,7,0.293353,0.33145,242.07665,0,0.000973
Jorge Celedón,Jorge Celedón,,1457991,60,7rNbdH4pgrnwguvzxhA2Ek,0,66,12,21,33,14,24,38,7,0.318548,0.354253,10266.154392,6,0.001003
Rosario,Rosario,,667825,63,05xSLrRgGwm2nCH2SmnNMW,0,66,8,12,20,11,17,28,7,0.312871,0.343029,4705.373108,6,0.000668
ELENA ROSE,ELENA ROSE,,14549,52,0zO8yNnw5GQgutcIyXfGBY,0,24,3,0,3,4,0,4,0,0,0,0,2,0.000388
Aitana,Aitana,,2143802,77,7eLcDZDYHXZCebtQmVFL25,0,66,12,18,30,20,25,45,7,0.315621,0.351278,4152.556504,2,0.001203
Alvaro Diaz,Alvaro Diaz,,199766,67,5J7rXWjtn5HzUkJ4Jet8Fr,0,66,19,21,40,28,30,58,6,0.321008,0.3627,4364.898344,2,0.00186
Guaynaa,Guaynaa,,727618,68,0BqURncJM5B1BBu7UM51eq,0,66,38,38,76,57,56,113,6,0.348632,0.399219,16789.088095,0,0.003504
Pablo Alborán,Pablo Alborán,,4506260,73,5M9Bb4adKAgrOFOhc05Y50,0,66,13,7,20,20,11,31,7,0.290548,0.317113,1575.166175,6,0.001415
Tommy Torres,Tommy Torres,,851711,61,264nbMzGPSkDZqTY8nXwCG,0,66,8,8,16,10,11,21,7,0.287796,0.316151,2379.778859,6,0.001377
Beret,Beret,,2629872,69,0ZHPrnImGh4re3TbSNkoZl,0,66,14,12,26,19,15,34,7,0.304549,0.336109,4374.883866,2,0.001393
Cali Y El Dandee,Cali Y El Dandee,,3640516,70,5DUlefCLzVRzNWaNURTFpK,0,66,25,31,56,48,60,108,6,0.335884,0.382553,4892.802197,2,0.001981
Emilia,Emilia,,845978,72,0AqlFI0tz2DsEoJlKSIiT9,0,66,16,18,34,23,25,48,6,0.324969,0.36289,5452.810279,10,0.001696
Mau y Ricky,Mau y Ricky,,5293018,73,2wkoKEfS6dXwThbyTnZWFU,0,66,33,37,70,48,52,100,6,0.347253,0.396287,7665.138339,6,0.002692
Danna Paola,Danna Paola,,3905733,72,5xSx2FM8mQnrfgM1QsHniB,0,66,14,21,35,22,30,52,6,0.323241,0.362658,5432.284444,2,0.001225
Morat,Morat,,6332470,81,5C4PDR4LnhZTbVnKWXuDKD,0,66,18,17,35,29,29,58,6,0.317907,0.352068,6217.143189,2,0.001667
Llane,Llane,,58065,56,7A02nc5WKMBLqSKXxGZ4o8,0,66,20,15,35,24,22,46,6,0.303963,0.341371,3947.806985,2,0.002011
Maná,Maná,,8281658,76,7okwEbXzyT2VffBmyQBWLz,0,66,3,2,5,3,2,5,7,0.247882,0.267438,273.630295,6,0.000369
TINI,TINI,,4704940,79,7vXDAI8JwjW531ouMGbfcp,0,66,17,21,38,21,31,52,6,0.328893,0.369367,2027.197522,2,0.001408
Juanes,Juanes,,3940375,73,0UWZUmn7sybxMCqrw9tGa7,0,66,19,14,33,39,25,64,7,0.315621,0.347565,7918.842596,6,0.002242
Yera,Yera,,56558,60,1vrahybrKylgwkjhbmOz94,0,66,21,22,43,40,37,77,6,0.324036,0.363924,3055.450323,2,0.001696
Alejandro Fernández,Alejandro Fernández,,5841495,75,6sq1yF0OZEWA4xoXVKW1L9,0,66,13,13,26,21,18,39,7,0.305137,0.336236,3662.352782,6,0.001207
Alejandra Guzman,Alejandra Guzman,,3030639,67,7Hf9AwMO37bSdxHb0FBGmO,0,66,7,6,13,16,12,28,7,0.292809,0.323906,1158.051162,6,0.0005
David Bisbal,David Bisbal,,4002152,70,5gOJTI4TusSENizxhcG7jB,0,66,21,20,41,33,37,70,7,0.326042,0.363514,6115.237434,6,0.002355
Joey Montana,Joey Montana,,2596478,64,3ATyg4fGC9F8trfb0GRWmX,0,66,17,23,40,25,42,67,6,0.331515,0.375696,5858.623347,2,0.001292
Alkilados,Alkilados,,1922269,56,2DP9xStkVVv753RBiEHXQB,0,66,6,6,12,8,6,14,8,0.279349,0.312072,2842.783419,0,0.00102
Paulo Londra,Paulo Londra,,17795379,79,3vQ0GE3mI0dAaxIMYe5g7z,0,66,5,6,11,5,9,14,7,0.282042,0.314445,53.551892,0,0.000681
Trebol Clan,Trebol Clan,,1409715,59,3YXpTiyVmYCfANOlnWv6vr,0,66,16,16,32,20,31,51,8,0.275453,0.313832,477.56411,3,0.001357
Ken-Y,Ken-Y,,316391,62,4DYFVNKZ1uixa6SQTvzQwJ,0,66,18,7,25,44,13,57,7,0.283968,0.317884,134.648788,3,0.001329
Don Chezina,Don Chezina,,329500,53,1ljNTY4uIBecRJmy69UNWt,0,66,10,4,14,19,6,25,7,0.248584,0.272414,53.088758,3,0.00072
D.OZi,D.OZi,,191421,50,7a9gFzWS5uEHtbNNgA6xyM,0,66,15,25,40,28,35,63,7,0.306202,0.352923,307.884602,0,0.001003
Anonimus,Anonimus,,265764,52,62lbdm09j0QUbWB7SqCJvt,0,66,29,39,68,42,76,118,6,0.322976,0.378797,1901.183338,0,0.002241
Tempo,Tempo,,859730,56,76whng5pl9msPkkjFUtWYn,0,66,22,19,41,31,22,53,7,0.307154,0.350319,633.835246,0,0.001609
C. Tangana,C. Tangana,,2105396,75,5TYxZTjIPqKM8K8NuP9woO,0,66,20,15,35,30,23,53,7,0.311514,0.348357,12386.390468,10,0.002673
Elvis Martinez,Elvis Martinez,,233556,50,66U02qGDesTqZImnLSiYeE,0,66,2,2,4,3,2,5,7,0.240341,0.258656,52.035854,6,0.000331
Frank Reyes,Frank Reyes,,546641,56,4vQV1LCGBdYAt5rIIPjSFZ,0,66,4,3,7,6,3,9,9,0.190178,0.201294,1140.708376,11,0.00117
El Chaval de la Bachata,El Chaval de la Bachata,,280570,53,4RnIr0AAau1SBJMbjJ9poC,0,37,2,2,4,3,3,6,2,0.75,0.833333,2,6,0.000695
Luis Vargas,Luis Vargas,,256365,53,6Mjbr8K3MiiRMqmFIB4zWq,0,36,5,1,6,9,1,10,1,1,1,534.501803,6,0.000955
Kiko Rodriguez,Kiko Rodriguez,,95719,50,1YYp1qwJ7EAitFINQ7gOKV,0,37,2,1,3,3,1,4,3,0.5,0.611111,0,6,0.000535
Raulin Rodriguez,Raulin Rodriguez,,367028,57,5rvaaWutd0gsbc2iMNo9k5,0,66,3,1,4,4,1,5,10,0.159822,0.166221,5.208609,6,0.000712
Teodoro Reyes,Teodoro Reyes,,224064,50,2ElpWA67jmhM6LrDav4Jcy,0,35,1,0,1,1,0,1,0,0,0,0,6,0.00024
Zacarias Ferreira,Zacarias Ferreira,,1254831,59,1LKPL2O3vA3ozNsmshDg3o,0,34,2,0,2,3,0,3,0,0,0,0,3,0.000331
Monchy & Alexandra,Monchy & Alexandra,,776750,60,3rs3EOlJ8jyPpdGiQ9Mhub,0,66,4,1,5,4,1,5,8,0.194821,0.205668,269.078801,6,0.000777
Juan Luis Guerra 4.40,Juan Luis Guerra 4.40,,3153793,73,3nlpTZci9O5W8RsNoNH559,0,66,15,5,20,24,9,33,7,0.275165,0.297652,3117.112428,6,0.001699
Julio Iglesias,Julio Iglesias,,2208102,67,4etuCZVdP8yiNPn4xf0ie5,0,66,3,7,10,6,7,13,7,0.271758,0.29569,665.534083,6,0.000387
Mala Rodríguez,Mala Rodríguez,,475818,58,3Ces1OJeGOVGcUB0wPaPXJ,0,66,12,11,23,22,14,36,6,0.298564,0.329409,8518.990073,6,0.001721
Alex Bueno,Alex Bueno,,215141,55,7esCoLcCoCK7FPa9casAH4,0,21,4,0,4,4,0,4,0,0,0,0,3,0.000996
Nicki Nicole,Nicki Nicole,,3108505,78,2UZIAOlrnyZmyzt1nuXr9y,0,66,22,25,47,27,35,62,6,0.324702,0.367447,14778.194089,10,0.002721
Ricardo Montaner,Ricardo Montaner,,5062946,68,4uoz4FUMvpeyGClFTTDBsD,0,66,7,9,16,10,15,25,6,0.30303,0.335464,1197.117857,6,0.000948
India Martinez,India Martinez,,801879,62,6FOpWOxsjQxKEbLiJpU1xV,0,66,20,14,34,27,17,44,7,0.302219,0.335741,4801.010332,6,0.001989
Mozart La Para,Mozart La Para,,372690,56,0odliLZMTk45CEVzF3Zocl,0,66,21,14,35,27,16,43,6,0.300838,0.338143,1980.424022,13,0.001915
Voltio,Voltio,,727927,55,3Okcq0dqLVlEFHRZ5t22bA,0,66,20,6,26,24,8,32,7,0.274592,0.303749,1135.094066,3,0.001881
José Feliciano,José Feliciano,,297443,62,7K78lVZ8XzkjfRSI7570FF,0,66,8,4,12,13,7,20,8,0.262808,0.283645,3855.433934,6,0.000773
Jadiel,Jadiel,,1081012,52,1K0lOPFlbPF3Volp5qIYNw,0,66,4,3,7,5,4,9,7,0.267253,0.297146,34.439769,0,0.000405
Kiko el Crazy,Kiko el Crazy,,81845,58,3NpG6SsHaQETkdQVZH6V1E,0,66,34,15,49,51,26,77,7,0.293462,0.335256,2211.188066,0,0.003581
Joyce Santana,Joyce Santana,,90770,55,4zOhMWD0LoBe2nP7s9cHhX,0,66,22,16,38,31,26,57,7,0.297776,0.338514,766.617682,0,0.002166
Jamby El Favo,Jamby El Favo,,807287,64,128ftF9X7Kd7Di2fq3wYVs,0,66,17,9,26,25,12,37,7,0.278561,0.31261,606.722809,0,0.001625
Lirico En La Casa,Lirico En La Casa,,192139,58,1Vr7DTbtTpOp4tn4hAGOYo,0,66,10,7,17,13,8,21,8,0.241148,0.263944,752.718532,13,0.00115
Ceky Viciny,Ceky Viciny,,136475,53,5UopXhshFFqRIMfeZrBclq,0,66,15,15,30,38,40,78,7,0.264834,0.300313,730.309527,13,0.002682
Ankhal,Ankhal,,128445,59,6NmMI7UnfmIpLRYoz8H9jm,0,66,13,17,30,16,23,39,6,0.305019,0.346983,186.626652,0,0.001175
Nino Freestyle,Nino Freestyle,,115708,50,1AACxWCwNIa3ecOBQJnXRV,0,66,12,14,26,14,16,30,7,0.284787,0.32431,685.368435,13,0.001403
Milly,Milly,,44144,53,7kXCcNRLEnblbTAppPraBp,0,66,10,20,30,15,44,59,7,0.293135,0.33632,83.102869,0,0.000902
Hozwal,Hozwal,,89748,50,1lgtR3WlcFxEy6yPoOh0J2,0,66,26,17,43,31,21,52,7,0.295327,0.336278,1185.754692,0,0.002415
Alex Gargolas,Alex Gargolas,,55155,59,7awyvLSthqOcL5A3hnR1pf,0,66,9,39,48,12,90,102,7,0.331515,0.385898,1238.329634,3,0.000854
Bad Gyal,Bad Gyal,,759986,68,4F4pp8NUW08JuXwnoxglpN,0,66,8,10,18,9,12,21,7,0.291621,0.327725,951.708888,10,0.000855
Eix,Eix,,31219,58,384MqcXCGGFh9UcjI5Tpc5,0,66,19,19,38,23,22,45,7,0.294996,0.337016,606.133858,0,0.002057
Lil Geniuz,Lil Geniuz,,14159,50,7nuTWfojdN0o8d7NGDo71U,0,66,3,7,10,3,9,12,7,0.271664,0.302462,18.450847,0,0.000409
Lola Indigo,Lola Indigo,,779318,68,3bvfu2KAve4lPHrhEFDZna,0,66,19,25,44,23,38,61,6,0.328756,0.372764,5328.770408,2,0.00172
Leebrian,Leebrian,,30201,53,40lro6xpFS9TxV2uC7yvs4,0,66,8,18,26,9,25,34,7,0.304197,0.34613,314.574986,0,0.000889
Cauty,Cauty,,857812,59,2QUvtLq6oQaX0LNsYY2fas,0,66,27,24,51,37,33,70,6,0.307273,0.35403,1678.460296,0,0.001968
Don Patricio,Don Patricio,,586161,59,6vPXtLmNd3mW0dd1Rb9eQ9,0,66,8,11,19,12,12,24,7,0.287482,0.323345,3339.866979,10,0.001013
Rafa Pabön,Rafa Pabön,,210903,67,11YLRSsZA3YVuQQtHXKTlz,0,66,42,18,60,61,30,91,7,0.297216,0.339542,2654.021778,0,0.00348
Nekxum,Nekxum,,1905,54,4gZwJrNP5NG3KGS2dRcS5c,0,66,4,4,8,14,15,29,7,0.267343,0.295542,3.302106,2,0.000465
Javiielo,Javiielo,,251108,62,3HH6yOn1yJNZo3RY5zEfy5,0,66,15,15,30,31,30,61,7,0.275934,0.315217,566.717859,2,0.001258
Thalia,Thalia,,4072132,69,23wEWD21D4TPYiJugoXmYb,0,66,8,23,31,10,44,54,6,0.335314,0.376709,4486.053375,6,0.00087
Sofía Reyes,Sofía Reyes,,2576624,72,0haZhu4fFKt0Ag94kZDiz2,0,66,14,13,27,19,17,36,7,0.312253,0.349253,2875.748943,6,0.001507
Cartel De Santa,Cartel De Santa,,11380611,75,07PdYoE4jVRF6Ut40GgVSP,0,67,3,5,8,4,15,19,8,0.243932,0.261882,2378,1,0.001206
Millonario,Millonario,,1203836,65,2N2aJ1SXQxMkhHD8C6fhYD,0,67,2,1,3,9,1,10,9,0.196146,0.205034,0,1,0.000577
Santa Estilo,Santa Estilo,,344374,54,59XuCTeNNS0fVgBrFoPNfG,0,67,1,2,3,1,2,3,9,0.196195,0.205664,0,1,0.000405
Millonario & W. Corona,Millonario & W. Corona,,734860,59,31l8FA2bO5qxpqf8uhV5eZ,0,67,1,1,2,3,2,5,9,0.196146,0.205034,0,1,0.000405
Gigolo Y La Exce,Gigolo Y La Exce,,474749,62,7lCRuW6BSXGAsxuQV9lR0i,0,66,21,21,42,36,37,73,7,0.297664,0.340678,177.490399,0,0.001761
Rich Music LTD,Rich Music LTD,,229079,63,2kqUKsTuEj1lPbm6BSn1AU,0,66,3,15,18,11,39,50,7,0.305491,0.345814,2.845725,0,0.000395
ChocQuibTown,ChocQuibTown,,615931,56,6tkyhGe9hGI3Lcfo4gVh6Z,0,66,8,17,25,16,26,42,6,0.318164,0.358692,1108.150995,6,0.000808
Descemer Bueno,Descemer Bueno,,42726,64,5luyt0SUvGkDMY4ILP6Qhl,0,66,10,6,16,25,8,33,7,0.27507,0.296682,1432.298268,6,0.000886
Gente De Zona,Gente De Zona,,1469252,70,2cy1zPcrFcXAJTP0APWewL,0,66,18,23,41,38,34,72,6,0.327529,0.367405,4941.590763,6,0.001765
Marco Antonio Solís,Marco Antonio Solís,,5385264,73,3tJnB0s6c3oXPq1SCCavnd,0,66,13,1,14,23,1,24,8,0.238311,0.254699,447.313324,6,0.001533
Juan Magán,Juan Magán,,1690012,68,1ackd5XprZEkH3McKbQD51,0,66,29,44,73,50,74,124,6,0.355696,0.407342,18223.558543,6,0.002242
Laura Pausini,Laura Pausini,,2069787,69,2e4nwiX8ZCU09LGLOpeqTH,0,66,8,3,11,13,9,22,7,0.275165,0.295479,419.20415,6,0.000819
Aleks Syntek,Aleks Syntek,,1250900,65,0r8toju2ecKaVtItkzAnNi,0,66,11,12,23,16,17,33,7,0.281139,0.309256,5554.709378,6,0.001465
Noel Schajris,Noel Schajris,,986308,56,2uEjXyVi0SA1HPpj3zquXh,0,66,14,6,20,21,7,28,7,0.292376,0.318324,925.841535,6,0.000962
KURT,KURT,,240408,62,4kcnsS1aAB40FMcLD01gmI,0,66,7,10,17,9,20,29,7,0.283459,0.308611,4014.587932,6,0.000778
Víctor Manuelle,Víctor Manuelle,,1451981,63,4N5fp4zhTsVITZTVfsXpc2,0,66,17,17,34,25,24,49,7,0.324569,0.363282,4676.567554,6,0.001488
Sael,Sael,,28329,59,6Itjwvv5YmsC8ZcI5N4Jux,0,66,12,19,31,14,20,34,7,0.305728,0.347966,4301.502407,2,0.001314
Abraham Mateo,Abraham Mateo,,1405046,63,2bxxlINUlcMQQb39K7IopR,0,66,14,15,29,15,21,36,7,0.307752,0.345244,1755.36536,6,0.001309
Belinda,Belinda,,1483278,70,5LeiVcEnsZcwc133TUhJNW,0,66,15,9,24,26,18,44,6,0.311883,0.341709,2213.782188,6,0.001263
Ricardo Arjona,Ricardo Arjona,,9548021,75,0h1zs4CTlU9D2QtgPxptUD,0,66,2,6,8,5,11,16,7,0.269533,0.290711,190.390877,6,0.000426
Gaby Moreno,Gaby Moreno,,71506,58,0K9pSmFx0kWESA9jqx8aCW,0,66,4,1,5,9,1,10,8,0.223543,0.236005,197.931784,6,0.000734
Kany García,Kany García,,1621175,69,69UypehHabb68utzfjAVlV,0,66,14,20,34,17,23,40,6,0.3214,0.356983,9607.180292,6,0.00147
Mijares,Mijares,,1643074,66,3zhijRRIZX2B6G2T7vJl9p,0,66,11,10,21,17,26,43,7,0.26064,0.286124,1414.071385,6,0.000946
Don Miguelo,Don Miguelo,,211409,56,1noWnd8QFQD9VLxWEeo4Zf,0,66,9,11,20,10,12,22,7,0.276611,0.312827,790.249758,13,0.00111
Trina,Trina,,925995,55,4PrinKSrmILmo0kERG0Ogn,0,66,1,1,2,3,1,4,8,0.238743,0.256151,0,6,0.000311
Toby Love,Toby Love,,580223,52,72R3RMGmSmzG57R7OUaDaN,0,66,5,9,14,8,13,21,7,0.282951,0.312061,491.335541,3,0.000462
Ovy On The Drums,Ovy On The Drums,,161215,70,3m5qlPf2OkihLz3dRYnkPA,0,66,11,14,25,15,16,31,7,0.299129,0.335814,486.265915,2,0.000988
Micro TDH,Micro TDH,,1307751,67,1aWJsBQa67l72j1VT3D6Ow,0,66,13,11,24,23,24,47,6,0.297104,0.331266,1781.590429,2,0.001562
FABRO,FABRO,,6762,52,64CJy4LTJjFj7lcDxTECn2,0,66,5,5,10,5,6,11,7,0.262633,0.285383,174.607577,10,0.000638
MYA,MYA,,472464,62,5Rj6rNR8zIlUUDCs1OyPmW,0,66,13,18,31,15,30,45,7,0.308956,0.346531,7357.791192,10,0.001413
YOVNGCHIMI,YOVNGCHIMI,,31719,55,4aSlfXDn9R60UlbZEboBUy,0,66,7,4,11,8,4,12,7,0.257917,0.28421,17.606207,0,0.000912
Corina Smith,Corina Smith,,142821,53,7mXfsy3lF4kU0f2KTNKSr8,0,66,9,13,22,10,16,26,6,0.298903,0.336308,184.721927,0,0.000879
Chucky73,Chucky73,,137291,60,38epWdyauFwdRkldqUMfWE,0,66,19,15,34,21,16,37,7,0.286232,0.325847,2216.477322,0,0.00253
Maikel Delacalle,Maikel Delacalle,,400346,61,2t7vyRN71qtQT18frElAnV,0,66,19,21,40,22,26,48,6,0.307752,0.35097,7452.420122,10,0.002232
Fonseca,Fonseca,,2361061,67,53KTldaJ8tHSkYU3nigfwP,0,66,13,16,29,17,29,46,7,0.304784,0.340488,7295.162353,6,0.001093
Mario Bautista,Mario Bautista,,1642207,59,0AspLZGQkP38yddNoD0pLn,0,66,7,8,15,8,13,21,6,0.294996,0.326371,237.419418,2,0.000755
Chimbala,Chimbala,,435273,67,4VVEpEhC8NcR7AqNEds42U,0,66,27,13,40,38,16,54,7,0.28906,0.327345,1011.603531,13,0.002839
"Franco ""El Gorilla""","Franco ""El Gorilla""",,276050,58,2biH2I1TvZlIIIc5W14oIJ,0,66,26,18,44,57,27,84,7,0.301757,0.345479,2794.79227,3,0.00208
Axel,Axel,,1323631,57,32x1uogH2zajP85pzZAtuE,0,66,6,7,13,7,11,18,7,0.278071,0.303761,2203.397978,6,0.000789
Franco De Vita,Franco De Vita,,4095541,68,4NEYQeEYBUjfaXgDQGvFvu,0,66,13,18,31,18,22,40,7,0.31638,0.354222,7456.477205,6,0.00097
Juan Gabriel,Juan Gabriel,,6791318,73,2MRBDr0crHWE5JwPceFncq,0,66,10,25,35,17,36,53,7,0.328482,0.370024,8649.360671,6,0.001048
LA INDIA,LA INDIA,,766387,57,3NIZFmehJM8YiGpCdihlck,0,66,6,5,11,6,12,18,8,0.273356,0.294995,4167.298748,6,0.00118
Redimi2,Redimi2,,1822557,63,0WZOmdnCln6FK6GM9e2tGm,0,66,12,16,28,42,44,86,8,0.25451,0.285873,13134.968985,8,0.001564
John Eric,John Eric,,64537,58,0IUvQ8DrCymt5IHywZsda2,0,66,9,5,14,10,5,15,7,0.264834,0.291745,69.492996,3,0.000831
Hector & Tito,Hector & Tito,,689768,58,5aB4SpKYteOJ8pAleoKkg7,0,66,9,5,14,14,7,21,7,0.27402,0.298478,234.061999,3,0.000597
Maite Perroni,Maite Perroni,,1141894,68,6ModsWtBph2rE6zCTVxvZt,0,66,8,8,16,30,14,44,7,0.299242,0.332007,1015.162933,7,0.000698
Sin Bandera,Sin Bandera,,4858017,69,7xeM7V59cA1X8GKyKKQV87,0,66,6,4,10,8,5,13,7,0.268707,0.293086,625.071552,6,0.000663
Andrés Cepeda,Andrés Cepeda,,2474747,63,49Z1AvGeUaBSanPaOmplK6,0,66,14,10,24,25,10,35,7,0.301872,0.330995,3810.503277,6,0.001372
Omar Montes,Omar Montes,,435747,70,3lY9Fxceu60W1rbon7PkuF,0,66,27,14,41,39,16,55,7,0.30303,0.338535,6883.155238,10,0.002813
Ana Mena,Ana Mena,,498723,70,6k8mwkKJKKjBILo7ypBspl,0,66,12,14,26,14,15,29,6,0.313866,0.346624,4676.585376,6,0.00109
Dvicio,Dvicio,,1039932,61,2KxjMGXFgX1vt9grpbD3xI,0,66,6,10,16,7,21,28,7,0.291621,0.319611,270.6438,6,0.000784
Foreign Teck,Foreign Teck,,7510,53,12lHTAdc9T204lw5qPtasv,0,66,4,6,10,4,7,11,7,0.27768,0.308885,1.774008,0,0.000517
Mike Bahía,Mike Bahía,,2617727,66,1phfTBIocBW3UwqcYjaEN6,0,66,14,19,33,24,30,54,7,0.31213,0.351573,2645.852875,2,0.001272
DaniLeigh,DaniLeigh,,1014196,61,0XIKGBo9PnK1ApI5tZA60d,0,66,3,3,6,4,4,8,7,0.269349,0.296133,41.589058,0,0.000496
Chanell,Chanell,,19513,52,5cDfQlhT80II3f2ECXm6oA,0,66,4,7,11,5,9,14,7,0.271945,0.301522,8.584822,0,0.000503
Orishas,Orishas,,422498,55,2gKYxTUOqw9aPt7ljMwSHT,0,66,7,8,15,8,9,17,7,0.290548,0.317438,1120.501487,6,0.000807
Rocío Dúrcal,Rocío Dúrcal,,3202048,68,2uyweLa0mvPZH6eRzDddeB,0,66,3,20,23,8,35,43,7,0.296769,0.333159,1816.554075,6,0.000344
Andrés Calamaro,Andrés Calamaro,,1997190,68,3tAICgiSR5PfYY4B8qsoAU,0,66,17,16,33,24,32,56,7,0.30632,0.338704,17297.448588,6,0.002492
María José,María José,,2022376,68,1dJyh390MvfYPuNbhnbSDs,0,66,15,24,39,27,30,57,7,0.311391,0.351703,8083.227339,6,0.001166
Ana Gabriel,Ana Gabriel,,3115386,69,41ESHLayJ5sDKjAOv6cMhe,0,11,3,0,3,8,0,8,0,0,0,0,6,0.001088
José José,José José,,5113031,73,4mN0qcMxWX8oToqfDPM5yV,0,66,5,22,27,10,28,38,8,0.294776,0.334583,2739.310381,6,0.000677
José Maria Napoleón,José Maria Napoleón,,861944,60,72v53CufRiSyqcQ78KUQ5p,0,66,2,3,5,4,10,14,7,0.263773,0.284183,55.200658,6,0.000305
Emmanuel,Emmanuel,,2201565,66,2DmYtFBKcxb3ajwWWgA576,0,66,8,7,15,11,9,20,7,0.290869,0.315374,3594.497671,6,0.000845
Natalia Lafourcade,Natalia Lafourcade,,3438843,72,1hcdI2N1023RvSwLzTtdsp,0,66,21,16,37,31,26,57,7,0.291944,0.324732,13482.935032,6,0.002329
Luny Tunes,Luny Tunes,,1370179,60,5pZE9tgrhmIGWAsJZ7YxNK,0,66,8,18,26,29,38,67,7,0.299469,0.339539,1336.653541,3,0.000733
Paloma Mami,Paloma Mami,,1044393,72,7rOlQwf8OuFLFQp4aydjBt,0,66,3,2,5,3,2,5,7,0.252558,0.269879,125.165557,10,0.000599
Ha*Ash,Ha*Ash,,6683404,72,5xd2Tg7Zo8755eCy8Gxkp8,0,66,11,9,20,15,10,25,7,0.299016,0.330184,2954.16389,6,0.001027
Miguel Bosé,Miguel Bosé,,2127467,68,7mWCSSOYqm4E9mB7V4ot6S,0,66,9,23,32,12,40,52,7,0.300266,0.338095,5527.904943,6,0.001464
Matisse,Matisse,,855615,69,77aLk6J8ofnVxa1eXK9jiU,0,66,13,10,23,15,11,26,7,0.290655,0.321151,3046.978209,6,0.001848
Río Roma,Río Roma,,2453373,68,2O3v9rCTzLhPFaGaAVgZLt,0,66,7,18,25,7,24,31,7,0.318805,0.357357,1604.216421,6,0.000537
Kalimba,Kalimba,,1802473,60,4RjamFQJNT8nVbTKXJDJgv,0,66,7,8,15,9,10,19,7,0.300152,0.327281,1955.859062,6,0.000601
Jerry Di,Jerry Di,,248939,62,7f02bxFbZIOVdSbYRNYvLT,0,66,21,20,41,28,35,63,6,0.312253,0.353038,1653.23035,0,0.001835
Danny Ocean,Danny Ocean,,4223513,78,5H1nN1SzW0qNeUEZvuXjAj,0,66,9,10,19,10,14,24,6,0.297328,0.331245,322.4672,0,0.000889
Bulova,Bulova,,131962,50,6NAhbfEqeWELwfjH391Vz0,0,66,16,13,29,23,16,39,7,0.296769,0.333767,2211.66477,13,0.002687
Darkiel,Darkiel,,1041470,63,4z19QMyPVRwbd4Fs2LisBa,0,66,26,19,45,48,36,84,7,0.303147,0.345329,1238.251761,0,0.002045
Jesse & Joy,Jesse & Joy,,6506624,73,1mX1TWKpNxDSAH16LgDfiR,0,66,8,9,17,9,11,20,7,0.287796,0.316944,723.085319,6,0.001134
Vanesa Martín,Vanesa Martín,,961343,64,5kSJMVPcTITrSZxTrHllVN,0,66,17,9,26,23,13,36,7,0.266532,0.290407,2492.180007,6,0.001861
Quevedo,Quevedo,,349982,84,52iwsT98xCoGgiGntTiR7K,0,66,7,8,15,11,8,19,7,0.287901,0.320687,1977.806717,10,0.000977
Ak4:20,Ak4:20,,505243,67,1SiLK8gdECx2iEm2SSj0Bl,0,66,4,3,7,4,3,7,8,0.2528,0.278317,75.11239,10,0.000716
Rels B,Rels B,,3897937,78,2IMZYfNi21MGqxopj9fWx8,0,66,11,15,26,13,18,31,7,0.303147,0.342544,3710.32147,10,0.001344
Asan,Asan,,105818,58,6Nl4VXcX86fBMO4YE6oYfN,0,66,10,10,20,18,14,32,7,0.269257,0.299319,578.920209,10,0.001306
Lara91k,Lara91k,,30553,50,2zPvDg6LI6NHPQVQIESjfW,0,66,5,5,10,7,6,13,7,0.256911,0.282622,1564.59889,10,0.000724
YSY A,YSY A,,1057643,70,2qWK8K2Jfh67UqtwY8tCW6,0,66,9,12,21,16,19,35,7,0.265725,0.2994,1073.023012,10,0.001008
Rei,Rei,,151782,68,4IG1SDlwgNKzqTmjBrvY3K,0,66,10,10,20,15,15,30,7,0.268434,0.300952,892.698562,10,0.001063
Lucho SSJ,Lucho SSJ,,295253,59,1OBizG9nrnHJkrL9NjnWYN,0,66,10,14,24,11,24,35,7,0.270178,0.304786,2340.890049,10,0.001663
Obie Wanshot,Obie Wanshot,,27531,54,48vP5SxlTO6yOI7SLKIOQV,0,66,6,5,11,10,9,19,7,0.260554,0.288074,30.056489,10,0.000675
Neo Pistea,Neo Pistea,,979798,62,01m2XZ7m7rAz6KY3scTdaV,0,66,18,27,45,29,46,75,7,0.310413,0.357333,5749.212382,10,0.001712
