id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Neutro Shorty,Neutro Shorty,,662216,62,5wUO3A6DT4tO5UDz21kE2Y,0,66,11,19,30,31,39,70,6,0.303846,0.346371,6324.094865,2,0.001566
La Oreja de Van Gogh,La Oreja de Van Gogh,,2928349,70,4U7lXyKdSf1JbM1aXvsodC,0,66,2,8,10,6,8,14,8,0.262983,0.288244,723.586388,6,0.000421
Alex Ubago,Alex Ubago,,1884595,64,2tY2GFdhH0Wa2VBvsxew5X,0,66,8,9,17,11,15,26,7,0.28154,0.306323,2980.20242,6,0.001331
David Otero,David Otero,,157728,56,4cA5JN7tiNZ8afYeuSQj5h,0,12,2,0,2,3,0,3,0,0,0,0,2,0.000343
Selena,Selena,,2867275,69,6IE6z7DcZIT4Ml3Fh5Ivch,0,69,1,4,5,4,8,12,7,0.280951,0.303971,507.84374,6,0.000273
Alvaro Torres,Alvaro Torres,,247400,54,7p5DVejD1eXP8GO6clYQlE,0,69,1,3,4,2,6,8,8,0.231376,0.244524,12.106556,6,0.000258
LOUTA,LOUTA,,154876,58,5l4GdLELvdnXZVT5g947i3,0,66,4,4,8,4,4,8,7,0.247261,0.268309,1075.030955,10,0.000712
Carolina Ross,Carolina Ross,,372514,57,5wx70QuZtxRUIIYek3RSaV,0,66,2,2,4,2,3,5,8,0.253774,0.273359,225.863274,6,0.000779
Silvio Rodríguez,Silvio Rodríguez,,1146130,62,4rUyBlggM5tZUH5QZn9ZuO,0,47,2,0,2,4,0,4,0,0,0,0,6,0.000337
John Leguizamo,John Leguizamo,,3396,51,26nStRV6Waedt17W4Uhx6l,0,52,1,0,1,1,0,1,0,0,0,0,6,0.000311
Totó La Momposina,Totó La Momposina,,105527,51,26BL0aeVS96sje8JfCNfUk,0,10,3,0,3,4,0,4,0,0,0,0,6,0.000464
Café Tacvba,Café Tacvba,,2522435,67,09xj0S68Y1OU1vHMCZAIvz,0,6,2,1,3,2,1,3,1,1,1,16.5564,6,0.003633
The Noise,The Noise,,28212,53,0xbdsXms9xTAtNmROodyy8,0,66,1,9,10,17,39,56,7,0.277875,0.312622,2.473131,3,0.000234
Efecto Pasillo,Efecto Pasillo,,384340,55,6CSa1r92LtHHdLG6kRabU3,0,66,2,3,5,2,5,7,7,0.252154,0.272559,642.220732,2,0.000347
Angel Lopez,Angel Lopez,,5512,56,0w57qOEVTcqs0bLyFJ7Q52,0,58,2,0,2,9,0,9,0,0,0,0,2,0.000281
Eddy Lover,Eddy Lover,,390002,60,7gR53ad9JjCweCv4f9MWEX,0,66,3,5,8,5,11,16,7,0.256994,0.277929,2229.302552,2,0.000415
Los Fabulosos Cadillacs,Los Fabulosos Cadillacs,,2557262,66,2FS22haX3FYbyOsUAkuYqZ,0,7,1,0,1,1,0,1,0,0,0,0,6,0.000435
Benny,Benny,,254921,58,3YHFRVdfHlJ98iAc50PIYk,0,66,10,4,14,12,6,18,8,0.239177,0.258751,2854.63719,6,0.001429
Ana Bárbara,Ana Bárbara,,1019447,64,43qxAkuKFB6fMNSeS5dO7Z,0,66,4,1,5,4,1,5,8,0.224113,0.23569,60.560052,6,0.000644
Gustavo Santaolalla,Gustavo Santaolalla,,244263,61,4W3fa7tiXGVXl3KilbACqt,0,6,4,1,5,4,1,5,1,1,1,160.001448,6,0.003908
Monsieur Periné,Monsieur Periné,,517532,60,36KsCCwgI0Dep97yVJWmkK,0,66,6,5,11,7,7,14,7,0.268251,0.288023,759.970453,6,0.000757
Dulce María,Dulce María,,668945,69,6kaefrHSdAvxhhCVDFTCEL,0,66,5,5,10,22,6,28,7,0.277973,0.303707,827.452791,7,0.000535
Luis Enrique,Luis Enrique,,839761,59,2mUI4K6csTQd3jieswcmiI,0,66,8,3,11,11,5,16,7,0.25817,0.27947,780.493928,6,0.000712
Diego Torres,Diego Torres,,1729256,64,0LALueHEQunQ2d61fXGeZh,0,66,6,11,17,7,17,24,7,0.292918,0.320151,2724.999025,6,0.000596
La Quinta Estacion,La Quinta Estacion,,2343553,64,7FZj349hdLfD6qzXkJLuAh,0,70,0,2,2,0,5,5,8,0.238901,0.253478,0,6,0.0002
Grupo Niche,Grupo Niche,,2341250,67,1zng9JZpblpk48IPceRWs8,0,71,1,0,1,1,0,1,0,0,0,0,6,0.000234
Bulin 47,Bulin 47,,274572,53,4J0m1OquRGY8HYHxMocXfy,0,66,5,13,18,21,39,60,7,0.265725,0.300196,70.249163,13,0.000859
Yung Sarria,Yung Sarria,,79667,57,3vxYNXtM9uOMdRAXTXgtmf,0,66,6,2,8,18,12,30,8,0.203242,0.215118,1163.755287,4,0.000901
Elpatron970,Elpatron970,,109778,60,2rPOaAdN74S2D0Kw3ImL5O,0,66,4,3,7,15,6,21,8,0.204822,0.218071,1595.075892,4,0.001821
Beny Jr,Beny Jr,,477856,69,22dFwJoRBV51ue5TGnC7Dt,0,66,3,4,7,4,7,11,7,0.258677,0.283418,19.579476,10,0.000539
Inspector,Inspector,,1106354,64,4OiCK9NnTWhakDIG57uBUA,0,66,3,5,8,3,8,11,8,0.214092,0.229114,195.119744,6,0.000543
Alexander Acha,Alexander Acha,,519506,56,3JkgQ8Jjwt2mkeOsg5yhqh,0,66,2,3,5,2,8,10,8,0.23463,0.249328,836.075428,6,0.000393
Natalia Lacunza,Natalia Lacunza,,191015,57,3Zs59sqZJ6fWQqWbRC8bOP,0,19,2,0,2,2,0,2,0,0,0,0,6,0.000496
Tito Rojas,Tito Rojas,,1007021,55,2kgCV0fFS0wt3q6M5B39nH,0,22,6,1,7,7,1,8,1,1,1,72.631117,3,0.000655
Eddie Santiago,Eddie Santiago,,1321307,64,5Wg6XnPTp0xXxFCjywwR9I,0,20,1,0,1,1,0,1,0,0,0,0,6,0.000297
Guaco,Guaco,,232606,50,5v3TYN6Mmi5vxV2uSOfXot,0,66,1,4,5,2,6,8,8,0.261936,0.282479,33.406744,6,0.000297
Tony Vega,Tony Vega,,743613,56,3Yg61bt7pZYX1bbMXEj8oY,0,66,3,1,4,3,1,4,9,0.20246,0.212223,63.315279,6,0.000401
Diego Verdaguer,Diego Verdaguer,,1031381,63,2UFqwY8A3PLcx8pAkg9g5P,0,66,2,1,3,10,7,17,9,0.192589,0.201487,0,5,0.000616
DLD,DLD,,709525,62,7CwiLiC1S8B69RMPxbDb6S,0,66,2,2,4,2,2,4,8,0.223416,0.239274,187.980007,6,0.000352
Amanda Miguel,Amanda Miguel,,1317478,60,3v8mFhjLFa50QK8zDvAMYN,0,66,3,2,5,9,10,19,8,0.238455,0.255542,842.238528,5,0.000878
Alicia Villarreal,Alicia Villarreal,,669211,60,6Hf2g14O2TP25JUNZuvIgn,0,66,2,5,7,2,18,20,7,0.26816,0.290395,59.796025,6,0.000284
Los Caligaris,Los Caligaris,,881010,63,13wFTN72PGSUxzEHJP5Ljs,0,66,4,5,9,7,5,12,8,0.232353,0.24947,874.135339,6,0.000549
Sticky M.A.,Sticky M.A.,,105990,55,5o7fmoqHl79fzoCzeApdxm,0,66,6,8,14,9,17,26,7,0.26519,0.293092,1524.87178,10,0.000808
Alizzz,Alizzz,,51794,56,23herDudxPBB3S81GB5uG3,0,66,5,3,8,8,4,12,7,0.268525,0.290374,963.786265,10,0.000687
Israel B,Israel B,,46756,58,16M8fuShcwX8uBDdmFZH9B,0,66,15,13,28,44,44,88,7,0.26816,0.29805,3056.03745,10,0.002077
LOWLIGHT,LOWLIGHT,,10636,53,7LHU5Uga349zOVMpDPf4ij,0,66,6,7,13,30,23,53,8,0.25353,0.277841,768.974748,10,0.000993
Vetusta Morla,Vetusta Morla,,658055,59,6J6yx1t3nwIDyPXk5xa7O8,0,66,2,4,6,3,4,7,8,0.225071,0.241426,1635.114908,6,0.000812
Mikel Erentxun,Mikel Erentxun,,122597,56,7thnnayFyJnVOAJrpe5wMC,0,66,2,4,6,2,7,9,8,0.239321,0.257105,56.57474,6,0.000588
Jesse Baez,Jesse Baez,,116286,57,4rriNpL1lxpoysDDctWgl3,0,66,4,6,10,6,10,16,7,0.282546,0.30708,2103.186067,10,0.000916
C-Kan,C-Kan,,2035686,68,1QhaqxeqF9sipS2gwbEKpu,0,66,6,6,12,13,8,21,9,0.191934,0.205314,3917.930215,2,0.001083
Fyahbwoy,Fyahbwoy,,105935,51,6uFTGm4t8Z6tXyCm22sLQM,0,66,8,5,13,13,6,19,9,0.210051,0.224758,2250.069347,13,0.001134
MC Magic,MC Magic,,284522,52,3cuVSUrq0yoSSP7gpvI6q1,0,66,3,3,6,5,5,10,9,0.208995,0.223495,775.022581,2,0.000503
Lil Rob,Lil Rob,,386222,53,7B7TGqQe7QTVm2U6q8jzk1,0,59,3,0,3,3,0,3,0,0,0,0,2,0.000584
Kinto Sol,Kinto Sol,,728167,50,0nOyxRsVicKeiBbB6zdIMu,0,66,2,2,4,3,2,5,10,0.164071,0.171846,188.956072,4,0.000469
Santa RM,Santa RM,,532285,58,30BSBWLKnYJION1lCPugXc,0,66,2,2,4,3,3,6,9,0.19603,0.207764,1054.839493,10,0.000552
Big Metra,Big Metra,,20857,50,5J5DLfdC5YmPjVk8ljdOqU,0,0,1,0,1,1,0,1,0,0,0,0,2,0.000353
Motel,Motel,,193909,56,19IsMFpELM7g2UDuwDlZvU,0,66,1,3,4,1,6,7,7,0.265814,0.285036,4.468549,6,0.000241
Mœnia,Mœnia,,728528,62,3QmmtMrEf7aQrsd1VtejAV,0,66,1,2,3,1,2,3,8,0.239249,0.256148,0,6,0.000241
Yahir,Yahir,,983120,57,1bqHIHJm8coUJqqoguolZJ,0,39,2,0,2,2,0,2,0,0,0,0,6,0.000342
Plastilina Mosh,Plastilina Mosh,,601462,52,4PtVXWSOmF4Tox1jj6ctSq,0,38,2,0,2,2,0,2,0,0,0,0,6,0.000341
Café Quijano,Café Quijano,,345095,56,2ECP3nWC88LaFz4oQzTo3Z,0,66,1,6,7,1,9,10,8,0.264923,0.288606,22.021312,6,0.000241
Fito y Fitipaldis,Fito y Fitipaldis,,1592120,65,1tZ99AnqyjgrmPwLfGU5eo,0,66,5,1,6,5,1,6,8,0.234561,0.247759,1682.179788,6,0.000787
Rodrigo,Rodrigo,,1320201,58,235Vf4hkmwvxjVEMuCbRxm,0,66,2,3,5,3,3,6,7,0.262546,0.281281,928.06938,6,0.000369
Alejandro Lerner,Alejandro Lerner,,295826,58,6ESkuwldylZr39AIAPC63J,0,66,6,1,7,6,1,7,8,0.22329,0.237238,427.422107,6,0.000721
Molotov,Molotov,,1971602,65,27Owkm4TGlMqb0BqaEt3PW,0,72,0,1,1,0,1,1,8,0.196717,0.205721,0,6,0.0002
Ana Tijoux,Ana Tijoux,,383578,56,40JMTpVRUw90SrN4pFA6Mz,0,66,5,4,9,9,4,13,7,0.244582,0.262155,2059.46621,6,0.001155
Charlie Zaa,Charlie Zaa,,149289,55,1KfBKoozFugeT1PBkz33xl,0,66,1,6,7,1,6,7,8,0.27768,0.302895,273.129336,6,0.000344
Charly García,Charly García,,1282315,62,3jO7X5KupvwmWTHGtHgcgo,0,66,9,1,10,12,3,15,9,0.196225,0.205535,284.563755,6,0.001378
Alex Zurdo,Alex Zurdo,,1277701,63,0WI8OfWCRvK4nGHmKfFQmd,0,66,9,13,22,32,35,67,8,0.251432,0.281322,7503.157825,8,0.001457
Funky,Funky,,609631,61,4B4YYJ0BAYBK86yxqQV7mu,0,66,7,12,19,31,36,67,8,0.254674,0.283995,5178.697092,8,0.000981
Un Corazón,Un Corazón,,381529,58,4UGA0TDpRVVt2SCz8FZOMm,0,66,9,4,13,19,10,29,9,0.201943,0.218905,1194.050754,8,0.001781
Evan Craft,Evan Craft,,527729,59,4vEpUOtKWtpotWkuv0Vlx4,0,66,11,14,25,16,31,47,8,0.218837,0.244001,3777.686245,8,0.002092
Annette Moreno,Annette Moreno,,265061,51,3ECxfxbxwRMTXdy1I5HWJq,0,66,3,2,5,5,2,7,9,0.203085,0.217817,539.940605,8,0.000458
Jay Kalyl,Jay Kalyl,,168272,53,0sHeKC0Zcxpz4wOHHE5oJ7,0,66,6,1,7,9,3,12,8,0.202772,0.21564,577.668699,8,0.000904
Christine D'Clario,Christine D'Clario,,1067910,61,6JaSyvyg28SHC0Of8YE6M9,0,66,9,2,11,17,2,19,10,0.154811,0.164312,139.404967,8,0.00112
Julio Melgar,Julio Melgar,,838598,59,5O46r5EwzdUL8RR1aM6yU2,0,66,4,4,8,4,4,8,10,0.164412,0.177343,706.149628,8,0.001014
Miel San Marcos,Miel San Marcos,,1268245,62,7zpvy5B9gb5KprNUzNCOEE,0,66,8,10,18,11,15,26,9,0.195255,0.215473,3338.670011,8,0.001595
Barak,Barak,,686365,59,2IzxJqK9NbSIdw7rQVW03P,0,66,2,7,9,4,17,21,8,0.217631,0.237587,38.891042,8,0.000418
Marcos Brunet,Marcos Brunet,,515320,54,7cLoxFihGCVL3s1K3xHK4I,0,66,9,1,10,45,1,46,9,0.169201,0.177606,1388.397097,8,0.001781
Danny Berrios,Danny Berrios,,388603,51,3e6e7N2fMD8rtk2PBVyMkm,0,66,1,1,2,1,1,2,9,0.20659,0.219968,0,8,0.000283
La Beriso,La Beriso,,1744582,58,0Dy32zfSrQ332Bz8wsthKJ,0,66,1,7,8,1,9,10,7,0.248428,0.268816,140.19065,6,0.000304
Coti,Coti,,252478,63,1OUDQLymoysITxprkd0Qvj,0,66,7,12,19,11,19,30,7,0.280341,0.307254,5033.21767,6,0.000858
Ventino,Ventino,,1305070,52,1G89WXRVVAEjU4VIwgg6XD,0,66,3,4,7,3,4,7,7,0.269993,0.292936,58.379836,2,0.000481
Macaco,Macaco,,403802,60,7mUBMaZW1MXGswaneb0JTT,0,66,7,13,20,8,20,28,7,0.286025,0.313074,6099.828313,6,0.00066
Jorge Villamizar,Jorge Villamizar,,94200,53,3zPWcnruZBNnrd22uS8UBy,0,66,1,6,7,1,7,8,7,0.268616,0.290024,60.44606,6,0.000246
Angela Torres,Angela Torres,,128670,54,6LZA6PhNCwUfHzqfpN1nYL,0,66,4,3,7,4,3,7,8,0.240707,0.25973,1449.879281,2,0.000503
Sen Senra,Sen Senra,,112693,56,5lWasZeo8uWQk6GD8czJLq,0,66,2,3,5,2,4,6,7,0.268799,0.290838,162.597804,0,0.000592
El Kuelgue,El Kuelgue,,215837,54,6jRUKVZllu1wtgXHbqvUmT,0,66,2,1,3,3,2,5,8,0.217272,0.230561,62.460854,6,0.000549
Attaque 77,Attaque 77,,470340,56,5rI6C5mJm6GYXbGHhpHTu9,0,54,1,0,1,2,0,2,0,0,0,0,6,0.000235
Bandalos Chinos,Bandalos Chinos,,216296,59,0wn2qDKzeFlhjRUtJAwJjp,0,66,3,2,5,5,2,7,8,0.207676,0.219286,348.438164,6,0.000563
Los Pericos,Los Pericos,,1129635,62,7FnZWGw9lwOr7WzieTKEPR,0,66,3,6,9,3,8,11,7,0.267887,0.288737,1313.491997,6,0.000326
Chaqueño Palavecino,Chaqueño Palavecino,,432013,56,1GlOpg3dPUft550esb82K3,0,44,5,0,5,6,0,6,0,0,0,0,6,0.000621
Gepe,Gepe,,320344,55,1fHGzTSloWCtrlKfbLNVhM,0,66,3,2,5,4,3,7,8,0.237594,0.252842,128.944731,6,0.000622
Babasónicos,Babasónicos,,1092186,67,2F9pvj94b52wGKs0OqiNi2,0,66,1,2,3,3,2,5,8,0.196078,0.204354,45.022201,6,0.000235
Bersuit Vergarabat,Bersuit Vergarabat,,690897,60,6MxyNXnnmwQwdW2PD0gXYO,0,53,1,0,1,1,0,1,0,0,0,0,6,0.000235
Turf,Turf,,240162,54,0Zncosr79q01riJYbSBNA1,0,66,2,3,5,2,5,7,8,0.223669,0.237842,230.463241,6,0.000385
El Gran Silencio,El Gran Silencio,,898664,58,6pWTPhk1AtVfNmkaeXXVpD,0,66,4,2,6,6,2,8,8,0.223416,0.23929,521.04525,6,0.0004
Danny Romero,Danny Romero,,388290,55,30HlKUFTsqlFQsPfyv2yuM,0,66,6,11,17,9,13,22,7,0.304784,0.339928,592.955871,6,0.000686
Grupo Extra,Grupo Extra,,150421,57,4L5SLCIDWPPNGzrLraYCOS,0,66,2,2,4,4,4,8,8,0.241295,0.26016,58.665309,11,0.000379
Baby Bash,Baby Bash,,791639,61,12PSlydMSjEHzSCj9X5qv7,0,66,5,9,14,11,19,30,8,0.259698,0.287292,10026.161074,2,0.000937
Lennis Rodriguez,Lennis Rodriguez,,56554,54,4Rzu63KnqMsThOdfkrJk1Z,0,66,8,6,14,11,8,19,7,0.279745,0.304876,777.771702,10,0.000971
Lyan,Lyan,,45036,55,2GzKA5uPf3Nef6JjkUNk4H,0,66,6,10,16,9,14,23,7,0.275165,0.310133,716.462159,0,0.000629
Playa Limbo,Playa Limbo,,1601728,58,6XmHtVhgpE33VHFEp2V1P8,0,66,2,1,3,2,1,3,8,0.219505,0.231692,23.155389,6,0.000388
Pimpinela,Pimpinela,,1605046,60,7E7CVSqFdLyh0K4AE9uTMo,0,66,2,3,5,2,11,13,8,0.234074,0.248867,948.179713,6,0.000694
Los Nocheros,Los Nocheros,,495349,54,2ydE5oBt6cwsDxH1TpIFmO,0,66,5,2,7,5,2,7,8,0.213341,0.227134,158.276131,6,0.000676
Elefante,Elefante,,1553509,66,5oYHL2SijkMY52gKIhYJNb,0,66,2,2,4,2,2,4,8,0.234074,0.249867,700.193955,6,0.000323
Edgar Oceransky,Edgar Oceransky,,154881,54,6genEcweKnEZ92TZvdeLFl,0,66,2,8,10,2,13,15,8,0.242406,0.262717,241.511312,6,0.000363
Dharius,Dharius,,1554132,64,66RfYVdftqnuHRicyClgL0,0,73,0,1,1,0,6,6,10,0.161198,0.168489,0,2,0.0002
Miguel Ríos,Miguel Ríos,,211106,57,1dpnxi6xgoB2kaRYnnoatZ,0,66,3,7,10,3,7,10,8,0.231265,0.248466,2048.040938,6,0.000337
La Unión,La Unión,,452982,57,2Ax9wZpdlg4r2zkc3pcI8U,0,40,1,0,1,1,0,1,0,0,0,0,6,0.000285
Fer Palacio,Fer Palacio,,1494965,62,4frBEXn8nhWzOVwfCSpuYB,0,1,1,0,1,1,0,1,0,0,0,0,10,0.000266
JC el Diamante,JC el Diamante,,25833,50,1FxsUemFullSXJpySUsT0J,0,66,3,3,6,3,3,6,7,0.26211,0.281052,71.487889,10,0.000573
Eddy Herrera,Eddy Herrera,,422600,56,4yNdrUaF54csrLixVTnqzC,0,66,3,2,5,3,2,5,8,0.211456,0.223448,151.311894,11,0.000552
Marcos Witt,Marcos Witt,,1391045,61,4x7kxyIgzgtrHYDQ8SCzo2,0,66,10,3,13,15,5,20,9,0.184493,0.198047,1874.981758,8,0.001993
Elvis Crespo,Elvis Crespo,,828538,64,1c22GXH30ijlOfXhfLz9Df,0,66,5,17,22,5,21,26,7,0.296769,0.33302,3902.34871,3,0.000591
Seth Condrey,Seth Condrey,,67164,50,4DeiqSO9kyWDr1KuQTYMVg,0,66,3,3,6,6,3,9,9,0.207295,0.223976,69.444139,8,0.00074
Essential Worship,Essential Worship,,19658,50,5ovBCDCRU118CMxJ1KpAOw,0,66,6,6,12,6,10,16,8,0.233797,0.254739,4005.074732,8,0.001122
Su Presencia,Su Presencia,,213613,56,2gaFnEQydJdWNkT17NLZm3,0,66,3,2,5,6,3,9,9,0.206915,0.221234,311.619439,8,0.000787
Noriega,Noriega,,22476,59,3P4VNQLuN1qQQnL8rMaIkL,0,66,5,18,23,26,42,68,7,0.294776,0.33434,130.911975,3,0.000493
Christian Daniel,Christian Daniel,,75865,51,2fC8dVxeS2bsfIDvFj1M4V,0,66,2,6,8,2,7,9,7,0.289271,0.321175,54.299121,3,0.000327
RBD,RBD,,1405237,68,7cjh6y0V9SsyCrWSXTzwOs,0,66,1,4,5,1,60,61,8,0.240122,0.25849,783,7,0.000263
Anahí,Anahí,,665155,68,0TeVa4xdLB8vdzjsvKH6Ri,0,66,3,7,10,23,7,30,7,0.282445,0.310657,3386.937872,7,0.000521
Kudai,Kudai,,712828,57,0Wnd6L0qEnk8jiCIHrWXaC,0,26,1,0,1,1,0,1,0,0,0,0,7,0.000256
El Tri,El Tri,,1397551,61,3HgZDevp7GspkLUAa5cKne,0,29,2,0,2,2,0,2,0,0,0,0,4,0.00044
Johnny Prez,Johnny Prez,,148674,50,6gm3ZEpugRTHbtEn3A6Siw,0,66,3,11,14,3,13,16,7,0.278169,0.312019,1522.767073,3,0.00044
ChiChi Peralta,ChiChi Peralta,,536611,60,5GNSVtCq2hiXDx7jUA5Iou,0,66,1,2,3,1,2,3,8,0.23359,0.248027,318.780281,8,0.000499
Jarabe De Palo,Jarabe De Palo,,1336239,66,5B6H1Dq77AV1LZWrbNsuH5,0,74,0,7,7,0,14,14,7,0.267591,0.2906,0,6,0.0002
Celia Cruz,Celia Cruz,,473518,64,2weA6hhVqTIN2gSn9PUB9U,0,66,5,4,9,26,34,60,9,0.215847,0.228661,3951.473989,9,0.001224
Makano,Makano,,533742,53,5F73ZVq8ivLhsYF2pGg4Fc,0,16,3,0,3,4,0,4,0,0,0,0,6,0.000477
OV7,OV7,,1316384,59,5zaT4Qu9otu6z4oyWjRqM2,0,76,1,4,5,1,4,5,8,0.248589,0.267515,20.154886,6,0.000242
Kabah,Kabah,,787658,58,61hAcjvvUS6EXMpeeHwaDi,0,76,1,5,6,1,9,10,8,0.256468,0.276729,23.429956,6,0.000251
Sentidos Opuestos,Sentidos Opuestos,,869351,54,1xJAOe5igcfHGUbMHxsTBq,0,75,1,0,1,1,0,1,0,0,0,0,6,0.000251
La Ley,La Ley,,1290562,63,1ZVoRDO29AlDXiMkRLMZSK,0,30,1,1,2,1,1,2,1,1,1,7.878781,6,0.000241
Fabiana Cantilo,Fabiana Cantilo,,342704,54,5R6YR0pasdxlynyq0Abq7x,0,66,2,2,4,3,4,7,8,0.211739,0.222244,52.244029,6,0.000587
Luis Alberto Spinetta,Luis Alberto Spinetta,,689852,57,1MuQ2m2tg7naeRGAOxYZer,0,66,4,3,7,6,7,13,8,0.213341,0.224869,120.93922,6,0.000772
Pedro Aznar,Pedro Aznar,,292127,54,2FFrhWZS9vJsh2UvxYPRr6,0,66,2,4,6,4,7,11,8,0.244053,0.263015,934.013627,6,0.001443
La Renga,La Renga,,1279581,60,30fEdZPXgWfC4sNttcyB3C,0,80,1,1,2,2,1,3,8,0.196827,0.205603,0,6,0.000259
Pappo,Pappo,,346062,50,1db5TWniHR7iqwXer7AiQ2,0,80,1,6,7,1,11,12,7,0.244986,0.263014,793,6,0.00042
Kike Pavón,Kike Pavón,,295990,52,2TkDdk47FGnvxcjQGDdPd0,0,66,5,8,13,7,11,18,8,0.217272,0.23868,1150.124064,8,0.001118
Lead,Lead,,102529,50,5pyTY6jmdDNfKmmlo92Vfd,0,66,5,8,13,10,17,27,8,0.213456,0.235154,611.283057,8,0.001529
Samuel Hernández,Samuel Hernández,,448678,53,17XxPdvl2MD39MnT9zhNjU,0,66,1,3,4,3,4,7,9,0.204504,0.220475,0,8,0.000295
Nancy Amancio,Nancy Amancio,,482230,55,4225vUKDHwHhcYY9IRWwX0,0,66,1,1,2,2,1,3,10,0.16346,0.173678,0.866667,8,0.000295
Juan Carlos Alvarado,Juan Carlos Alvarado,,360813,56,1NWIpqck2zZ43JamLJgf6U,0,43,4,1,5,11,5,16,1,1,1,784,8,0.003018
Daniel Calveti,Daniel Calveti,,612240,53,4lZXpKLxWjMDFeNmiU4H1h,0,66,5,2,7,5,2,7,9,0.182406,0.194622,981.042159,8,0.001389
Marco Barrientos,Marco Barrientos,,1266945,61,4VYSLPSI9yb8qkUpKyVQSJ,0,66,4,6,10,6,9,15,9,0.187916,0.204785,34.513561,8,0.000846
Danilo Montero,Danilo Montero,,833699,56,2a48vLoCcVkOMcCSqXreOF,0,66,5,3,8,5,7,12,9,0.183806,0.197015,183.497253,8,0.001175
Girl Ultra,Girl Ultra,,113078,50,7i1CyQ1fogh4bkj3EPj3ls,0,66,3,3,6,5,4,9,8,0.230994,0.245429,807.925682,6,0.000957
Camilo Séptimo,Camilo Séptimo,,444871,60,6hQHiviB4JUWVmfykjYzcB,0,66,3,3,6,3,6,9,8,0.215611,0.228894,1304.922397,6,0.001205
Little Jesus,Little Jesus,,336942,57,5p1ARDx76hnOXoeigLIKit,0,66,6,5,11,7,9,16,8,0.232764,0.248654,1080.037464,6,0.001597
Elsa y Elmar,Elsa y Elmar,,148552,62,5nKGeITSNCVP76muyOlszy,0,66,8,5,13,11,5,16,8,0.222912,0.239798,2861.808955,6,0.001976
Toser One,Toser One,,298647,58,1oHPSeQJBwNmpq0J52Wjn1,0,66,3,2,5,3,2,5,8,0.215788,0.231719,157.550659,2,0.000811
Cano,Cano,,95845,61,60ZOYUFnCYEeKYsxgvPxOS,0,66,7,8,15,11,10,21,7,0.250873,0.278831,952.247307,13,0.00122
Musicologo Y Menes,Musicologo Y Menes,,162950,51,0xf0KaVp6AMWgesiBh6fee,0,66,1,28,29,2,74,76,7,0.310047,0.35994,406.325365,0,0.000402
ToteKing,ToteKing,,238068,51,224rbIjYbXaTI7lnP2ZMNJ,0,66,10,9,19,13,12,25,7,0.256078,0.281796,9034.863475,13,0.002328
Belanova,Belanova,,1000590,62,3oNy8cjBtJzLC07I70sklp,0,66,1,1,2,1,1,2,8,0.219201,0.231138,85.091532,6,0.000303
Soraya,Soraya,,380343,53,5enSNzCwMx61gCMv9jaV4Q,0,14,1,0,1,1,0,1,0,0,0,0,6,0.000303
Larry Hernández,Larry Hernández,,1224289,58,6djNDzSg08mnh2Ayoh6Ovn,0,60,1,0,1,1,0,1,0,0,0,0,2,0.000261
Los Cafres,Los Cafres,,1215179,60,2ST5XwWB4uXGKk2NXP8DUI,0,3,2,0,2,2,0,2,0,0,0,0,2,0.000373
Sergio Vargas,Sergio Vargas,,351370,52,4EzD52bDFGZTEeEucKHtDs,0,25,2,0,2,3,0,3,0,0,0,0,6,0.001332
Charles Ans,Charles Ans,,1187875,68,5lYeiQxUTcGKVgAuTqbTeL,0,66,7,5,12,9,6,15,9,0.200101,0.216519,3605.515267,10,0.001987
Simpson Ahuevo,Simpson Ahuevo,,239951,56,6viZnVSHavFUcW0blu6Mvw,0,66,1,2,3,2,2,4,9,0.195206,0.205353,157.411649,10,0.000538
Sabino,Sabino,,593136,65,0zgFL90nGTrH2iOMD8Vysy,0,66,4,1,5,6,1,7,10,0.166772,0.175478,284.597904,10,0.000786
M2H,M2H,,140533,50,7bWN0FHvLppK8ozEH6exdi,0,66,4,4,8,6,5,11,8,0.229185,0.246683,2119.185431,10,0.00105
Samantha Barrón,Samantha Barrón,,138483,58,0zfvfy9XlborSqXNRhi8Bk,0,66,3,2,5,4,2,6,8,0.211513,0.222975,715.983134,2,0.001218
Control Machete,Control Machete,,1145215,57,628gUkswCfCS1hIOOHmIpK,0,81,1,2,3,1,4,5,8,0.229209,0.244176,791,6,0.000369
Gondwana,Gondwana,,987452,60,4nSgEvZncnC5oNPVrtwnLd,0,66,2,1,3,3,1,4,9,0.189767,0.197434,91.072263,6,0.000333
Emanero,Emanero,,58094,59,2BTS8Np1YzPQuXjgdlqsBB,0,66,6,3,9,9,4,13,8,0.23738,0.255297,2610.505133,10,0.000992
Luck Ra,Luck Ra,,250798,62,4kcQWQDK0u9AftVSpdrAgk,0,66,6,7,13,11,11,22,8,0.246567,0.270249,1049.552378,10,0.000854
Lupita D'Alessio,Lupita D'Alessio,,1079535,55,3mGyF5kXDjEkLlFypJ93en,0,83,0,1,1,0,1,1,9,0.19321,0.203225,0,6,0.0002
