,spotify_id,name_id,name,followers,betweeness_centrality,group,unique_collabs,total_collabs,image
45,0zZJhc1T0zBurhnBwQ2fcu,Mark B.,Mark B.,221737,422.705134,0,14,14,https://i.scdn.co/image/ab6761610000e5ebdddb554c36da82ebf5f01a8d
46,790FomKkXshlbRYZFtlgla,KAROL G,KAROL G,26727903,2071.897526,1,38,210,https://i.scdn.co/image/ab6761610000e5ebfe5bb3951a54fca253e281a1
47,1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,Wisin & Yandel,5476493,4929.762205,1,78,621,https://i.scdn.co/image/ab6761610000e5eb812644afc20cab37c72a8ba9
48,1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,Maria Becerra,2834624,3705.977846,3,32,205,https://i.scdn.co/image/ab6761610000e5eb459b9d1006bd715a7e2d5663
49,0qTZZWLzuD59Un5r1speHm,Chris Jedi,Chris Jedi,1915083,250.234836,0,13,515,https://i.scdn.co/image/ab6761610000e5eba4113459d4c8d6334f46bfbc
50,1r4hJ1h58CWwUQe3MxPuau,Maluma,Maluma,31679634,8573.993246,5,98,324,https://i.scdn.co/image/ab6761610000e5eb96a9faf8f7ec1da103c63985
51,2p4aN0Uxkk3iT3HK0cJ2cJ,Tokischa,Tokischa,164515,755.865086,0,16,18,https://i.scdn.co/image/ab6761610000e5eb2b10a1f3edfdecf74d95a87d
52,3E6xrwgnVfYCrCs0ePERDz,Wisin,Wisin,7959899,23198.162336,1,127,454,https://i.scdn.co/image/ab6761610000e5eb7e04b739e0e88aa0da8d6905
53,0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,Yandel,6046630,10188.497807,1,117,463,https://i.scdn.co/image/ab6761610000e5ebdd4a7546a655a097dc1b9d04
54,2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,Jay Wheeler,2689321,1513.912087,0,60,175,https://i.scdn.co/image/ab6761610000e5eb1e85cfd7346402dd9c3c4421
55,2LRoIwlKmHjgvigdNGBHNo,Feid,Feid,1695286,2914.925204,0,44,150,https://i.scdn.co/image/ab6761610000e5ebe9cf860130c25355b84687a5
56,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,Jesse & Joy,6461919,419.089818,5,12,25,https://i.scdn.co/image/ab6761610000e5ebaa2e120075652341890059e9
57,1ackd5XprZEkH3McKbQD51,Juan Magán,Juan Magán,1687332,6150.060871,3,47,182,https://i.scdn.co/image/ab6761610000e5eb874c860c7fea4f5c97d4e6d9
58,2NfSBtmWe7oPw1EmetJVso,Boza,Boza,443910,77.102652,3,13,39,https://i.scdn.co/image/ab6761610000e5eb94cf52a04855b3f75496fdf5
59,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,Romeo Santos,15925967,8232.778668,1,35,62,https://i.scdn.co/image/ab6761610000e5eb0d2f605c23090747230416db
60,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,Manuel Turizo,9935945,550.162457,3,56,135,https://i.scdn.co/image/ab6761610000e5ebd9a4d3f0b2d741634d55ca6d
61,06TVTkMAOR935MhkjX0i2A,Anthony Santos,Anthony Santos,727810,76.765445,1,17,25,https://i.scdn.co/image/ab6761610000e5eb8a252d707a414e0a8a07967c
62,28gNT5KBp7IjEOQoevXf9N,Camilo,Camilo,15876653,8119.288257,5,31,227,https://i.scdn.co/image/ab6761610000e5ebe769600984af93b876cac668
63,4SzD0wClEg9NKVJZbCRFqS,Ele A El Dominio,Ele A El Dominio,1254042,432.888796,0,40,93,https://i.scdn.co/image/ab6761610000e5ebc3e46299a91d813c0c77eb7e
64,3Wb38LDP3N4tkobValgE9D,Juanka,Juanka,596725,2267.57299,0,72,174,https://i.scdn.co/image/ab6761610000e5eb90dc8ae47e297efacd9eccb1
65,2jSGzJw0ebJLu7OLVSOcBP,Plan B,Plan B,1925599,354.106297,0,48,76,https://i.scdn.co/image/eb21793908d1eabe0fba02659bdff4e4a4b3724a
66,47MpMsUfWtgyIIBEFOr4FE,Lunay,Lunay,6990918,1456.213131,0,44,98,https://i.scdn.co/image/ab6761610000e5eb1db8a4795dc8b97abc1f6f11
67,1Ts9of7VPZElwPQnqnDSfW,Lyanno,Lyanno,710772,2837.505823,0,75,241,https://i.scdn.co/image/ab6761610000e5eb337f3bbfd4734f90d6ba93c1
68,1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,Natti Natasha,8103229,5080.698573,1,51,99,https://i.scdn.co/image/ab6761610000e5eb34149919c8ccd138a6c02cf8
69,4o0NtnL2m0lzZmEdRas1qv,Ovi,Ovi,733167,2149.510127,0,33,57,https://i.scdn.co/image/ab6761610000e5eb71b8235eccf131534941eec5
70,2qbEtwBVyobgpNP5KcHE9J,Pusho,Pusho,594124,554.749125,0,70,111,https://i.scdn.co/image/ab6761610000e5ebff626efb1be750d8ea78a459
71,4Tw0VaV1ENei24iQnktjXj,Alexio,Alexio,51746,94.741472,0,38,60,https://i.scdn.co/image/ab6761610000e5eba0dc56019927cd7c7feeeeb3
72,1TtXnWcUs0FCkaZDPGYHdf,Darell,Darell,3045302,3795.203271,0,110,312,https://i.scdn.co/image/ab6761610000e5eb58e637c9f4c9a120ea6d29f7
73,77GVmrLGuxNEvj2ibvT62v,Luigi 21 Plus,Luigi 21 Plus,999191,601.766038,0,61,92,https://i.scdn.co/image/ab6761610000e5eb30b631283ebcdd3964c9a24a
74,3IEvQoAohcGX7CdrbtIle7,Baby Rasta & Gringo,Baby Rasta & Gringo,2674589,259.51602,0,47,225,https://i.scdn.co/image/ab6761610000e5eb3a36f5472c400dc038ac62a8
75,3jFjgKOGfVLWfXX8q5wrsg,R.K.M & Ken-Y,R.K.M & Ken-Y,495575,707.301488,1,34,136,https://i.scdn.co/image/ab6761610000e5eb9306dfb38345dbb1bc01e3f6
76,4riOEaOW5hCeqomFDBk0aP,Rochy RD,Rochy RD,636103,463.322966,0,20,43,https://i.scdn.co/image/ab6761610000e5eba813356bcf63fd41e073eaa3
77,0KPX4Ucy9dk82uj4GpKesn,Dalex,Dalex,4214151,1682.568963,0,67,227,https://i.scdn.co/image/ab6761610000e5ebd1d344eba13e66f0cef274b6
78,7a9gFzWS5uEHtbNNgA6xyM,D.OZi,D.OZi,191168,545.153331,0,50,87,https://i.scdn.co/image/ab6761610000e5eb6676229f5a220d4094d88ac7
79,5gUZ67Vzi1FV2SnrWl1GlE,Benny Benni,Benny Benni,280449,458.998618,0,57,135,https://i.scdn.co/image/ab6761610000e5eb177389e5f8dfeae0037fe20e
80,6ieK9Ddas29reReO60on3o,"Gotay ""El Autentiko""","Gotay ""El Autentiko""",545974,711.431747,0,50,141,https://i.scdn.co/image/ab6761610000e5eb47d1cd54c136b35f72e731c6
81,7a0XAaPaK2aDSqa8p3QnC7,Beéle,Beéle,391273,313.497279,3,20,25,https://i.scdn.co/image/ab6761610000e5eb386892627f08fd6ab679bee4
82,1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,Lenny Tavárez,1878805,2732.857702,0,81,282,https://i.scdn.co/image/ab6761610000e5eb3da6d515e399ae789ef563f3
83,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,Justin Quiles,3628451,5031.349109,0,96,371,https://i.scdn.co/image/ab6761610000e5ebfb8b86f3418adb29b60fd3f5
84,2pQAUIesBqfT87PaM1ijtk,Trap Capos,Trap Capos,348975,214.606933,0,29,80,https://i.scdn.co/image/ab6761610000e5eb87dcdc83d51c31a100dd0acb
85,2LmcxBak1alK1bf7d1beTr,Juhn,Juhn,1023366,1812.275274,0,66,115,https://i.scdn.co/image/ab6761610000e5eb78bb4688c974972d8e08f6bd
86,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,Marc Anthony,7591521,854.503514,5,23,41,https://i.scdn.co/image/ab6761610000e5ebea64d3b81527134c0d65f341
87,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,Ricky Martin,6689123,13133.455684,5,51,64,https://i.scdn.co/image/ab6761610000e5eba50f664a6b720e94196ba102
88,4obzFoKoKRHIphyHzJ35G3,Becky G,Becky G,11880030,2042.126903,1,48,86,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8
89,7qYeIN2r4H1kBvr0Gm9Iav,Randy,Randy,272813,964.23532,0,68,152,https://i.scdn.co/image/ab6761610000e5eb1adfe18230a40885a5e71003
90,5lFhCi03HDneWzvCxGctrT,Jory Boy,Jory Boy,1544144,1192.016963,0,71,125,https://i.scdn.co/image/ab6761610000e5eb59f03ae6ab47594b586679c0
91,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,Blessd,933788,1692.901944,0,24,23,https://i.scdn.co/image/ab6761610000e5ebadc3d9875bcdfdc111ea960c
92,3jGlU8UMMo44I2xeLQ6FD3,Dalmata,Dalmata,1361483,314.693911,0,27,146,https://i.scdn.co/image/ab6761610000e5eb7d5a16813b37825722f6d163
93,6BeO1KuAWBqFriL1mLHtNc,Leslie Grace,Leslie Grace,1193017,496.860111,3,19,25,https://i.scdn.co/image/ab6761610000e5ebbde67f9fdaf3531de31caad2
94,4myAXQmMuS1lZe8T6Y7eBg,Yomo,Yomo,836374,1018.174111,0,66,99,https://i.scdn.co/image/ab6761610000e5ebd5f4d6302cf39f199c4745a8
95,7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,Alexis y Fido,4483556,3667.029426,1,63,137,https://i.scdn.co/image/ab6761610000e5eb85a7dcb7677105c17a6c67e3
96,7cYik4OyfBXYV5Z2TI7p90,Farina,Farina,319611,4458.475074,0,34,44,https://i.scdn.co/image/ab6761610000e5ebed3fed6430af8f66263f69a3
97,6XFITTl7cFTdopDY3lUdlY,J Alvarez,J Alvarez,4713924,4701.198022,0,86,171,https://i.scdn.co/image/ab6761610000e5ebdcc7e2281c5b14a0aecfcb07
98,0TnOYISbd1XYRBk9myaseg,Pitbull,Pitbull,9456009,10741.594418,1,64,116,https://i.scdn.co/image/ab6761610000e5eb2dc40ac263ef07c16a95af4e
99,3SUT1jjM5hzZj9TLfLZGIP,Tego Calderon,Tego Calderon,3405813,7431.391352,1,52,88,https://i.scdn.co/image/ab6761610000e5eb26cc52c33f40a2a3e1cb47f4
100,3P4VNQLuN1qQQnL8rMaIkL,Noriega,Noriega,22384,55.02768,1,18,39,https://i.scdn.co/image/e54be6a261b993cc671227bd4ba9f9fc4e8ddde3
101,0j8QSBQZ9MNSGjHr1Vll1R,Natalia Jiménez,Natalia Jiménez,694739,3434.518731,5,19,25,https://i.scdn.co/image/ab6761610000e5eb52076f3a1dfff9048a197084
102,1ljNTY4uIBecRJmy69UNWt,Don Chezina,Don Chezina,327295,1332.912464,1,21,33,https://i.scdn.co/image/ab6761610000e5ebf59372550193ff28bcd5bfd1
103,2biH2I1TvZlIIIc5W14oIJ,"Franco ""El Gorilla""","Franco ""El Gorilla""",275336,772.787502,1,60,158,https://i.scdn.co/image/ab6761610000e5eb604bb37c53f3b4a250527ac2
104,0KKUc4amZyvswV2YL6WTar,Mariah Angeliq,Mariah Angeliq,332599,1087.002878,3,29,244,https://i.scdn.co/image/ab6761610000e5ebb04ebc27a3f90d30701592b1
105,0eecdvMrqBftK0M1VKhaF4,CNCO,CNCO,9014294,279.57584,1,18,25,https://i.scdn.co/image/ab6761610000e5ebae9279fc395fec19f47872d3
106,5mgqYTU6dhKlEdi7DOy4uU,Alberto Stylee,Alberto Stylee,295996,1408.062861,1,28,60,https://i.scdn.co/image/ab6761610000e5eba504b22dcb060d9ddf9e9944
107,7hIqJfRYGBWWT1Qxu6Cpd2,Andy Rivera,Andy Rivera,2511940,404.519906,0,26,47,https://i.scdn.co/image/ab6761610000e5eb08d1474f4d74377ca107cda7
108,1GKIlPFdcewHtpDVCQ8zmJ,Brray,Brray,171908,7197.678893,0,105,307,https://i.scdn.co/image/ab6761610000e5ebe007f52ca247a269bb9a8870
109,0EmeFodog0BfCgMzAIvKQp,Shakira,Shakira,24259512,2193.18436,5,25,47,https://i.scdn.co/image/ab6761610000e5eb8136bed5d8a80791bbe9ae23
110,5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,Alejandro Sanz,6395705,7696.719915,5,47,86,https://i.scdn.co/image/ab6761610000e5eb45b242f20217176f7e83857b
111,52aHqEQZ802daFzuMHfcES,El Cata,El Cata,8870,277.625378,1,16,21,https://i.scdn.co/image/ab6761610000e5ebd368fe03846940d105f206b3
112,1QOmebWGB6FdFtW7Bo3F0W,Gustavo Cerati,Gustavo Cerati,3169471,780.048162,5,11,12,https://i.scdn.co/image/ab6761610000e5eb6d38c7aebc81afb076354b3b
113,5jvQoouPSDvUEwynz5KPpv,Carlinhos Brown,Carlinhos Brown,133143,75.697741,5,6,7,https://i.scdn.co/image/ab6761610000e5ebd194c53a2f65bbcbd3a2ffe7
114,0yNSzH5nZmHzeE2xn6Xshb,Calle 13,Calle 13,2717215,480.487916,1,12,17,https://i.scdn.co/image/edabfb79fbf3d71ad9d0961a7b199a1470fe5372
115,4vhNDa5ycK0ST968ek7kRr,Carlos Vives,Carlos Vives,5384986,10997.677052,5,54,90,https://i.scdn.co/image/ab6761610000e5eb66c1b8fad87dc59892458036
116,77iZVjeYoYSl5P0K9mIiUE,Haze,Haze,6484,45.553032,0,8,9,https://i.scdn.co/image/ab6761610000e5eb465b3ddb4cea09a2762e80ce
117,5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,Eladio Carrion,1689041,13702.568149,0,95,236,https://i.scdn.co/image/ab6761610000e5eb195cf1ae5db3ba7c22eb3412
118,17vZy9fIIt6woqdWfc7UCy,Sinfonico,Sinfonico,111828,57.953026,0,24,54,https://i.scdn.co/image/ab6761610000e5eb5194cb5aa83698d3b6c543d2
119,1fux65HMCBvfJHqlBc4Nno,Casper Magico,Casper Magico,1888877,1277.467265,0,64,143,https://i.scdn.co/image/ab6761610000e5eb5d5db7eb7422fd98f6f026ec
120,7nuTWfojdN0o8d7NGDo71U,Lil Geniuz,Lil Geniuz,13336,1.604606,0,6,9,https://i.scdn.co/image/ab6761610000e5eb0fe7cd25c79a6e4023328db6
121,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,Enrique Iglesias,10846416,2969.260662,1,30,109,https://i.scdn.co/image/ab6761610000e5ebe784d82734a77def7f967703
122,37UACiDcdzEYii0iU0QpAf,"Secreto ""El Famoso Biberon""","Secreto ""El Famoso Biberon""",378311,401.823498,0,27,42,https://i.scdn.co/image/ab6761610000e5ebb2aceb3af7d0befd232e27d2
123,68w2t0wbrGnxSIUHzWs5bt,Lito Kirino,Lito Kirino,199098,1214.056385,0,33,37,https://i.scdn.co/image/ab6761610000e5eb743547415ff3aa28ae318d01
124,0tR60pwxQ5WKjPxQcKoCQ7,Messiah,Messiah,91694,1027.486102,0,28,32,https://i.scdn.co/image/ab6761610000e5eb7ac5f74229df6a63b9392c89
125,4z19QMyPVRwbd4Fs2LisBa,Darkiel,Darkiel,1038401,583.383878,0,61,105,https://i.scdn.co/image/ab6761610000e5ebbf92faabcb1fcfdda014fc78
126,5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,Nio Garcia,3423473,3621.916984,0,88,216,https://i.scdn.co/image/ab6761610000e5ebf6c0e106b139be41baae72fd
127,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Sebastian Yatra,19541830,9046.103361,3,55,325,https://i.scdn.co/image/ab6761610000e5eb28cc5ee1d7ba49cdc7dde27b
128,0BqURncJM5B1BBu7UM51eq,Guaynaa,Guaynaa,725324,5461.760254,3,45,303,https://i.scdn.co/image/ab6761610000e5eb710db427ce36c07d6902f1e9
129,2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,Mau y Ricky,5233974,4255.68861,3,47,97,https://i.scdn.co/image/ab6761610000e5eb58efe6fc6305da076d48ec7f
130,5J7rXWjtn5HzUkJ4Jet8Fr,Alvaro Diaz,Alvaro Diaz,195478,3396.517754,0,38,112,https://i.scdn.co/image/ab6761610000e5eb364f118b7f989c6581411474
131,0vR2qb8m9WHeZ5ByCbimq2,Reik,Reik,7413568,4321.225913,3,40,126,https://i.scdn.co/image/ab6761610000e5eb7ef75910e15bba278b939a70
132,1GAymyGBvB4gQy5Z5LZ1Wj,Lalo Ebratt,Lalo Ebratt,1737866,2173.003133,3,34,310,https://i.scdn.co/image/ab6761610000e5eba8efc873570b7e84b101cd46
133,7A02nc5WKMBLqSKXxGZ4o8,Llane,Llane,57377,2633.546438,3,17,36,https://i.scdn.co/image/ab6761610000e5eba49a0f5fcfdda1b8bf431849
134,0ZHPrnImGh4re3TbSNkoZl,Beret,Beret,2623712,2691.282618,3,15,26,https://i.scdn.co/image/ab6761610000e5ebbe52891d50a358943a830701
135,5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee,Cali Y El Dandee,3627559,3555.629472,3,37,173,https://i.scdn.co/image/ab6761610000e5eba77fda338041d3024a2316e9
136,1jSjfSgDjedJdi5MoyRu78,Lary Over,Lary Over,4424500,1102.073204,0,44,82,https://i.scdn.co/image/ab6761610000e5eb77daacf2c076796e402e23c9
137,2ayNSoKPCRAfjp6hQ76hRu,Nacho,Nacho,4587649,8329.641633,1,61,292,https://i.scdn.co/image/ab6761610000e5eb41680f4ed2cd47c84e8b9001
138,5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,Pablo Alborán,4485464,4397.231861,5,33,94,https://i.scdn.co/image/ab6761610000e5eb603fdedea1dab4c77d7d8bcc
139,7rNbdH4pgrnwguvzxhA2Ek,Jorge Celedón,Jorge Celedón,1448564,5818.336526,3,27,30,https://i.scdn.co/image/ab6761610000e5ebcfebd17475e8a86c6148b063
140,05xSLrRgGwm2nCH2SmnNMW,Rosario,Rosario,664441,1036.955505,5,15,44,https://i.scdn.co/image/ab6761610000e5eba9298a06d6f6e4f4a54c0af2
141,7eLcDZDYHXZCebtQmVFL25,Aitana,Aitana,2125129,9692.795015,3,45,110,https://i.scdn.co/image/ab6761610000e5ebe20d1e9d7eb5b59dd2586997
142,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,Paulo Londra,17636967,21.806791,2,7,14,https://i.scdn.co/image/ab6761610000e5ebf796a976c5597baf6f7b786c
143,4DYFVNKZ1uixa6SQTvzQwJ,Ken-Y,Ken-Y,316113,588.240191,1,31,207,https://i.scdn.co/image/ab6761610000e5ebdcc1069f2a7abbec7a2cb9c1
144,3YXpTiyVmYCfANOlnWv6vr,Trebol Clan,Trebol Clan,1402911,183.437254,0,35,82,https://i.scdn.co/image/ab6761610000e5eb3fd0dfa279be80ed876d401a
145,6Mjbr8K3MiiRMqmFIB4zWq,Luis Vargas,Luis Vargas,254673,880.380788,5,13,22,https://i.scdn.co/image/ab6761610000e5eb7aa8d4bdc22dc5372b90a429
146,4RnIr0AAau1SBJMbjJ9poC,El Chaval de la Bachata,El Chaval de la Bachata,280165,56.848744,5,4,6,https://i.scdn.co/image/ab6761610000e5ebc6c232b760c490ab66cb20c5
147,1YYp1qwJ7EAitFINQ7gOKV,Kiko Rodriguez,Kiko Rodriguez,94912,146.506921,5,4,5,https://i.scdn.co/image/ab6761610000e5eb366ce71d9440933447234f2c
148,3nlpTZci9O5W8RsNoNH559,Juan Luis Guerra 4.40,Juan Luis Guerra 4.40,3124043,852.025462,5,28,32,https://i.scdn.co/image/ab6761610000e5ebaa60935c3c4dc4a0fd48759e
149,4vQV1LCGBdYAt5rIIPjSFZ,Frank Reyes,Frank Reyes,544313,123.190907,1,5,8,https://i.scdn.co/image/ab6761610000e5ebbbe87779d198b31d6d54b80c
150,1qto4hHid1P71emI6Fd8xi,Aventura,Aventura,6178963,37.698938,1,7,14,https://i.scdn.co/image/ab6761610000e5eb4cd0464ef7d8eb8521f72dd8
151,3rs3EOlJ8jyPpdGiQ9Mhub,Monchy & Alexandra,Monchy & Alexandra,771901,508.268754,0,5,6,https://i.scdn.co/image/c88ecd17387b1733226d728ef621bb91bf85f062
152,66U02qGDesTqZImnLSiYeE,Elvis Martinez,Elvis Martinez,232108,4.66067,1,2,3,https://i.scdn.co/image/ab6761610000e5eb0a7a7dadfe1bc9e0971649a8
153,4etuCZVdP8yiNPn4xf0ie5,Julio Iglesias,Julio Iglesias,2192504,1089.792261,1,11,13,https://i.scdn.co/image/ab6761610000e5ebeb26b397cfc1d5b785296cdd
154,3Ces1OJeGOVGcUB0wPaPXJ,Mala Rodríguez,Mala Rodríguez,473340,4004.770712,3,18,70,https://i.scdn.co/image/ab6761610000e5eb5296ee9862de29ee24a1276f
155,2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,Nicki Nicole,3064024,7171.753099,2,25,37,https://i.scdn.co/image/ab6761610000e5ebc4339841ed995cedbc0cff4e
156,4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,Pedro Capó,1507684,3015.297264,5,29,56,https://i.scdn.co/image/ab6761610000e5eb457c9ba97d2dd1342f12eb7f
157,2Cy7KBSkqu7otJfuMTWT7Y,Camilo Sesto,Camilo Sesto,3051494,142.274022,5,5,106,https://i.scdn.co/image/6727cf7e3163bd702add0ba3a7b4083ae956fe98
158,6hQHiviB4JUWVmfykjYzcB,Camilo Séptimo,Camilo Séptimo,442576,0.0,5,4,51,https://i.scdn.co/image/ab6761610000e5eb22ebf928bc809d4c7bb0b234
159,7plUpXSFcSJUZSiZAoXqr1,Ximena Sariñana,Ximena Sariñana,1256200,2251.99709,5,20,30,https://i.scdn.co/image/ab6761610000e5eb3769a26bbfcf734c80590652
160,39yVoqm6sYFvvqF1RciUVf,Carlos Rivera,Carlos Rivera,3621638,15634.925102,5,54,92,https://i.scdn.co/image/ab6761610000e5ebd471aab52533508e4bcf9ba4
161,7eBQrhxTHcor6gcbcLhqE5,Porter,Porter,305615,665.684867,5,4,5,https://i.scdn.co/image/ab6761610000e5eb09defb9786eec41d900c5211
162,1fctva4kpRbg2k3v7kwRuS,Rvssian,Rvssian,1902344,4.215415,0,14,31,https://i.scdn.co/image/ab6761610000e5eb6666f883c02cc5fc182a10c6
163,76whng5pl9msPkkjFUtWYn,Tempo,Tempo,855273,1129.472923,0,31,43,https://i.scdn.co/image/ab6761610000e5eb401a07e7ab25be8918561564
164,1K0lOPFlbPF3Volp5qIYNw,Jadiel,Jadiel,1076420,52.903157,0,11,15,https://i.scdn.co/image/3d0597d79bdf4b7c7f3cade64125b2136bb5d51f
165,7K78lVZ8XzkjfRSI7570FF,José Feliciano,José Feliciano,294769,1808.36541,5,13,19,https://i.scdn.co/image/ab6761610000e5eb5f8c900bf430e6bfae9ec7c2
166,03Enzet8KLMkjdeQnbqbmn,Pacho El Antifeka,Pacho El Antifeka,166632,2753.066982,0,62,89,https://i.scdn.co/image/ab6761610000e5eb9f50682136dd6c4c928c17d0
167,3fZk3Gm5dN5v5yfYMQ04Bx,Dímelo Flow,Dímelo Flow,311652,1258.826642,0,55,190,https://i.scdn.co/image/ab6761610000e5ebf64b7eeda594e0ab8deb8b74
168,7wOZy3KdFVVINgNFFxkxwO,Jerry Rivera,Jerry Rivera,1392847,539.165997,0,8,19,https://i.scdn.co/image/ab6761610000e5eb58f5558a4dbb6d809bae1e6f
169,1pf0MPKfKdvS8J779mS1Ay,Miky Woodz,Miky Woodz,2973103,4765.328821,0,98,180,https://i.scdn.co/image/ab6761610000e5ebbfbf1c02bf29eceaadd84e7c
170,6NmMI7UnfmIpLRYoz8H9jm,Ankhal,Ankhal,125135,77.010265,0,24,29,https://i.scdn.co/image/ab6761610000e5eb4f36c6d2aabd8dd7543d9781
171,0odliLZMTk45CEVzF3Zocl,Mozart La Para,Mozart La Para,371359,4150.196709,0,43,113,https://i.scdn.co/image/ab6761610000e5eb7a758d6dde8f2b3abaf58ade
172,3Okcq0dqLVlEFHRZ5t22bA,Voltio,Voltio,723346,1303.349764,1,40,56,https://i.scdn.co/image/8a87cea2034ecc3700ad827f99714a701828d8f5
173,1lgtR3WlcFxEy6yPoOh0J2,Hozwal,Hozwal,88127,2423.12487,0,45,48,https://i.scdn.co/image/ab6761610000e5eba46fc59d130434050e4e1bcd
174,6FOpWOxsjQxKEbLiJpU1xV,India Martinez,India Martinez,799281,2988.762518,5,27,38,https://i.scdn.co/image/ab6761610000e5eb38e082f05ad4798018f07214
175,7wU2WGCJ8HxkekHHE2QLul,Fuego,Fuego,248346,4294.761035,3,43,80,https://i.scdn.co/image/ab6761610000e5eb147cb1db29a72ed311f07ae2
176,3PAwspMN27PDm81WwXDsMf,Reykon,Reykon,3060926,3116.747084,1,42,59,https://i.scdn.co/image/ab6761610000e5eb34b80d042d1280d4bd2ccfa9
177,4QrBoWLm2WNlPdbFhmlaUZ,KEVVO,KEVVO,443834,986.898295,0,49,125,https://i.scdn.co/image/ab6761610000e5ebe9f3b03885b3fb7b92395c5a
178,6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,Cazzu,4764272,7656.059674,0,59,217,https://i.scdn.co/image/ab6761610000e5ebefd0f64284cedfab7591c4a6
179,5bWUlnPx9OYKsLiUJrhCA1,Jon Z,Jon Z,4492588,7567.976078,0,101,224,https://i.scdn.co/image/ab6761610000e5ebc989a9c2839895c8687d2da3
180,4zOhMWD0LoBe2nP7s9cHhX,Joyce Santana,Joyce Santana,89406,517.843873,0,39,74,https://i.scdn.co/image/ab6761610000e5eb5441925c348459c300831be4
181,2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,Julieta Venegas,1709640,825.553374,5,28,38,https://i.scdn.co/image/ab6761610000e5ebbc5aa2e1c5632844b4dd518d
182,2DmYtFBKcxb3ajwWWgA576,Emmanuel,Emmanuel,2185685,2074.720619,5,16,21,https://i.scdn.co/image/ab6761610000e5eb12cfa437464e4180eb0a23fc
183,2DspEsT7UXGKd2VaaedgG4,Alex Rose,Alex Rose,2980429,6954.138621,0,68,127,https://i.scdn.co/image/ab6761610000e5ebc2a62a14000269ff2fa656f6
184,7lCRuW6BSXGAsxuQV9lR0i,Gigolo Y La Exce,Gigolo Y La Exce,470031,428.968586,0,45,77,https://i.scdn.co/image/ab6761610000e5ebe52bc035fccef431630ba2dc
185,5luyt0SUvGkDMY4ILP6Qhl,Descemer Bueno,Descemer Bueno,42599,1840.724122,1,17,35,https://i.scdn.co/image/ab6761610000e5eb6f17687bd4458a6145f95fc3
186,2cy1zPcrFcXAJTP0APWewL,Gente De Zona,Gente De Zona,1465851,3978.897478,1,42,96,https://i.scdn.co/image/ab6761610000e5eb2357c57a1496db97ed8a8a34
187,5pZE9tgrhmIGWAsJZ7YxNK,Luny Tunes,Luny Tunes,1361404,211.164163,1,23,530,https://i.scdn.co/image/ab6761610000e5ebde69c6f9babffc5943550723
188,27vNK840zYq6IfDijHPsv1,Gilberto Santa Rosa,Gilberto Santa Rosa,2118655,3051.082851,5,36,37,https://i.scdn.co/image/ab6761610000e5eb641d131db6eedeb6fa77e811
189,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,Luis Fonsi,10458133,5477.473599,1,37,123,https://i.scdn.co/image/ab6761610000e5ebec1cd67f4c17468f335206eb
190,0r8toju2ecKaVtItkzAnNi,Aleks Syntek,Aleks Syntek,1244054,6699.193325,5,27,55,https://i.scdn.co/image/ab6761610000e5eb9f85f661de8271cff40fa8b2
191,2uEjXyVi0SA1HPpj3zquXh,Noel Schajris,Noel Schajris,981348,1046.887845,3,18,30,https://i.scdn.co/image/ab6761610000e5ebf5dcec71b91102b11987d1c5
192,5gOJTI4TusSENizxhcG7jB,David Bisbal,David Bisbal,3981434,2070.098343,3,27,77,https://i.scdn.co/image/ab6761610000e5eb20d6518a838a8dc7bfdb540e
193,4N5fp4zhTsVITZTVfsXpc2,Víctor Manuelle,Víctor Manuelle,1440450,2594.830696,1,40,61,https://i.scdn.co/image/ab6761610000e5ebe3f87bc61eaedafe14b814a9
