source,target,edge_track_name,spotify_track_name,spotify_artists,track_name_conincides,artists_coincides,id,preview
Jon Z,Luar La L,Bellako Puñeta,Bellako Puñeta,"Jon Z, Luar La L",TRUE,TRUE,4h3OKctUeObm5EVANkj23f,https://p.scdn.co/mp3-preview/1ad23713733badb94fb095df87eb77e3aea3ec15?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Ovi,Dunks - Remix,Dunks - Remix,"Jon Z, De La Ghetto, Ovi",TRUE,TRUE,5x0K1oBG1pRdXtpUZd3kQ2,https://p.scdn.co/mp3-preview/6565c4e9b3f5c2e861b949abea4a4357e271ad23?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Farruko,"Natti, Karol, Becky (feat. KEVVO, Brytiago, Darell, Eladio Carrión & Miky Woodz) - Remix",,,,,,FALSE
Jon Z,Natti Natasha,"Natti, Karol, Becky (feat. KEVVO, Brytiago, Darell, Eladio Carrión & Miky Woodz) - Remix",,,,,,FALSE
Jon Z,Brytiago,"Natti, Karol, Becky (feat. KEVVO, Brytiago, Darell, Eladio Carrión & Miky Woodz) - Remix",,,,,,FALSE
Jon Z,Darell,"Natti, Karol, Becky (feat. KEVVO, Brytiago, Darell, Eladio Carrión & Miky Woodz) - Remix",,,,,,FALSE
Jon Z,KEVVO,"Natti, Karol, Becky (feat. KEVVO, Brytiago, Darell, Eladio Carrión & Miky Woodz) - Remix",,,,,,FALSE
Jon Z,Jory Boy,Corazón de Hielo,Corazón de Hielo,"Jon Z, Jory Boy",TRUE,TRUE,15MJdpBUhlYhtfzDOdg0iQ,https://p.scdn.co/mp3-preview/a84f74754e2105b48fbcb738c060d884eed75e1e?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Arcangel,Falso Amor,Falso Amor,"Jon Z, Arcangel",TRUE,TRUE,5v7hPLHJCNC9Vj4EYD6UTD,https://p.scdn.co/mp3-preview/c7c934ec498b7b5c79a783595010caa118412946?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Ñejo,Embuste,Embuste,"Jon Z, Ñejo, Luigi 21 Plus",TRUE,TRUE,6yg9F56n3lnTqbEnU5THRE,https://p.scdn.co/mp3-preview/705ac6aade37887c05b04218c1a0a2df4e9a3294?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Luigi 21 Plus,Embuste,Embuste,"Jon Z, Ñejo, Luigi 21 Plus",TRUE,TRUE,6yg9F56n3lnTqbEnU5THRE,https://p.scdn.co/mp3-preview/705ac6aade37887c05b04218c1a0a2df4e9a3294?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Randy,Mentirte - Remix,Mentirte - Remix,"Jon Z, Ele A El Dominio, Eladio Carrion, Randy",TRUE,TRUE,3Ty7OGbf2pa5Kzj5KizHDM,https://p.scdn.co/mp3-preview/e74d149d77f30133fa4d49879ab268b67940fb1b?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Lito Kirino,Mis Diamantes Bailan,Mis Diamantes Bailan,"Jon Z, Lito Kirino, Tali Goya",TRUE,TRUE,1ANFPUhTG8mmYbJeVhyczP,https://p.scdn.co/mp3-preview/713665ec8563bb1b01d43596492112b48703a6ea?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Quimico Ultra Mega,Latin Trap,Latin Trap,"Jon Z, Quimico Ultra Mega",TRUE,TRUE,0YPF9gN7wrgAdDpj17HvmT,https://p.scdn.co/mp3-preview/9ae46bf2ed3e854a157e73d13072eecc211366bd?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Joyce Santana,Izquierda Derecha,Izquierda Derecha,"Jon Z, Joyce Santana",TRUE,TRUE,1Q04wNpZwymfBwtriistnM,https://p.scdn.co/mp3-preview/4c8a883a814ec95b03133e5bfda6f3623b9a63cf?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Brray,Bien Loco,Bien Loco,"Jon Z, Noriel, Brray, Rafa Pabön",TRUE,TRUE,6vzPmDaa1Z2BcfaGcVQaTW,https://p.scdn.co/mp3-preview/6470427682d5fdcb91f9f10e9f5fb79029d68497?cid=774b29d4f13844c495f206cafdad9c86
Jon Z,Rafa Pabön,Bien Loco,Bien Loco,"Jon Z, Noriel, Brray, Rafa Pabön",TRUE,TRUE,6vzPmDaa1Z2BcfaGcVQaTW,https://p.scdn.co/mp3-preview/6470427682d5fdcb91f9f10e9f5fb79029d68497?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Farruko,Babymama - Remix,Babymama - Remix,"Joyce Santana, Farruko, Luar La L, Eladio Carrion, Myke Towers, Ñengo Flow",TRUE,TRUE,1d3mQY9cJeyx0EMxBkXORn,https://p.scdn.co/mp3-preview/017415a2b414665119f03c69abcb8daffc54c225?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Luar La L,Babymama - Remix,Babymama - Remix,"Joyce Santana, Farruko, Luar La L, Eladio Carrion, Myke Towers, Ñengo Flow",TRUE,TRUE,1d3mQY9cJeyx0EMxBkXORn,https://p.scdn.co/mp3-preview/017415a2b414665119f03c69abcb8daffc54c225?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Eladio Carrion,Babymama - Remix,Babymama - Remix,"Joyce Santana, Farruko, Luar La L, Eladio Carrion, Myke Towers, Ñengo Flow",TRUE,TRUE,1d3mQY9cJeyx0EMxBkXORn,https://p.scdn.co/mp3-preview/017415a2b414665119f03c69abcb8daffc54c225?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Myke Towers,Babymama - Remix,Babymama - Remix,"Joyce Santana, Farruko, Luar La L, Eladio Carrion, Myke Towers, Ñengo Flow",TRUE,TRUE,1d3mQY9cJeyx0EMxBkXORn,https://p.scdn.co/mp3-preview/017415a2b414665119f03c69abcb8daffc54c225?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Ñengo Flow,Babymama - Remix,Babymama - Remix,"Joyce Santana, Farruko, Luar La L, Eladio Carrion, Myke Towers, Ñengo Flow",TRUE,TRUE,1d3mQY9cJeyx0EMxBkXORn,https://p.scdn.co/mp3-preview/017415a2b414665119f03c69abcb8daffc54c225?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Brray,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",,,,,,FALSE
Joyce Santana,Nio Garcia,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",,,,,,FALSE
Joyce Santana,Jon Z,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",,,,,,FALSE
Joyce Santana,Ele A El Dominio,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",,,,,,FALSE
Joyce Santana,Lyanno,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",,,,,,FALSE
Joyce Santana,Ankhal,Sin Limite,Sin Limite,"Joyce Santana, Ankhal",TRUE,TRUE,3cG6fQ2grYBOhphbvlnKvI,https://p.scdn.co/mp3-preview/f8fa4997b82fc9354a8f2d35e02899c6073cc203?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Amarion,Tu Canción,Tu Canción,"Joyce Santana, Amarion",TRUE,TRUE,19Hls559f8TmzNkJBllp80,https://p.scdn.co/mp3-preview/72dbf351778f35458ba7be8bd3ee75bb2165979c?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Darell,Contesta el Cel,Contesta el Cel,"Joyce Santana, Young Martino, Darell",TRUE,TRUE,3jV9F3XKAMFb9XTyhpkJnp,https://p.scdn.co/mp3-preview/b3f108a94ee272d5c7256c04d35cd81f2c46e8e9?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Gigolo Y La Exce,Vicky - Remix,Vicky - Remix,"Joyce Santana, Jon Z, Brray, Gigolo Y La Exce, Juanka",TRUE,TRUE,6jbL9vVBUmzqUV3meQoi7M,https://p.scdn.co/mp3-preview/747e78638b34fccfb4239201dafad8573c5a2e7a?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Juanka,Vicky - Remix,Vicky - Remix,"Joyce Santana, Jon Z, Brray, Gigolo Y La Exce, Juanka",TRUE,TRUE,6jbL9vVBUmzqUV3meQoi7M,https://p.scdn.co/mp3-preview/747e78638b34fccfb4239201dafad8573c5a2e7a?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Mora,Nada Que Perder,Nada Que Perder,"Joyce Santana, Mora",TRUE,TRUE,2tLVvevEZ3qj9fNlH5RcqA,https://p.scdn.co/mp3-preview/2bd97a4bc5fff1d78095f12d1d7fb5b8e888c274?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Yannc,No Wey,No Wey,"Joyce Santana, Brray, Yannc",TRUE,TRUE,6cjOE0Ed9INrkClCCSpwBv,https://p.scdn.co/mp3-preview/692f1aa9065d4ac58ba5ccfb04fa1b2b7d18ddf1?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Hozwal,Desertor Escolar,Desertor Escolar,"Joyce Santana, Hozwal",TRUE,TRUE,5Z0EKk9jubfk2Zp1w6zgzy,https://p.scdn.co/mp3-preview/0f837de2595f899fcba7fa398fa26e2b07ef0ff7?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Rafa Pabön,*67,*67,"Joyce Santana, Young Martino, Rafa Pabön",TRUE,TRUE,4vsG4nLNSzgArBYj2jimM6,https://p.scdn.co/mp3-preview/8a5ecd4853ebd823e06067242d830cddaea5b6e8?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Casper Magico,No Dice Na',No Dice Na',"Joyce Santana, Nio Garcia, Casper Magico",TRUE,TRUE,3PPHLQzPmPftVLP6BmEBMG,https://p.scdn.co/mp3-preview/ed572a105eb223a2b304fc8ec5e39ff295f6c80b?cid=774b29d4f13844c495f206cafdad9c86
Joyce Santana,Big Soto,Conocerte,Conocerte,"Joyce Santana, Big Soto",TRUE,TRUE,6SxK5bFSkQnl85MLXu92wY,https://p.scdn.co/mp3-preview/a4811a20626db3f25474f0134e07b3f6869023dc?cid=774b29d4f13844c495f206cafdad9c86
Julieta Venegas,Ana Tijoux,Eres para Mí (with Anita Tijoux),Eres para Mí (with Anita Tijoux),"Julieta Venegas, Ana Tijoux",TRUE,TRUE,4m3vLNZkFAjm30XxPXf7E3,https://p.scdn.co/mp3-preview/15130ad6883cb64af3613b0db14852b0efaa896b?cid=774b29d4f13844c495f206cafdad9c86
Julieta Venegas,Mala Rodríguez,Eres para Mí (with La Mala Rodríguez) - Unplugged (En Vivo),,,,,,FALSE
Emmanuel,Mijares,Toda La Vida - MTV Unplugged,Toda La Vida - MTV Unplugged,"Emmanuel, Mijares",TRUE,TRUE,3ldtYU2YTeuwWYkMFicLxW,https://p.scdn.co/mp3-preview/50f9c3f78bb5e47a6c49048c42e025090e6f617d?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Gian Marco,En Otra Vida - En Vivo Los Estudios Churubusco México DF/2011,En Otra Vida - En Vivo Los Estudios Churubusco México DF/2011,"Emmanuel, Gian Marco",TRUE,TRUE,2i1PBmqgGnt97N31jZdlIG,https://p.scdn.co/mp3-preview/43901d4dd5495c6969f080a58a28f5dbdb377bcc?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Nacho,No He Podido Verte - MTV Unplugged / Edit,No He Podido Verte - MTV Unplugged / Edit,"Emmanuel, Nacho",TRUE,TRUE,2B0OND3yF8x8TVAP7WRHdm,https://p.scdn.co/mp3-preview/1cf76102dcdb8e92472a96fcc196ca5592f3292e?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Alexander Acha,Es Mi Mujer - MTV Unplugged,Es Mi Mujer - MTV Unplugged,"Emmanuel, Alexander Acha",TRUE,TRUE,2ugAXh9kwL4wCmYKO6I0P9,https://p.scdn.co/mp3-preview/b3062c2931034b2b8e5497e8502856edecb9309d?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Gustavo Cerati,19 (feat. Gustavo Cerati),19 (feat. Gustavo Cerati),"Emmanuel Horvilleur, Gustavo Cerati",TRUE,FALSE,0mRmRzqq9vahlZoODOdLNQ,https://p.scdn.co/mp3-preview/7836c11ab9f71613d37ecc5b21a4ba1bcd6eb89a?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Kinky,Quiero Dormir Cansado - MTV Unplugged,Quiero Dormir Cansado - MTV Unplugged,"Emmanuel, Kinky",TRUE,TRUE,5xk71XpSnoFLz9pBQYQqdE,https://p.scdn.co/mp3-preview/d97347c65885fdc59f1dec8a034e4288fc07f950?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Bandalos Chinos,Llamame,Llamame,"Emmanuel Horvilleur, Bandalos Chinos",TRUE,FALSE,3oqI8s2Aj0MUOop1j2vqoN,https://p.scdn.co/mp3-preview/2ef37c7757ac1e35de036c3548ad2b2c0d0f84c3?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Ana Torroja,Hay Que Arrimar El Alma - MTV Unplugged,Hay Que Arrimar El Alma - MTV Unplugged,"Emmanuel, Ana Torroja",TRUE,TRUE,0JvfbVhzE7kb3R7Oh7m3WW,https://p.scdn.co/mp3-preview/e42ed42759d7767f0d81fc61438d73ee1571c897?cid=774b29d4f13844c495f206cafdad9c86
Emmanuel,Antonio Orozco,Al Final - En Vivo Desde Los Estudios Churubusco México DF/2011,Al Final - En Vivo Desde Los Estudios Churubusco México DF/2011,"Emmanuel, Antonio Orozco",TRUE,TRUE,2CAAlBYqSf3602haTiaH88,https://p.scdn.co/mp3-preview/79fe1f3d7423686144fba79723df72cfcf736b97?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Rauw Alejandro,Toda Remix - Remix,Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",TRUE,TRUE,47ZS1OjnJpJVfGN9yHXfMn,https://p.scdn.co/mp3-preview/036a71b83fee1d3f84bbe0995af50447b2bc85b6?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Lenny Tavárez,Toda Remix - Remix,Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",TRUE,TRUE,47ZS1OjnJpJVfGN9yHXfMn,https://p.scdn.co/mp3-preview/036a71b83fee1d3f84bbe0995af50447b2bc85b6?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Cazzu,Toda Remix - Remix,Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",TRUE,TRUE,47ZS1OjnJpJVfGN9yHXfMn,https://p.scdn.co/mp3-preview/036a71b83fee1d3f84bbe0995af50447b2bc85b6?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Lyanno,Toda Remix - Remix,Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",TRUE,TRUE,47ZS1OjnJpJVfGN9yHXfMn,https://p.scdn.co/mp3-preview/036a71b83fee1d3f84bbe0995af50447b2bc85b6?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Casper Magico,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Ñengo Flow,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Bryant Myers,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Noriel,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Juhn,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Miky Woodz,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Jhay Cortez,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Myke Towers,Darte Remix,Darte Remix,"Alex Rose, Casper Magico, Ñengo Flow, Bryant Myers, Noriel, Juhn, Miky Woodz, Jhay Cortez, Myke Towers",TRUE,TRUE,6wxZq37sANWYDJiDN5khyL,https://p.scdn.co/mp3-preview/061a73283935345fdb46c767bc89da479ab04b5f?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Rafa Pabön,Jangueo,Jangueo,"Alex Rose, Rafa Pabön",TRUE,TRUE,1bRpSCFv6P2OUhciByeRYR,https://p.scdn.co/mp3-preview/4791fd0bd509657d289e4dcef8bee307af85b862?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Wisin & Yandel,Sentido,Sentido,"Alex Rose, Wisin & Yandel",TRUE,TRUE,5omDX9Ne3KCDCSOMFJJkpB,https://p.scdn.co/mp3-preview/50bda8caa63f2cf61a7ad5553814e702dd03dc21?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Quimico Ultra Mega,Percocet - Remix,Percocet - Remix,"Alex Rose, Lenny Tavárez, Chris Wandell, Quimico Ultra Mega",TRUE,TRUE,7H6OwsBoSI4BVWm5M7MTOQ,https://p.scdn.co/mp3-preview/107c0baa2b54a482396113bb550feb9be3fd26fd?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,J Alvarez,Sigues Preguntando - Remix,Sigues Preguntando - Remix,"Alex Rose, Myke Towers, Miky Woodz, J Alvarez, Jory Boy",TRUE,TRUE,6MYyeb4z85EVKDOyY6Od5X,https://p.scdn.co/mp3-preview/d67d037a7710fc3f0a952a64c02b7fb2062da599?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Jory Boy,Sigues Preguntando - Remix,Sigues Preguntando - Remix,"Alex Rose, Myke Towers, Miky Woodz, J Alvarez, Jory Boy",TRUE,TRUE,6MYyeb4z85EVKDOyY6Od5X,https://p.scdn.co/mp3-preview/d67d037a7710fc3f0a952a64c02b7fb2062da599?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Jay Wheeler,De Ti,De Ti,"Alex Rose, Jay Wheeler",TRUE,TRUE,0VqA0mhqEslQXl5GZd1J9O,https://p.scdn.co/mp3-preview/d8f9dc5f137e1410c55a4084fa4baece4fa50867?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Dalex,Yo Quisiera,Yo Quisiera,"Alex Rose, Dalex",TRUE,TRUE,1rQFjnZx88P7ORhkdDUPZw,https://p.scdn.co/mp3-preview/a7d5fee2735ea2d7ab0e5cb71b0e41a8a684f4a1?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Almighty,Khalifa,Khalifa,"Alex Rose, Almighty",TRUE,TRUE,22OUt1Ay9s2n0z6EMLlo2t,https://p.scdn.co/mp3-preview/288d87504ccf5fd55a2215abc7e8548f0c7d9a4d?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,De La Ghetto,Control,Control,"Alex Rose, De La Ghetto",TRUE,TRUE,0UsDPL2YyrQD1hgUBxHPLt,https://p.scdn.co/mp3-preview/af278faa3ee274a0ae1f57fedf06b81d2e190db5?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Alex Gargolas,Inocentes,Inocentes,"Alex Gargolas, Lyanno, Brytiago, Alex Rose, Noriel, iZaak, John Hidalgo",TRUE,TRUE,7BErD9UIVpUr07RXsX8YyX,https://p.scdn.co/mp3-preview/1b676484d11a7d7180cab777e064b723f68914cc?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Brytiago,Inocentes,Inocentes,"Alex Gargolas, Lyanno, Brytiago, Alex Rose, Noriel, iZaak, John Hidalgo",TRUE,TRUE,7BErD9UIVpUr07RXsX8YyX,https://p.scdn.co/mp3-preview/1b676484d11a7d7180cab777e064b723f68914cc?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Jd Pantoja,Ontas? - Remix,Ontas? - Remix,"Alex Rose, Rauw Alejandro, Miky Woodz, Jd Pantoja, Juhn",TRUE,TRUE,2XCyOEiZgavc6tH2wA1RCe,https://p.scdn.co/mp3-preview/cf4cd9372ccae7fd812277d3b3de11ad32e7254a?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Arcangel,Swaggy - Remix,Swaggy - Remix,"Alex Rose, Arcangel, Brytiago, Luar La L",TRUE,TRUE,1DwEiBcTqerVGMKH9hB11S,https://p.scdn.co/mp3-preview/d395152c176fe3dbfdb6f370fe644adcd1ea37bc?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Luar La L,Swaggy - Remix,Swaggy - Remix,"Alex Rose, Arcangel, Brytiago, Luar La L",TRUE,TRUE,1DwEiBcTqerVGMKH9hB11S,https://p.scdn.co/mp3-preview/d395152c176fe3dbfdb6f370fe644adcd1ea37bc?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,CNCO,Pa Que Guaye,Pa Que Guaye,"Alex Rose, CNCO",TRUE,TRUE,3eS9dAZWceGcFJutyCfuwm,https://p.scdn.co/mp3-preview/aa97079ed69fe38aaa0601c816a20762092ca740?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Darell,Pillo,Pillo,"Alex Rose, Darell",TRUE,TRUE,435BW3JIlkn8k9cAEF7gIE,https://p.scdn.co/mp3-preview/a08f214cb2e2a6a2133a3da6fbed8b4da3c368c6?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Alex Campos,Agua,Agua,"Alex Campos, Angie Rose",TRUE,FALSE,4JwH8xZVljW6kBaCdjP7Bz,https://p.scdn.co/mp3-preview/3d879cba61fef5a9a910472b65cbf28c91593ee2?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Jon Z,Se Embicho,Se Embicho,"Alex Rose, Jon Z",TRUE,TRUE,7s4bEHEviOLFlGf77VRemc,https://p.scdn.co/mp3-preview/6bbeec547793d392b9f1cbfd6aa967961e35bbe4?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Omy de Oro,Disimulas,Disimulas,"Alex Rose, Lyanno, Carlee, Omy de Oro",TRUE,TRUE,0Csipw4Ws3iq1VHho3uJCw,https://p.scdn.co/mp3-preview/eeb6df12b674ecdf75ef8b00405435e755d7e462?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Nio Garcia,TBT,TBT,"Alex Rose, Nio Garcia",TRUE,TRUE,7nZyyrAFyH5NdUhUz93dFw,https://p.scdn.co/mp3-preview/494728970f24e7ead37dddd7baee313b737608e2?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Dayme y El High,"Mala (with Alex Rose, Dayme y El High, Brray)","Mala (with Alex Rose, Dayme y El High, Brray)","Alex Rose, Dayme y El High, Brray, Alexis",TRUE,TRUE,3J4SOaPJ939LA5tQXUIgE8,https://p.scdn.co/mp3-preview/5c39065db4b917f41675cbb4b7425de21b95618c?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,Brray,Paparazzi,Paparazzi,"Alex Rose, Brray, Juhn",TRUE,TRUE,1MmJ65aAbgPcCRSZ6ZnGM3,https://p.scdn.co/mp3-preview/f0007978ce459053a6cd481ed67f529532023809?cid=774b29d4f13844c495f206cafdad9c86
Alex Rose,D.OZi,Mala Fama,Mala Fama,"Alex Rose, D.OZi",TRUE,TRUE,6MYzfMU07R4M9FxFyDMHGf,https://p.scdn.co/mp3-preview/e69bb8965b7edb671629485b97d43d663e58afa5?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,Bad Bunny,Sexto Sentido (feat. Bad Bunny),Sexto Sentido (feat. Bad Bunny),"Gigolo Y La Exce, Bad Bunny",TRUE,TRUE,1XDBrOUa5swy7lhO06mggm,https://p.scdn.co/mp3-preview/d4b04f9c52ec28435131b75748ecbb3bf7b99d01?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,Myke Towers,Rasta Barbie (Remix),Rasta Barbie (Remix),"Gigolo Y La Exce, Myke Towers, Arcangel, El Alfa, Farruko",TRUE,TRUE,64kNRze29YqCFzFEpQCaHQ,https://p.scdn.co/mp3-preview/25a4c9b07146eec42e4bc3420fbf811c82a27215?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,Arcangel,Rasta Barbie (Remix),Rasta Barbie (Remix),"Gigolo Y La Exce, Myke Towers, Arcangel, El Alfa, Farruko",TRUE,TRUE,64kNRze29YqCFzFEpQCaHQ,https://p.scdn.co/mp3-preview/25a4c9b07146eec42e4bc3420fbf811c82a27215?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,El Alfa,Rasta Barbie (Remix),Rasta Barbie (Remix),"Gigolo Y La Exce, Myke Towers, Arcangel, El Alfa, Farruko",TRUE,TRUE,64kNRze29YqCFzFEpQCaHQ,https://p.scdn.co/mp3-preview/25a4c9b07146eec42e4bc3420fbf811c82a27215?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,Farruko,Rasta Barbie (Remix),Rasta Barbie (Remix),"Gigolo Y La Exce, Myke Towers, Arcangel, El Alfa, Farruko",TRUE,TRUE,64kNRze29YqCFzFEpQCaHQ,https://p.scdn.co/mp3-preview/25a4c9b07146eec42e4bc3420fbf811c82a27215?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,Jay Wheeler,Chantaje,Chantaje,"Gigolo Y La Exce, Jay Wheeler",TRUE,TRUE,63XiGZGxNIWXA5CDz1dZ2l,https://p.scdn.co/mp3-preview/8e6307a7b8e2d433d6551369c51636d8a60f216c?cid=774b29d4f13844c495f206cafdad9c86
Gigolo Y La Exce,Bryant Myers,Rolia,Rolia,"Gigolo Y La Exce, Bryant Myers",TRUE,TRUE,4xsm2eGEeyen6ID3fQXHNS,https://p.scdn.co/mp3-preview/cf0245f780921b47b47de40b8ad8560001145746?cid=774b29d4f13844c495f206cafdad9c86
