id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Greeicy,Greeicy,,5647395,69,5dbaLmK5SHLLg8Z4CcTJpX,0,22,17,7,24,84,82,166,6,0.294323,0.32453,1652.25153,1,0.001184
Mike Bahía,Mike Bahía,,2599436,66,1phfTBIocBW3UwqcYjaEN6,0,22,10,13,23,36,22,58,7,0.288157,0.325046,1234.053383,1,0.000861
Fito Paez,Fito Paez,,1282796,63,1bZNv4q3OxYq7mmnLha7Tu,0,22,22,4,26,16,15,31,7,0.238415,0.255186,2053.645591,5,0.001381
Fanny Lu,Fanny Lu,,841417,58,6GRC8segVAr34gm6pjfSoQ,0,22,5,13,18,7,18,25,7,0.301566,0.335524,3589.417332,1,0.000781
Rubén Blades,Rubén Blades,,1179200,62,5BwMgvRwlq61SmknvsVIQj,0,22,13,6,19,14,2,16,8,0.261849,0.280276,1162.379195,5,0.001844
Lucas Arnau,Lucas Arnau,,239638,51,5vLOlJcOKe9DfBC5LeLpSs,0,22,3,3,6,3,3,6,8,0.26874,0.290065,706.460869,5,0.000328
Yera,Yera,,56066,60,1vrahybrKylgwkjhbmOz94,0,22,10,11,21,84,36,120,7,0.303604,0.336488,791.802761,3,0.000703
Felipe Peláez,Felipe Peláez,,1087833,57,6dexNK5MjEL8UvmA5MjSgg,0,22,2,7,9,3,11,14,7,0.295226,0.324668,201.191273,5,0.000465
Silvestre Dangond,Silvestre Dangond,,3691918,64,3OcvS8PzSGYMBvLdzY6g3e,0,22,16,6,22,17,9,26,8,0.279668,0.311431,2823.794203,5,0.001278
Lali,Lali,,1340248,65,22P1OY4TRFRwhP0q29loQ8,0,22,11,6,17,13,10,23,7,0.271337,0.298414,1528.535416,3,0.001173
Rafa Pabön,Rafa Pabön,,208523,67,11YLRSsZA3YVuQQtHXKTlz,0,22,36,24,60,59,31,90,7,0.297703,0.34621,3170.64484,0,0.003051
Javiielo,Javiielo,,249517,62,3HH6yOn1yJNZo3RY5zEfy5,0,22,10,9,19,13,21,34,7,0.271884,0.306118,721.488223,0,0.001029
Anonimus,Anonimus,,263901,52,62lbdm09j0QUbWB7SqCJvt,0,22,30,60,90,33,142,175,7,0.327184,0.397248,3359.566123,0,0.003025
José Luis Perales,José Luis Perales,,1813945,63,5RwfJb8wxN1fuodcPORVxP,0,22,4,2,6,19,4,23,8,0.230664,0.246091,771.919035,5,0.000471
José Maria Napoleón,José Maria Napoleón,,857555,60,72v53CufRiSyqcQ78KUQ5p,0,22,5,3,8,94,6,100,7,0.243146,0.26342,589.281178,5,0.000687
María José,María José,,2008005,68,1dJyh390MvfYPuNbhnbSDs,0,22,18,15,33,32,103,135,7,0.277366,0.312173,3802.629937,5,0.001591
Antonio José,Antonio José,,480558,61,1dbp04JzZ81JXlMGupCnJ8,0,22,3,14,17,5,29,34,7,0.307482,0.34173,894.363914,3,0.000453
Mijares,Mijares,,1632492,66,3zhijRRIZX2B6G2T7vJl9p,0,22,5,5,10,6,7,13,7,0.241491,0.263487,1018.942144,5,0.000616
Karen Méndez,Karen Méndez,,529499,53,0txXDZCdXBzha20sgN1GRk,0,22,2,5,7,3,9,12,8,0.270574,0.29787,825.421005,1,0.000451
Jerry Di,Jerry Di,,246603,62,7f02bxFbZIOVdSbYRNYvLT,0,22,13,14,27,46,32,78,7,0.281655,0.322527,499.1532,0,0.000894
Sammy & Falsetto,Sammy & Falsetto,,309083,51,6AT27ojKlBuZToFIGwQZDc,0,22,6,13,19,7,17,24,7,0.283431,0.3247,50.794236,0,0.000383
Dayme y El High,Dayme y El High,,235122,52,4JreHVYyb6GqE2BU03Kx96,0,22,14,44,58,20,96,116,7,0.324976,0.3844,4777.677312,0,0.001327
Jd Pantoja,Jd Pantoja,,3278280,57,7yjRUA0Iz3VI4Kqa5oPJZK,0,22,4,9,13,8,11,19,8,0.282955,0.320372,449.033436,0,0.00053
Canserbero,Canserbero,,4758472,70,1wGIhYkKWSq4yACtTkCkSX,0,22,3,2,5,5,3,8,10,0.152076,0.157625,63.340245,3,0.001994
McKlopedia,McKlopedia,,219996,56,1PNgAcUW6UgN59okEaTpvG,0,22,9,5,14,16,3,19,9,0.179303,0.188533,1026.617576,1,0.002242
Jowell,Jowell,,133243,51,6TASDj2ogOKQptnxgEvrcP,0,22,15,50,65,17,235,252,7,0.326392,0.387293,1423.385406,0,0.001628
Ñejo & Dalmata,Ñejo & Dalmata,,1174051,62,1ykothWH0xl8drRyJWuw7I,0,22,14,10,24,199,24,223,7,0.273206,0.307355,28.203034,0,0.001657
J-King y Maximan,J-King y Maximan,,150615,52,6UBb8ZUUyarsyod6snflAR,0,22,18,25,43,20,35,55,7,0.298626,0.347001,1053.67869,0,0.001476
Carlitos Rossy,Carlitos Rossy,,254846,50,0FDJB5xf8i09jDjIg1qNED,0,22,7,29,36,5,70,75,7,0.300893,0.351233,677.591559,0,0.000623
TINI,TINI,,4656464,79,7vXDAI8JwjW531ouMGbfcp,0,22,9,17,26,30,89,119,7,0.313052,0.35172,1906.058323,3,0.001171
Sofía Reyes,Sofía Reyes,,2557027,72,0haZhu4fFKt0Ag94kZDiz2,0,22,7,11,18,8,73,81,7,0.301027,0.336689,515.229024,0,0.000601
Mon Laferte,Mon Laferte,,4636707,71,4boI7bJtmB1L3b1cuL75Zr,0,22,13,7,20,50,22,72,7,0.272103,0.297047,4728.322273,5,0.002741
Bunbury,Bunbury,,2068892,67,4uqzzJg3ww5eH7IgGV7DMT,0,22,11,5,16,15,15,30,8,0.233299,0.251009,1313.982715,5,0.001572
Gloria Trevi,Gloria Trevi,,3707488,70,1Db5GsIoVWYktPoD2nnPZZ,0,22,12,8,20,16,37,53,7,0.286687,0.314876,2924.587174,3,0.001266
Caloncho,Caloncho,,641352,63,2z3KntXLyEF5Lvz1kpdBoA,0,22,9,3,12,86,17,103,7,0.218618,0.233104,1710.246652,5,0.001858
Chino & Nacho,Chino & Nacho,,2353950,63,5NS0854TqZQVoRmJKSWtFZ,0,22,4,11,15,119,73,192,7,0.288898,0.325364,125.021712,1,0.000372
Daniel Santacruz,Daniel Santacruz,,121431,53,4tLUnrSgMM7tT0zVs3wX61,0,22,6,2,8,6,3,9,8,0.215956,0.229059,1096.912926,4,0.000565
Joey Montana,Joey Montana,,2588738,64,3ATyg4fGC9F8trfb0GRWmX,0,22,14,20,34,43,99,142,7,0.312326,0.354688,4322.218592,3,0.001083
Luis Enrique,Luis Enrique,,834630,59,2mUI4K6csTQd3jieswcmiI,0,22,11,1,12,8,2,10,7,0.230506,0.244729,266.568651,1,0.000676
Lyan,Lyan,,44907,54,2GzKA5uPf3Nef6JjkUNk4H,0,22,12,37,49,13,147,160,7,0.311748,0.369517,458.9155,0,0.000926
Malú,Malú,,1520215,61,3TLGNOdp1UWYMnV5XG9HkR,0,22,13,50,63,27,201,228,7,0.336327,0.400459,8040.287273,5,0.001641
Antonio Orozco,Antonio Orozco,,1252650,62,1ADdpen72RPuafRcv0YRBf,0,22,5,10,15,10,25,35,7,0.292789,0.325954,701.730719,5,0.000474
Abel Pintos,Abel Pintos,,3158443,66,6HTUcOExehqydqa7C3usAa,0,22,21,11,32,26,12,38,7,0.285351,0.315794,3826.758232,5,0.001987
Jorge Drexler,Jorge Drexler,,698808,64,4ssUf5gLb1GBLxi1BhPrVt,0,22,19,6,25,32,8,40,7,0.270249,0.291112,5395.045649,5,0.002461
Toby Love,Toby Love,,577473,51,72R3RMGmSmzG57R7OUaDaN,0,22,7,12,19,11,14,25,7,0.281068,0.310478,235.570288,1,0.000674
Flex,Flex,,233515,61,13VwGEitoK8J0qjNjbgeTN,0,22,5,7,12,6,3,9,8,0.251399,0.2789,844.650314,1,0.000502
Nova y Jory,Nova y Jory,,780375,54,6ZK8loFAzWKSFe3b7Lrq4V,0,22,2,15,17,2,22,24,7,0.284749,0.324565,24.571651,0,0.000455
Lirico En La Casa,Lirico En La Casa,,191417,58,1Vr7DTbtTpOp4tn4hAGOYo,0,22,8,11,19,14,11,25,8,0.275665,0.308823,769.565275,0,0.001145
Rusherking,Rusherking,,910150,71,3Apb2lGmGJaBmr0TTBJvIZ,0,22,17,8,25,20,12,32,8,0.26124,0.28954,2898.122852,2,0.00252
FMK,FMK,,889012,70,0dUyjgCyjfj5eMx6bX2TWf,0,22,11,19,30,10,43,53,7,0.292281,0.330521,4244.809556,2,0.001235
Midel,Midel,,323906,52,4EcIU574ksr6mC1GMEOe0p,0,22,6,8,14,8,8,16,8,0.258337,0.285534,34.420082,2,0.000519
Leonel García,Leonel García,,654469,63,3t7UqWteBBmHXkcVhMSyay,0,22,17,18,35,22,31,53,7,0.316135,0.35444,6307.847688,5,0.001323
Santiago Cruz,Santiago Cruz,,872699,57,5ClJtuiNlr83ua45Dvpcf7,0,22,3,16,19,4,19,23,7,0.301296,0.334559,1435.304842,5,0.000555
Soledad,Soledad,,412115,58,0K59Fm1y7s3j498ueS4qzY,0,22,14,16,30,28,19,47,7,0.29381,0.32399,5348.798028,5,0.001041
Reyli Barba,Reyli Barba,,1496382,63,69BUYvpG9MbjCyIZfsFdhJ,0,22,10,14,24,10,16,26,7,0.288775,0.324544,10112.475231,5,0.000897
Kumbia Kings,Kumbia Kings,,278595,53,3jO5UGHrEzfd5YIamfs7Ir,0,22,1,5,6,2,13,15,6,0.269384,0.292359,1360.810854,5,0.000245
Erik Rubin,Erik Rubin,,267253,53,43hb5av90CTCWFldaaTp7n,0,22,9,5,14,19,6,25,8,0.230822,0.249744,790.258697,5,0.000976
Joaquín Sabina,Joaquín Sabina,,2518798,66,4aeIWo5CMF1uRmqgJdwkZW,0,22,12,9,21,22,9,31,7,0.267142,0.295072,2605.82578,5,0.001684
Andrés Calamaro,Andrés Calamaro,,1988292,68,3tAICgiSR5PfYY4B8qsoAU,0,22,18,14,32,51,24,75,7,0.29929,0.333199,7694.474526,5,0.001516
Edith Márquez,Edith Márquez,,1060794,60,7afXSXOa8dE3c2C5XIguAv,0,22,3,2,5,5,3,8,7,0.248617,0.265469,136.989327,3,0.000414
KURT,KURT,,239582,62,4kcnsS1aAB40FMcLD01gmI,0,22,4,6,10,5,10,15,7,0.282126,0.305504,1361.921089,5,0.00056
Esteman,Esteman,,255741,60,3ZtIhDSOuRkpDyqjx53X1R,0,22,4,9,13,3,50,53,7,0.253956,0.279702,595.899655,5,0.000462
DELLAFUENTE,DELLAFUENTE,,570579,64,4bJh7sMPcVRiqe5jlnsWQV,0,22,4,8,12,6,10,16,8,0.27657,0.308766,1002.980714,2,0.000555
Kaydy Cain,Kaydy Cain,,359027,62,4nXXIxTneJksvGXrlmX8oA,0,22,20,18,38,21,30,51,8,0.263796,0.301401,2872.01466,2,0.001692
Cruz Cafuné,Cruz Cafuné,,208391,68,0jeYkqwckGJoHQhhXwgzk3,0,22,20,12,32,18,4,22,9,0.233057,0.253212,2362.849704,2,0.002508
Monica Naranjo,Monica Naranjo,,614373,59,0zGM73sadbAOBLev02P8LO,0,22,4,3,7,4,4,8,8,0.225493,0.244177,137.967774,5,0.000572
Alkilados,Alkilados,,1915949,56,2DP9xStkVVv753RBiEHXQB,0,22,4,17,21,5,33,38,7,0.305669,0.345369,2208.799234,0,0.000545
Pepe Aguilar,Pepe Aguilar,,3656092,69,03Yb3iBy9GCifXiATEFcit,0,22,8,3,11,9,3,12,7,0.249907,0.270796,831.692003,5,0.001778
Intocable,Intocable,,2770565,71,108moq3rq6bm1M4Ypz0J02,0,22,5,1,6,6,1,7,8,0.214786,0.227729,686.712285,5,0.001695
Yuridia,Yuridia,,2828293,70,5B8ApeENp4bE4EE3LI8jK2,0,22,8,2,10,95,2,97,7,0.260836,0.283736,234.450024,5,0.00088
Rocío Dúrcal,Rocío Dúrcal,,3179921,68,2uyweLa0mvPZH6eRzDddeB,0,22,2,8,10,2,25,27,7,0.264417,0.292366,896.93353,5,0.000294
Armando Manzanero,Armando Manzanero,,610737,56,5lODCkFdEtpPn3YxfmyLfT,0,22,4,7,11,6,13,19,7,0.287911,0.316137,1333.664792,5,0.000424
Mercedes Sosa,Mercedes Sosa,,760831,57,2HvyR5FsU37QMqVzIbGwl7,0,22,7,25,32,8,46,54,7,0.290768,0.327215,3888.955657,5,0.001351
Pandora,Pandora,,267973,58,44nb9BaqV2jVvxKCaXHwlP,0,22,5,8,13,6,9,15,7,0.277595,0.304493,990.007097,5,0.000529
Ventino,Ventino,,1298285,52,1G89WXRVVAEjU4VIwgg6XD,0,22,2,5,7,2,5,7,7,0.260433,0.28411,202.254522,3,0.000557
Manuel Medrano,Manuel Medrano,,2118539,65,0i5iO6icb7kxg48thi9gBM,0,22,4,1,5,5,1,6,8,0.228785,0.242631,19.848826,5,0.000565
WOS,WOS,,2829792,71,5YCc6xS5Gpj3EkaYGdjyNK,0,22,5,5,10,3,6,9,8,0.239262,0.259068,1686.11707,2,0.000968
Camila,Camila,,3598466,69,2gRP1Ezbtj3qrERnd0XasU,0,22,5,7,12,17,13,30,7,0.289519,0.319698,567.722354,5,0.000663
Yannc,Yannc,,47175,52,3rqKgkODmiyDdimpz5D3y1,0,22,3,11,14,4,12,16,7,0.278053,0.315935,59.314771,0,0.000564
Jamby El Favo,Jamby El Favo,,797441,64,128ftF9X7Kd7Di2fq3wYVs,0,22,20,17,37,39,34,73,7,0.293426,0.332362,3330.270066,0,0.002206
Flow La Movie,Flow La Movie,,13816,60,2oT7xd9iTO2ejLsNGIMa5f,0,22,3,3,6,12,4,16,8,0.249168,0.275276,0,0,0.000398
Leiva,Leiva,,609201,63,5Hsv8dUHHOdnn72q4XIVz7,0,22,14,12,26,14,10,24,7,0.240628,0.262526,1677.35405,5,0.001566
Los Auténticos Decadentes,Los Auténticos Decadentes,,1708603,67,3HrbmsYpKjWH1lzhad7alj,0,22,18,21,39,14,22,36,7,0.27623,0.30668,7317.457023,5,0.001062
León Larregui,León Larregui,,1710236,65,4ClsVDy2g7RKSSlvq8cF6d,0,22,3,1,4,4,7,11,8,0.214036,0.225595,31.614363,5,0.000781
Panteon Rococo,Panteon Rococo,,2211649,65,11mqrDSFRRz8g0Wb3syJj5,0,22,4,6,10,5,4,9,8,0.22894,0.246566,236.796736,5,0.000562
Ely Guerra,Ely Guerra,,362793,51,1ne2c2YEgt4MmJCJGCsfsZ,0,22,6,4,10,3,3,6,7,0.256664,0.27612,1426.720754,5,0.000835
Kevin Johansen,Kevin Johansen,,329347,55,7qjoG7bwhAjSd7nJTcjgAk,0,22,10,6,16,4,13,17,7,0.236574,0.255564,197.194671,5,0.000677
Oscar D'León,Oscar D'León,,1188713,57,1c84wItoiAe1pEbpJMqUmQ,0,22,9,8,17,10,14,24,7,0.246255,0.270111,2748.261747,5,0.001494
Eddie Dee,Eddie Dee,,437695,56,7zLcnirfgw1VEHHshuGcDR,0,22,6,11,17,7,16,23,8,0.260232,0.293164,249.026188,1,0.000728
Jesús Adrián Romero,Jesús Adrián Romero,,3356388,70,29SeiO68HQHBs7pDdWOvvX,0,22,6,8,14,10,11,21,7,0.248984,0.272926,5291.955434,4,0.00157
Marcela Gandara,Marcela Gandara,,1438828,62,2zF0KCQEt1O4Z9fWVUVi4T,0,22,11,4,15,13,4,17,8,0.204428,0.220049,1973.798398,4,0.002022
Lilly Goodman,Lilly Goodman,,1332835,60,6vetaGijEBK3wfhtCUWRBS,0,22,8,4,12,8,9,17,8,0.228707,0.247933,2002.364781,4,0.001341
Alex Campos,Alex Campos,,1427454,61,6slyJwua5e5GuhuP82sTHR,0,22,17,16,33,24,32,56,7,0.26874,0.301046,13655.355491,4,0.00268
Abel Zavala,Abel Zavala,,469172,52,0UH4eoqwQgADwRoaKtEKc1,0,22,1,1,2,2,1,3,9,0.169816,0.178463,0,4,0.000413
Ovy On The Drums,Ovy On The Drums,,159537,68,3m5qlPf2OkihLz3dRYnkPA,0,22,6,7,13,6,8,14,8,0.266614,0.295551,986.230852,3,0.000748
Enrique Guzman,Enrique Guzman,,467846,53,4FeDV8T2wgjzYKBamSp7MG,0,22,1,6,7,2,8,10,7,0.264729,0.287767,56.360106,5,0.000253
María León,María León,,55751,56,132xFnGXTZoDfZWuMDE4tc,0,22,7,6,13,7,10,17,7,0.262461,0.287834,394.742607,5,0.000598
Miranda!,Miranda!,,835413,65,2eEmsgWmUFMbtU7agJpnjY,0,22,10,18,28,16,18,34,6,0.294323,0.328709,3547.37007,5,0.001103
Kinky,Kinky,,464659,55,4WOIfFwyvx22jM0eg2fpKv,0,22,8,2,10,6,3,9,8,0.225418,0.238556,373.187542,3,0.001001
Tercer Cielo,Tercer Cielo,,1402687,60,2bimgkRmsxRhhuWsOnd5rz,0,22,6,6,12,4,9,13,9,0.206053,0.224448,1491.69526,4,0.000534
LA INDIA,LA INDIA,,761314,57,3NIZFmehJM8YiGpCdihlck,0,22,10,9,19,10,14,24,7,0.263076,0.287145,3828.885849,5,0.001587
Tito Nieves,Tito Nieves,,1103918,60,4vOycwLXdkMMzpZW04VW5m,0,22,8,7,15,8,8,16,8,0.257547,0.286929,1187.999344,5,0.00117
Musicologo Y Menes,Musicologo Y Menes,,162843,51,0xf0KaVp6AMWgesiBh6fee,0,22,7,31,38,7,78,85,7,0.299157,0.350057,684.990965,0,0.000779
Marcela Morelo,Marcela Morelo,,62462,51,63xFjf6Ww22O5gHrBP79G9,0,22,10,7,17,3,7,10,8,0.256762,0.28088,301.03419,5,0.000497
León Gieco,León Gieco,,234591,52,5yoimVE1rbc3kAx4uwr7eq,0,22,20,3,23,19,3,22,8,0.225418,0.241054,637.163283,5,0.001142
Delaossa,Delaossa,,164713,59,5Uox3n7m4W2CoM9MmHPJwQ,0,22,15,9,24,17,8,25,9,0.211352,0.226094,1569.226131,2,0.001371
Moderatto,Moderatto,,752644,63,5XsWrYhwadPBjW20qYbdZg,0,22,2,6,8,15,8,23,7,0.282718,0.307719,1198.730257,3,0.000542
Alex Gargolas,Alex Gargolas,,53856,59,7awyvLSthqOcL5A3hnR1pf,0,22,1,41,42,2,116,118,7,0.331204,0.386142,71.947893,0,0.0003
Nino Freestyle,Nino Freestyle,,114525,50,1AACxWCwNIa3ecOBQJnXRV,0,22,11,8,19,11,7,18,8,0.253383,0.281556,277.52488,0,0.001444
Ana Torroja,Ana Torroja,,590648,59,5YekZn3GGnPIURNA6RG124,0,22,11,11,22,19,45,64,6,0.293426,0.325618,4857.0511,5,0.001114
Selena,Selena,,2846836,69,6IE6z7DcZIT4Ml3Fh5Ivch,0,22,1,4,5,1,7,8,7,0.265354,0.291031,724.586293,0,0.000274
Alvaro Torres,Alvaro Torres,,245496,53,7p5DVejD1eXP8GO6clYQlE,0,22,1,2,3,1,2,3,9,0.181427,0.190484,8.323676,5,0.000281
Bad Gyal,Bad Gyal,,750208,68,4F4pp8NUW08JuXwnoxglpN,0,22,7,4,11,219,32,251,8,0.263281,0.290529,1258.490725,3,0.001118
South Park Mexican,South Park Mexican,,751865,61,4kKaAWGdu6WW0W415RWaQA,0,22,8,5,13,6,2,8,9,0.209122,0.221692,208.147462,2,0.000709
Orishas,Orishas,,421030,55,2gKYxTUOqw9aPt7ljMwSHT,0,22,5,7,12,6,7,13,6,0.277024,0.302448,599.754852,1,0.00083
Omar Montes,Omar Montes,,429816,69,3lY9Fxceu60W1rbon7PkuF,0,22,17,16,33,55,152,207,7,0.303058,0.343885,9964.126126,3,0.001628
Pitizion,Pitizion,,100869,53,0GWdY55YF6xzN5L1A0X8nq,0,22,5,4,9,6,49,55,7,0.264314,0.288773,1066.260032,1,0.000662
Eddy Lover,Eddy Lover,,387524,59,7gR53ad9JjCweCv4f9MWEX,0,22,2,6,8,84,15,99,8,0.246796,0.26912,361.125937,6,0.000393
Cristian Castro,Cristian Castro,,2533521,68,2AZOALDIBORfbzKTuliwdJ,0,22,8,7,15,7,7,14,6,0.294066,0.322206,1326.067387,5,0.000694
Benny,Benny,,253654,58,3YHFRVdfHlJ98iAc50PIYk,0,22,12,24,36,14,44,58,6,0.319129,0.363872,5810.039596,0,0.001302
Elvis Crespo,Elvis Crespo,,823766,64,1c22GXH30ijlOfXhfLz9Df,0,22,9,22,31,8,29,37,7,0.299422,0.342882,3218.770026,5,0.001379
Pedro Guerra,Pedro Guerra,,168404,53,2GrNjfw23jqL1NTopPlc6c,0,22,3,14,17,3,27,30,7,0.295614,0.325894,748.150295,5,0.000445
Monsieur Periné,Monsieur Periné,,515291,60,36KsCCwgI0Dep97yVJWmkK,0,22,7,5,12,6,7,13,7,0.259931,0.28015,713.577524,5,0.000547
Dulce María,Dulce María,,666527,68,6kaefrHSdAvxhhCVDFTCEL,0,22,4,3,7,25,4,29,8,0.252718,0.275397,1026.193311,5,0.000576
Nahuel Pennisi,Nahuel Pennisi,,78282,58,4IjHltwoSKbUeZLPeULyDe,0,22,11,9,20,4,4,8,8,0.226555,0.242055,214.623461,5,0.000646
Alex Ubago,Alex Ubago,,1873181,64,2tY2GFdhH0Wa2VBvsxew5X,0,22,4,12,16,5,21,26,6,0.289892,0.319337,3737.689551,3,0.001061
Bulin 47,Bulin 47,,271179,52,4J0m1OquRGY8HYHxMocXfy,0,22,9,14,23,30,45,75,8,0.268099,0.306465,191.224389,0,0.001222
Bulova,Bulova,,131083,50,6NAhbfEqeWELwfjH391Vz0,0,22,11,17,28,19,32,51,7,0.290893,0.331288,499.670686,0,0.001232
Yung Sarria,Yung Sarria,,78767,56,3vxYNXtM9uOMdRAXTXgtmf,0,22,15,4,19,8,17,25,8,0.222076,0.240156,126.954571,2,0.000584
Foreign Teck,Foreign Teck,,7319,52,12lHTAdc9T204lw5qPtasv,0,22,1,6,7,1,7,8,7,0.274095,0.305486,0.315909,0,0.00029
Bhavi,Bhavi,,936608,66,7fT2Me47PQ8T7954PKrcwR,0,22,14,16,30,12,30,42,8,0.273428,0.314038,2088.068316,2,0.001846
Diego Torres,Diego Torres,,1717040,63,0LALueHEQunQ2d61fXGeZh,0,22,4,32,36,8,46,54,6,0.342306,0.392235,2857.987978,5,0.00047
Alexander Acha,Alexander Acha,,516045,56,3JkgQ8Jjwt2mkeOsg5yhqh,0,22,2,3,5,3,4,7,8,0.225569,0.240731,22.042285,5,0.000277
Bandalos Chinos,Bandalos Chinos,,207271,58,0wn2qDKzeFlhjRUtJAwJjp,0,22,6,2,8,8,2,10,10,0.166667,0.174451,390.948773,5,0.000687
Lele Pons,Lele Pons,,1097821,61,6i3DxIlAqnDkwELLw4aVrx,0,22,5,4,9,24,122,146,7,0.273206,0.301222,35.578613,3,0.000421
Alejandro Lerner,Alejandro Lerner,,293846,58,6ESkuwldylZr39AIAPC63J,0,22,10,8,18,5,7,12,7,0.275439,0.300314,654.264796,5,0.00049
Miguel Ríos,Miguel Ríos,,209849,56,1dpnxi6xgoB2kaRYnnoatZ,0,22,3,8,11,3,8,11,7,0.255787,0.278063,2594.281232,5,0.000326
Mikel Erentxun,Mikel Erentxun,,121815,56,7thnnayFyJnVOAJrpe5wMC,0,22,1,4,5,1,7,8,8,0.235335,0.253764,38.14051,5,0.000279
Leo Dan,Leo Dan,,2089641,66,6qhOH2mrlqUDod9sWA5kR2,0,22,3,15,18,2,16,18,7,0.300893,0.337254,1035.049621,3,0.000564
Amanda Miguel,Amanda Miguel,,1309564,60,3v8mFhjLFa50QK8zDvAMYN,0,22,2,4,6,48,10,58,7,0.246075,0.264759,39.143474,5,0.000464
Diego Verdaguer,Diego Verdaguer,,1021905,63,2UFqwY8A3PLcx8pAkg9g5P,0,22,5,3,8,8,48,56,8,0.232414,0.248292,1427.471175,5,0.000494
Los Caligaris,Los Caligaris,,876274,62,13wFTN72PGSUxzEHJP5Ljs,0,22,12,10,22,6,8,14,8,0.236325,0.253368,201.683984,5,0.000453
Daniela Romo,Daniela Romo,,834490,58,6gvh8pQI316iafbHiT7B3y,0,22,2,7,9,2,7,9,7,0.279552,0.305755,247.848512,5,0.000359
Alizzz,Alizzz,,51264,56,23herDudxPBB3S81GB5uG3,0,22,3,2,5,10,3,13,8,0.24297,0.259695,586.566015,3,0.00061
Sticky M.A.,Sticky M.A.,,104770,55,5o7fmoqHl79fzoCzeApdxm,0,22,7,10,17,4,17,21,8,0.266825,0.29551,2783.248844,2,0.000744
Vetusta Morla,Vetusta Morla,,656389,59,6J6yx1t3nwIDyPXk5xa7O8,0,22,1,3,4,1,3,4,8,0.226023,0.242658,65.770783,5,0.000557
Jesse Baez,Jesse Baez,,115201,56,4rriNpL1lxpoysDDctWgl3,0,22,9,4,13,11,26,37,7,0.261951,0.28269,1864.138145,2,0.001664
Lasso,Lasso,,335629,71,3SCOuAxngTC1yGjKMcIPEd,0,22,5,4,9,6,19,25,7,0.267673,0.288035,466.789455,5,0.000414
C-Kan,C-Kan,,2020134,68,1QhaqxeqF9sipS2gwbEKpu,0,22,7,10,17,10,7,17,8,0.240628,0.262677,3533.099928,2,0.001266
Dharius,Dharius,,1537409,64,66RfYVdftqnuHRicyClgL0,0,22,2,1,3,1,4,5,9,0.194013,0.204911,0,2,0.000438
MC Magic,MC Magic,,283101,52,3cuVSUrq0yoSSP7gpvI6q1,0,22,11,8,19,4,6,10,9,0.213494,0.228959,56.343245,2,0.000626
Santa RM,Santa RM,,529253,58,30BSBWLKnYJION1lCPugXc,0,22,3,4,7,2,6,8,9,0.207193,0.220979,677.211536,2,0.000438
Fyahbwoy,Fyahbwoy,,105626,51,6uFTGm4t8Z6tXyCm22sLQM,0,22,13,7,20,12,5,17,8,0.204057,0.216368,1805.997905,2,0.001828
Motel,Motel,,193635,55,19IsMFpELM7g2UDuwDlZvU,0,22,1,3,4,1,3,4,7,0.2488,0.267695,44.766318,5,0.000319
Lila Downs,Lila Downs,,374049,58,3mXI2gpwWnNO9qbQG3n3EP,0,22,14,10,24,17,26,43,7,0.263796,0.291967,2538.802559,5,0.001052
Ana Tijoux,Ana Tijoux,,382578,56,40JMTpVRUw90SrN4pFA6Mz,0,22,5,4,9,13,5,18,8,0.234353,0.250058,409.742714,5,0.001901
El Roockie,El Roockie,,157099,50,3sc8HnadkPW5YaIGbCljw4,0,22,5,10,15,8,23,31,8,0.269277,0.303149,650.681788,0,0.000463
Charlie Zaa,Charlie Zaa,,147728,54,1KfBKoozFugeT1PBkz33xl,0,22,2,6,8,1,6,7,7,0.273206,0.300057,260.80858,5,0.000255
Carolina Ross,Carolina Ross,,371316,57,5wx70QuZtxRUIIYek3RSaV,0,22,1,1,2,1,2,3,8,0.244824,0.263514,5.031153,0,0.000255
Soge Culebra,Soge Culebra,,209013,53,2SNfNJDsahTSVFwgxposF5,0,22,7,5,12,2,4,6,7,0.264937,0.284492,3377.253582,3,0.00049
Luciano Pereyra,Luciano Pereyra,,1818592,62,6ZZ2DeepA3GpoGU4KwqSlU,0,22,7,8,15,7,25,32,6,0.286443,0.313773,980.684211,1,0.00063
No Te Va Gustar,No Te Va Gustar,,1827278,66,4ZDoy7AWNgQVmX7T0u0B1j,0,22,3,7,10,3,6,9,7,0.245269,0.262654,204.028364,5,0.000329
Charly García,Charly García,,1274868,62,3jO7X5KupvwmWTHGtHgcgo,0,22,13,1,14,10,19,29,9,0.199173,0.209501,163.292412,5,0.000972
Mocedades,Mocedades,,561778,55,4Sm7JCttzWMwHJtb3UJ8SY,0,22,1,11,12,1,23,24,7,0.288034,0.317585,514.853323,5,0.000422
Redimi2,Redimi2,,1813034,62,0WZOmdnCln6FK6GM9e2tGm,0,22,16,17,33,50,26,76,8,0.246075,0.279188,10116.142996,4,0.002627
Christine D'Clario,Christine D'Clario,,1060204,61,6JaSyvyg28SHC0Of8YE6M9,0,22,11,5,16,25,4,29,10,0.158068,0.168273,170.174479,4,0.001591
