id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Camilo Séptimo,Camilo Séptimo,,442576,60,6hQHiviB4JUWVmfykjYzcB,0,22,1,3,4,47,4,51,8,0.214513,0.226676,0,5,0.000354
Ximena Sariñana,Ximena Sariñana,,1256200,64,7plUpXSFcSJUZSiZAoXqr1,0,22,16,4,20,26,4,30,7,0.238584,0.25455,2251.99709,5,0.002401
Carlos Rivera,Carlos Rivera,,3621638,72,39yVoqm6sYFvvqF1RciUVf,0,22,26,28,54,42,50,92,7,0.319734,0.368956,15634.925102,5,0.002351
Porter,Porter,,305615,54,7eBQrhxTHcor6gcbcLhqE5,0,22,2,2,4,3,2,5,7,0.258833,0.279582,665.684867,5,0.000505
Rvssian,Rvssian,,1902344,72,1fctva4kpRbg2k3v7kwRuS,0,22,4,10,14,10,21,31,7,0.28511,0.323601,4.215415,0,0.000793
Tempo,Tempo,,855273,54,76whng5pl9msPkkjFUtWYn,0,22,20,11,31,30,13,43,7,0.283312,0.322612,1129.472923,0,0.002049
Jadiel,Jadiel,,1076420,52,1K0lOPFlbPF3Volp5qIYNw,0,22,5,6,11,5,10,15,8,0.268526,0.302494,52.903157,0,0.000568
José Feliciano,José Feliciano,,294769,61,7K78lVZ8XzkjfRSI7570FF,0,22,11,2,13,14,5,19,8,0.205488,0.216707,1808.36541,5,0.001093
Pacho El Antifeka,Pacho El Antifeka,,166632,51,03Enzet8KLMkjdeQnbqbmn,0,22,21,41,62,26,63,89,7,0.314953,0.369835,2753.066982,0,0.002097
Dímelo Flow,Dímelo Flow,,311652,72,3fZk3Gm5dN5v5yfYMQ04Bx,0,22,8,47,55,29,161,190,7,0.32878,0.389381,1258.826642,0,0.001295
Jerry Rivera,Jerry Rivera,,1392847,64,7wOZy3KdFVVINgNFFxkxwO,0,22,5,3,8,15,4,19,8,0.261139,0.287415,539.165997,0,0.000738
Miky Woodz,Miky Woodz,,2973103,70,1pf0MPKfKdvS8J779mS1Ay,0,22,62,36,98,119,61,180,7,0.319734,0.374301,4765.328821,0,0.006776
Ankhal,Ankhal,,125135,59,6NmMI7UnfmIpLRYoz8H9jm,0,22,9,15,24,9,20,29,7,0.292281,0.333909,77.010265,0,0.001113
Mozart La Para,Mozart La Para,,371359,56,0odliLZMTk45CEVzF3Zocl,0,22,25,18,43,32,81,113,7,0.302513,0.345888,4150.196709,0,0.002349
Voltio,Voltio,,723346,55,3Okcq0dqLVlEFHRZ5t22bA,0,22,25,15,40,38,18,56,8,0.272433,0.309146,1303.349764,1,0.002979
Hozwal,Hozwal,,88127,51,1lgtR3WlcFxEy6yPoOh0J2,0,22,17,28,45,15,33,48,7,0.289519,0.3406,2423.12487,0,0.001494
India Martinez,India Martinez,,799281,62,6FOpWOxsjQxKEbLiJpU1xV,0,22,19,8,27,28,10,38,7,0.269384,0.295641,2988.762518,5,0.002068
Fuego,Fuego,,248346,66,7wU2WGCJ8HxkekHHE2QLul,0,22,21,22,43,42,38,80,7,0.316283,0.360195,4294.761035,3,0.002216
Reykon,Reykon,,3060926,61,3PAwspMN27PDm81WwXDsMf,0,22,16,26,42,15,44,59,7,0.326392,0.373283,3116.747084,1,0.001055
KEVVO,KEVVO,,443834,63,4QrBoWLm2WNlPdbFhmlaUZ,0,22,29,20,49,44,81,125,7,0.301431,0.345468,986.898295,0,0.002739
Cazzu,Cazzu,,4764272,73,6w3SkAHYPsQ1bxV7VDlG5y,0,22,32,27,59,103,114,217,7,0.304564,0.353925,7656.059674,0,0.002926
Jon Z,Jon Z,,4492588,70,5bWUlnPx9OYKsLiUJrhCA1,0,22,64,37,101,127,97,224,7,0.32218,0.376339,7567.976078,0,0.007485
Joyce Santana,Joyce Santana,,89406,55,4zOhMWD0LoBe2nP7s9cHhX,0,22,16,23,39,38,36,74,7,0.301566,0.347495,517.843873,0,0.001286
Julieta Venegas,Julieta Venegas,,1709640,75,2QWIScpFDNxmS6ZEMIUvgm,0,22,23,5,28,30,8,38,8,0.214036,0.226738,825.553374,5,0.002682
Emmanuel,Emmanuel,,2185685,66,2DmYtFBKcxb3ajwWWgA576,0,22,5,11,16,9,12,21,7,0.282955,0.311036,2074.720619,5,0.000575
Alex Rose,Alex Rose,,2980429,70,2DspEsT7UXGKd2VaaedgG4,0,22,33,35,68,51,76,127,7,0.320495,0.375102,6954.138621,0,0.003191
Gigolo Y La Exce,Gigolo Y La Exce,,470031,62,7lCRuW6BSXGAsxuQV9lR0i,0,22,22,23,45,39,38,77,7,0.298759,0.347721,428.968586,0,0.001799
Descemer Bueno,Descemer Bueno,,42599,64,5luyt0SUvGkDMY4ILP6Qhl,0,22,9,8,17,23,12,35,7,0.270032,0.294765,1840.724122,1,0.000844
Gente De Zona,Gente De Zona,,1465851,70,2cy1zPcrFcXAJTP0APWewL,0,22,28,14,42,61,35,96,6,0.305808,0.340579,3978.897478,1,0.001921
Luny Tunes,Luny Tunes,,1361404,60,5pZE9tgrhmIGWAsJZ7YxNK,0,22,6,17,23,8,522,530,7,0.292281,0.332486,211.164163,1,0.000415
Gilberto Santa Rosa,Gilberto Santa Rosa,,2118655,67,27vNK840zYq6IfDijHPsv1,0,22,27,9,36,24,13,37,7,0.27657,0.301215,3051.082851,5,0.001548
Luis Fonsi,Luis Fonsi,,10458133,75,4V8Sr092TqfHkfAA5fXXqG,0,22,17,20,37,30,93,123,7,0.317176,0.362032,5477.473599,1,0.001445
Aleks Syntek,Aleks Syntek,,1244054,64,0r8toju2ecKaVtItkzAnNi,0,22,17,10,27,26,29,55,7,0.282126,0.313978,6699.193325,5,0.00174
Noel Schajris,Noel Schajris,,981348,56,2uEjXyVi0SA1HPpj3zquXh,0,22,11,7,18,20,10,30,7,0.269169,0.296114,1046.887845,3,0.000967
David Bisbal,David Bisbal,,3981434,70,5gOJTI4TusSENizxhcG7jB,0,22,15,12,27,34,43,77,6,0.306085,0.340282,2070.098343,3,0.00132
Víctor Manuelle,Víctor Manuelle,,1440450,63,4N5fp4zhTsVITZTVfsXpc2,0,22,22,18,40,37,24,61,6,0.313488,0.354228,2594.830696,1,0.001817
Paty Cantú,Paty Cantú,,2044880,62,7K9rdoOJSiKXoVXPlSkGKT,0,22,12,14,26,26,45,71,7,0.306782,0.343055,3652.546067,5,0.001094
Laura Pausini,Laura Pausini,,2060829,69,2e4nwiX8ZCU09LGLOpeqTH,0,22,10,7,17,13,12,25,7,0.279089,0.305702,1202.203987,5,0.000752
Ricardo Arjona,Ricardo Arjona,,9460924,75,0h1zs4CTlU9D2QtgPxptUD,0,22,2,3,5,4,2,6,7,0.245537,0.26218,66.069224,5,0.00043
Trina,Trina,,921984,55,4PrinKSrmILmo0kERG0Ogn,0,22,3,1,4,4,1,5,8,0.243233,0.261843,10.891266,1,0.000423
Don Miguelo,Don Miguelo,,210462,56,1noWnd8QFQD9VLxWEeo4Zf,0,22,10,16,26,9,36,45,7,0.283431,0.32559,629.245792,0,0.001133
"Tito ""El Bambino""","Tito ""El Bambino""",,3167911,67,5fJsY7afrbsyzJj9wdzJMh,0,22,33,42,75,41,88,129,7,0.32529,0.383757,7134.22257,0,0.003057
Abraham Mateo,Abraham Mateo,,1401940,63,2bxxlINUlcMQQb39K7IopR,0,22,10,10,20,45,18,63,7,0.291019,0.325367,1571.175414,3,0.000904
Amarion,Amarion,,67437,52,7Bb4i0RT3zaudzb8KvxTUQ,0,22,13,31,44,12,47,59,7,0.310028,0.362396,903.572395,0,0.001266
Amenazzy,Amenazzy,,2214665,63,6kq4GHwUcUojGIu0ziSNXf,0,22,22,24,46,29,44,73,7,0.308749,0.357807,1524.72971,0,0.001911
Yaga & Mackie,Yaga & Mackie,,413158,60,16Juw2gfa9IxEL3Vu69cH7,0,22,9,27,36,9,108,117,7,0.293043,0.344853,750.671568,0,0.000798
Kiko el Crazy,Kiko el Crazy,,81331,59,3NpG6SsHaQETkdQVZH6V1E,0,22,28,17,45,44,27,71,8,0.284508,0.331203,1063.662894,0,0.002921
Omy de Oro,Omy de Oro,,196671,60,65jIUih0ZeTUJhSTRuYxpi,0,22,16,15,31,26,26,52,7,0.288034,0.330055,182.283314,0,0.001735
Cauty,Cauty,,847513,59,2QUvtLq6oQaX0LNsYY2fas,0,22,25,32,57,135,51,186,7,0.299955,0.354621,1842.824116,0,0.001983
Piso 21,Piso 21,,8278171,73,4bw2Am3p9ji3mYsXNXtQcd,0,22,13,14,27,18,28,46,7,0.302107,0.341737,1677.553616,3,0.001274
Micro TDH,Micro TDH,,1297460,67,1aWJsBQa67l72j1VT3D6Ow,0,22,8,10,18,19,23,42,7,0.306782,0.341285,1281.550971,0,0.000842
KHEA,KHEA,,4265802,74,4m6ubhNsdwF4psNf3R8kwR,0,22,28,25,53,62,142,204,7,0.314073,0.362618,7731.177095,2,0.003091
Fonseca,Fonseca,,2345363,67,53KTldaJ8tHSkYU3nigfwP,0,22,15,14,29,28,23,51,6,0.299556,0.335287,6375.787772,3,0.001241
Maikel Delacalle,Maikel Delacalle,,398552,60,2t7vyRN71qtQT18frElAnV,0,22,14,11,25,27,46,73,8,0.281655,0.317433,3199.055521,3,0.002077
Maná,Maná,,8220428,76,7okwEbXzyT2VffBmyQBWLz,0,22,2,6,8,1,8,9,7,0.282126,0.310721,157.384762,1,0.000262
Alejandro Fernández,Alejandro Fernández,,5794046,75,6sq1yF0OZEWA4xoXVKW1L9,0,22,14,7,21,22,21,43,7,0.293682,0.321676,2104.169682,3,0.001404
Chimbala,Chimbala,,431284,67,4VVEpEhC8NcR7AqNEds42U,0,22,15,24,39,58,36,94,7,0.296524,0.344669,2857.325385,0,0.001514
Kany García,Kany García,,1601196,69,69UypehHabb68utzfjAVlV,0,22,12,19,31,15,24,39,6,0.318526,0.35774,7073.233002,5,0.001665
Los Legendarios,Los Legendarios,,75832,68,0n6sKrG0xKAf8xmdqeNGke,0,22,1,7,8,22,15,37,7,0.289395,0.321729,1.870741,1,0.000337
Alejo,Alejo,,22058,69,50sIhX3HytFEwQXZJLUZQE,0,22,1,7,8,2,19,21,7,0.264314,0.290519,1084.425152,0,0.000337
Franco De Vita,Franco De Vita,,4065485,67,4NEYQeEYBUjfaXgDQGvFvu,0,22,12,20,32,18,31,49,6,0.314512,0.357072,12835.328994,5,0.001096
Nelly Furtado,Nelly Furtado,,3220620,73,2jw70GZXlAI8QzWeY2bgRc,0,22,7,8,15,8,12,20,7,0.264937,0.289621,600.963368,3,0.000951
Hector & Tito,Hector & Tito,,684661,58,5aB4SpKYteOJ8pAleoKkg7,0,22,10,16,26,15,39,54,7,0.280483,0.316773,105.671778,1,0.000584
Angel Y Khriz,Angel Y Khriz,,858671,63,7npqy7rgdX2D3yfVyWExKo,0,22,13,12,25,15,100,115,7,0.279552,0.318419,843.484009,1,0.001112
John Eric,John Eric,,63995,57,0IUvQ8DrCymt5IHywZsda2,0,22,11,4,15,100,4,104,8,0.248984,0.274283,20.455753,1,0.001257
Morat,Morat,,6244168,81,5C4PDR4LnhZTbVnKWXuDKD,0,22,15,12,27,165,35,200,6,0.314219,0.345846,3552.030088,3,0.001359
Ana Mena,Ana Mena,,492526,70,6k8mwkKJKKjBILo7ypBspl,0,22,11,9,20,14,9,23,8,0.285835,0.318306,2247.174313,3,0.000818
Sin Bandera,Sin Bandera,,4828597,69,7xeM7V59cA1X8GKyKKQV87,0,22,6,3,9,9,4,13,7,0.265773,0.290017,374.320938,5,0.000648
Tommy Torres,Tommy Torres,,849446,61,264nbMzGPSkDZqTY8nXwCG,0,22,9,8,17,16,10,26,7,0.287053,0.316769,1296.590557,5,0.000848
Maite Perroni,Maite Perroni,,1137500,68,6ModsWtBph2rE6zCTVxvZt,0,22,4,5,9,6,7,13,7,0.284628,0.313035,460.119214,3,0.000429
DaniLeigh,DaniLeigh,,1008607,61,0XIKGBo9PnK1ApI5tZA60d,0,22,3,2,5,5,4,9,8,0.25511,0.280426,215.88297,0,0.000521
ChocQuibTown,ChocQuibTown,,613489,56,6tkyhGe9hGI3Lcfo4gVh6Z,0,22,6,16,22,13,28,41,7,0.309174,0.349732,681.126662,3,0.00081
Chanell,Chanell,,18938,51,5cDfQlhT80II3f2ECXm6oA,0,22,4,7,11,7,9,16,7,0.26421,0.295637,133.525582,0,0.000624
Juan Gabriel,Juan Gabriel,,6757359,73,2MRBDr0crHWE5JwPceFncq,0,22,8,12,20,31,20,51,7,0.298098,0.3331,4646.738073,5,0.000875
Juanes,Juanes,,3920771,73,0UWZUmn7sybxMCqrw9tGa7,0,22,26,8,34,92,15,107,7,0.297966,0.324495,4483.518078,3,0.002863
Natalia Lafourcade,Natalia Lafourcade,,3413844,72,1hcdI2N1023RvSwLzTtdsp,0,22,22,17,39,47,29,76,7,0.280716,0.316239,11704.873767,5,0.003379
Alejandra Guzman,Alejandra Guzman,,3014082,66,7Hf9AwMO37bSdxHb0FBGmO,0,22,5,7,12,31,21,52,7,0.290643,0.323213,1544.903421,3,0.000585
Thalia,Thalia,,4050366,69,23wEWD21D4TPYiJugoXmYb,0,22,9,22,31,8,34,42,7,0.327502,0.371591,4888.896843,1,0.000599
Gloria Estefan,Gloria Estefan,,624168,64,5IFCkqu9J6xdWeYMk5I889,0,22,5,4,9,9,9,18,8,0.250558,0.272573,470.461481,5,0.000592
Celia Cruz,Celia Cruz,,471580,64,2weA6hhVqTIN2gSn9PUB9U,0,22,19,10,29,97,38,135,8,0.215818,0.231938,2728.836621,5,0.002964
Olga Tañón,Olga Tañón,,718852,60,4pv1Jo4PbYI8LMADJoTWjE,0,22,7,8,15,5,7,12,7,0.293554,0.324661,1032.178825,1,0.000508
Ricardo Montaner,Ricardo Montaner,,5033178,68,4uoz4FUMvpeyGClFTTDBsD,0,22,7,7,14,7,15,22,7,0.288775,0.319305,566.320737,3,0.000542
Alicia Villarreal,Alicia Villarreal,,663812,60,6Hf2g14O2TP25JUNZuvIgn,0,22,2,4,6,1,13,14,7,0.258436,0.281203,458.440724,5,0.000246
José José,José José,,5081891,73,4mN0qcMxWX8oToqfDPM5yV,0,22,5,9,14,11,31,42,7,0.258535,0.28286,3638.256786,5,0.001359
Chayanne,Chayanne,,6346212,70,1JbemQ1fPt2YmSLjAFhPBv,0,22,2,4,6,3,5,8,7,0.286687,0.313466,292.882184,5,0.000352
Paulina Rubio,Paulina Rubio,,2389591,66,1d6dwipPrsFSJVmFTTdFSS,0,22,5,5,10,18,16,34,7,0.290768,0.318189,531.355985,3,0.000576
La Ley,La Ley,,1284511,63,1ZVoRDO29AlDXiMkRLMZSK,0,22,4,2,6,2,1,3,8,0.20449,0.214349,144.476083,5,0.000286
Ana Bárbara,Ana Bárbara,,1011181,64,43qxAkuKFB6fMNSeS5dO7Z,0,22,3,10,13,3,10,13,7,0.262563,0.28906,3563.656639,5,0.00051
Gian Marco,Gian Marco,,1165022,61,2gDqGAadPIPiA7LtmNn74g,0,22,9,7,16,8,9,17,7,0.277595,0.308376,1516.407857,5,0.000642
Yuri,Yuri,,1912973,64,4OgNARLQSC4yy7Dsa5cqxx,0,22,9,11,20,15,89,104,6,0.299024,0.332245,2866.802428,5,0.001437
Miguel Bosé,Miguel Bosé,,2114624,68,7mWCSSOYqm4E9mB7V4ot6S,0,22,13,21,34,38,32,70,6,0.319734,0.362463,5108.382805,5,0.001391
José Luis Rodríguez,José Luis Rodríguez,,823334,59,15YnmlNukYCFvwaFnoDwwV,0,22,7,7,14,17,12,29,7,0.275552,0.302042,1551.25767,5,0.000866
Ha*Ash,Ha*Ash,,6645390,72,5xd2Tg7Zo8755eCy8Gxkp8,0,22,9,8,17,14,11,25,6,0.294709,0.325074,1167.930745,5,0.000652
Matisse,Matisse,,851617,69,77aLk6J8ofnVxa1eXK9jiU,0,22,11,9,20,15,9,24,7,0.273428,0.302342,2356.94304,3,0.002787
Río Roma,Río Roma,,2442815,68,2O3v9rCTzLhPFaGaAVgZLt,0,22,6,17,23,7,27,34,7,0.309458,0.347679,1036.0925,5,0.000457
Kalimba,Kalimba,,1794206,60,4RjamFQJNT8nVbTKXJDJgv,0,22,6,3,9,7,6,13,7,0.264729,0.286831,602.717209,3,0.000636
Axel,Axel,,1317589,57,32x1uogH2zajP85pzZAtuE,0,22,6,12,18,6,15,21,7,0.300223,0.335142,1878.154555,5,0.000682
Danny Ocean,Danny Ocean,,4196788,78,5H1nN1SzW0qNeUEZvuXjAj,0,22,8,4,12,9,7,16,8,0.267142,0.293173,312.157224,3,0.001196
Quevedo,Quevedo,,308484,83,52iwsT98xCoGgiGntTiR7K,0,22,7,2,9,10,2,12,9,0.218973,0.233777,1266.127163,2,0.000721
Emilia,Emilia,,825757,72,0AqlFI0tz2DsEoJlKSIiT9,0,22,8,7,15,16,10,26,7,0.275552,0.308196,701.275022,2,0.000654
Bizarrap,Bizarrap,,6150553,86,716NhGYqD1jl2wI1Qkgq36,0,22,13,47,60,21,49,70,7,0.313926,0.376402,8314.018761,2,0.001248
Rels B,Rels B,,3855968,78,2IMZYfNi21MGqxopj9fWx8,0,22,12,13,25,14,13,27,7,0.279089,0.316663,3208.089865,2,0.001262
YSY A,YSY A,,1041520,70,2qWK8K2Jfh67UqtwY8tCW6,0,22,12,13,25,18,18,36,8,0.272985,0.307924,531.388744,2,0.001291
Rei,Rei,,147755,68,4IG1SDlwgNKzqTmjBrvY3K,0,22,5,20,25,8,84,92,7,0.327981,0.372121,2381.427684,3,0.000703
C.R.O,C.R.O,,974380,69,4puAp107dCehraE47QXVQX,0,22,23,22,45,40,21,61,7,0.285957,0.325353,5096.507864,2,0.001739
Ak4:20,Ak4:20,,496046,67,1SiLK8gdECx2iEm2SSj0Bl,0,22,4,5,9,4,5,9,8,0.25434,0.282069,185.712498,2,0.00082
DrefQuila,DrefQuila,,948138,61,5pughe5rcsOq3GF0utMOs5,0,22,6,5,11,5,6,11,8,0.25973,0.289625,124.471893,2,0.000829
Asan,Asan,,103806,57,6Nl4VXcX86fBMO4YE6oYfN,0,22,6,9,15,12,11,23,7,0.276456,0.305981,455.78601,2,0.000906
Neo Pistea,Neo Pistea,,974181,62,01m2XZ7m7rAz6KY3scTdaV,0,22,30,23,53,71,28,99,7,0.300357,0.346718,4558.930475,2,0.00248
Obie Wanshot,Obie Wanshot,,27254,54,48vP5SxlTO6yOI7SLKIOQV,0,22,9,4,13,11,8,19,8,0.253574,0.278684,49.791058,2,0.001091
C. Tangana,C. Tangana,,2085761,75,5TYxZTjIPqKM8K8NuP9woO,0,22,17,20,37,56,23,79,7,0.318676,0.35615,12973.577919,2,0.002485
Leebrian,Leebrian,,29932,53,40lro6xpFS9TxV2uC7yvs4,0,22,3,14,17,2,20,22,7,0.287911,0.328522,212.878751,0,0.00044
Lara91k,Lara91k,,29850,50,2zPvDg6LI6NHPQVQIESjfW,0,22,8,5,13,14,4,18,8,0.244203,0.266101,2567.82374,0,0.001617
Mesita,Mesita,,196912,61,2IKdK6PbitvCiXt1t2bPU6,0,22,4,9,13,5,14,19,7,0.277709,0.309305,1220.128998,2,0.00061
Lucho SSJ,Lucho SSJ,,293557,59,1OBizG9nrnHJkrL9NjnWYN,0,22,10,19,29,6,23,29,8,0.272985,0.307454,902.307097,2,0.00064
Julianno Sosa,Julianno Sosa,,212172,69,4IC2X34tZmHG3VfTbpzvwL,0,22,8,6,14,22,11,33,8,0.233784,0.258865,569.806533,2,0.001229
Young Cister,Young Cister,,194622,67,0Yg29FX1M4ayqjXs0ttZFq,0,22,7,7,14,23,13,36,8,0.25434,0.281518,100.361334,2,0.001122
Tobi,Tobi,,131989,52,6H70hylNqfc86Omz8GoyDB,0,22,8,2,10,6,1,7,9,0.185063,0.19627,11.04259,2,0.00157
CA7RIEL,CA7RIEL,,148181,54,348pk4o3EhKmsSahzuClSf,0,22,10,2,12,7,9,16,9,0.170374,0.177686,79.83316,2,0.001233
Kidd Keo,Kidd Keo,,2217139,69,0VZrPa7mWAYXH4CwmYk8Km,0,22,5,7,12,18,9,27,8,0.255787,0.285253,574.515414,2,0.000694
Vicentico,Vicentico,,1386600,64,25THA9HUHoxpCT4LBp7UsZ,0,22,17,3,20,16,12,28,9,0.180118,0.189514,847.764753,5,0.001291
Marcianos Crew,Marcianos Crew,,161682,51,0Hkx0YcHHxDRRbH9WsSW0I,0,22,6,11,17,3,13,16,8,0.253288,0.279476,214.732295,2,0.000579
Frijo,Frijo,,598505,57,4D2d63igYEdzhzFnxrSow7,0,22,7,18,25,3,18,21,8,0.27589,0.312869,458.765399,2,0.000469
Bebe,Bebe,,426557,57,2byU53ebtTxcAnIRE814Ts,0,22,9,2,11,11,7,18,8,0.251211,0.271524,285.303045,5,0.00092
Belinda,Belinda,,1473593,69,5LeiVcEnsZcwc133TUhJNW,0,22,13,1,14,74,3,77,8,0.243409,0.262214,208.052934,3,0.001269
Hombres G,Hombres G,,3136312,69,60uh2KYYSCqAgJNxcU4DA0,0,22,3,3,6,3,4,7,8,0.249815,0.271515,75.39988,5,0.000555
La Oreja de Van Gogh,La Oreja de Van Gogh,,2911303,70,4U7lXyKdSf1JbM1aXvsodC,0,22,4,7,11,7,6,13,7,0.259131,0.284527,695.507071,5,0.000763
Macaco,Macaco,,403093,60,7mUBMaZW1MXGswaneb0JTT,0,22,6,16,22,8,20,28,7,0.311029,0.345899,6462.858513,5,0.000676
Marta Sánchez,Marta Sánchez,,319294,62,368rTiMKMrz3b03az6B14w,0,22,5,5,10,11,5,16,7,0.254436,0.278215,425.65519,3,0.000696
Jarabe De Palo,Jarabe De Palo,,1329141,66,5B6H1Dq77AV1LZWrbNsuH5,0,22,3,4,7,3,5,8,8,0.224368,0.240527,213.062725,5,0.000495
Vanesa Martín,Vanesa Martín,,956509,64,5kSJMVPcTITrSZxTrHllVN,0,22,16,10,26,22,13,35,7,0.289519,0.320266,3179.378642,5,0.001872
Dani Martín,Dani Martín,,769525,63,3AIPhNgeF9S1Kyg9Yy3UQW,0,22,15,6,21,28,12,40,7,0.261646,0.284796,1292.685538,5,0.001434
Manuel Carrasco,Manuel Carrasco,,1859523,65,7qAoXV4U0qDxQAUqhszjAA,0,22,6,5,11,10,18,28,7,0.272103,0.300011,59.357857,5,0.000578
Danna Paola,Danna Paola,,3886599,72,5xSx2FM8mQnrfgM1QsHniB,0,22,9,13,22,56,45,101,7,0.303058,0.335697,4732.790838,3,0.000911
Cami,Cami,,738407,63,3VCrybIJKH7UurbDcZbMmn,0,22,5,14,19,15,72,87,7,0.309316,0.346973,2163.217012,5,0.000848
Andrés Cepeda,Andrés Cepeda,,2456524,63,49Z1AvGeUaBSanPaOmplK6,0,22,11,11,22,16,23,39,7,0.295744,0.326226,1370.173158,3,0.000799
Alvaro Soler,Alvaro Soler,,1593423,70,2urF8dgLVfDjunO0pcHUEe,0,22,4,4,8,11,16,27,7,0.263487,0.286396,276.106469,3,0.00077
Lola Indigo,Lola Indigo,,773948,67,3bvfu2KAve4lPHrhEFDZna,0,22,8,15,23,21,185,206,7,0.304839,0.342673,3343.842284,3,0.001417
"Héctor Acosta ""El Torito""","Héctor Acosta ""El Torito""",,684638,57,4TCAAIMmeZXCTVlHUsicOn,0,22,9,9,18,8,12,20,7,0.27623,0.305899,701.158854,1,0.000724
Tiago PZK,Tiago PZK,,2204895,79,5Y3MV9DZ0d87NnVm56qSY1,0,22,14,5,19,25,6,31,8,0.227012,0.249163,3000.326522,2,0.004075
Snow Tha Product,Snow Tha Product,,529077,63,3p3jPcp8b7WL9XYj4xlsWj,0,22,11,2,13,11,2,13,8,0.255303,0.283022,136.672882,2,0.001065
Ptazeta,Ptazeta,,107918,62,5UN0rzL594mWY2RbOtZqIN,0,22,6,2,8,7,2,9,8,0.243058,0.260423,1202.024921,2,0.000646
Trueno,Trueno,,3611515,73,2x7PC78TmgqpEIjaGAZ0Oz,0,22,6,7,13,7,11,18,7,0.278282,0.311262,783.610361,2,0.000548
Dani Ribba,Dani Ribba,,335424,60,6cC67GpmPCjQjOYLpmOGhN,0,22,7,2,9,11,2,13,8,0.243497,0.265013,22.755287,2,0.000683
Chucky73,Chucky73,,135821,59,38epWdyauFwdRkldqUMfWE,0,22,10,10,20,11,29,40,7,0.284388,0.322972,306.425,0,0.000965
ZARAMAY,ZARAMAY,,170412,56,3wsYquQ9CiMlYG54BUR2ff,0,22,9,9,18,7,9,16,8,0.271884,0.306367,2424.585085,2,0.000837
Big Soto,Big Soto,,789233,66,2TQ4CGgxxCWHqa9yYIGDoU,0,22,26,27,53,82,78,160,7,0.315543,0.366264,5310.013386,0,0.001652
Neutro Shorty,Neutro Shorty,,653252,62,5wUO3A6DT4tO5UDz21kE2Y,0,22,14,10,24,49,19,68,7,0.291145,0.329299,2876.225291,0,0.001255
Dillom,Dillom,,329161,62,4cJD9t5QBFTUQcd3xfbOb2,0,22,12,4,16,2,1,3,11,0.135396,0.140815,49.035857,2,0.000305
John C,John C,,210307,57,66lf5bQo2BIEue1pxfgxQS,0,22,6,2,8,11,2,13,9,0.18128,0.191343,978.929269,2,0.00051
Don Patricio,Don Patricio,,583731,59,6vPXtLmNd3mW0dd1Rb9eQ9,0,22,11,6,17,44,5,49,8,0.259231,0.28588,1838.793758,3,0.001071
Paco Amoroso,Paco Amoroso,,122852,53,3E7NGbzUGlOjgYY8nvtijR,0,22,4,3,7,12,3,15,8,0.2053,0.218467,740.404727,2,0.001854
Axel Fiks,Axel Fiks,,31152,50,6GEaxHZNiogI175zUr4KvH,0,22,5,4,9,6,3,9,8,0.224967,0.239217,1006.688987,5,0.000826
Seven Kayne,Seven Kayne,,1093254,63,4C29ETLBPmYKYwtJUepbJz,0,22,13,7,20,11,12,23,8,0.261748,0.290035,816.054731,2,0.001623
Homer El Mero Mero,Homer El Mero Mero,,212332,62,0Xo4VFS3v07L0GwIVkZLfg,0,22,25,14,39,21,15,36,8,0.26746,0.301727,7216.894175,2,0.001546
Polimá Westcoast,Polimá Westcoast,,252639,77,768O5GliF0bqscyghggrbE,0,22,21,13,34,29,30,59,7,0.284148,0.321905,2432.766907,2,0.002357
LIT killah,LIT killah,,3640317,74,1vqR17Iv8VFdzure1TAXEq,0,22,11,10,21,17,10,27,7,0.287175,0.324043,2140.743087,2,0.001659
ACRU,ACRU,,289532,50,0bYQe0JDIjxkSHQoXlfngl,0,22,5,4,9,2,1,3,9,0.193234,0.203329,114.360231,2,0.000294
Blunted Vato,Blunted Vato,,269922,55,15RLdM61VHtknTIYIuNviR,0,22,9,9,18,8,4,12,8,0.237074,0.259383,35.174422,0,0.000383
LOUTA,LOUTA,,152863,58,5l4GdLELvdnXZVT5g947i3,0,22,5,4,9,5,2,7,9,0.199645,0.212653,1195.209606,5,0.000985
Ecko,Ecko,,987766,63,2Jb9jVnCpWkXtoGznFJ6bF,0,22,16,17,33,27,69,96,7,0.284388,0.325788,1767.292526,0,0.001288
Bejo,Bejo,,221687,66,0adJG3bdFTHCkTY28NkY4u,0,22,18,3,21,16,3,19,9,0.205802,0.22199,2589.908443,2,0.001777
Estani,Estani,,13052,59,4QmDIEVrROsBAad02Mlc1p,0,22,5,4,9,6,4,10,8,0.215061,0.23008,533.800961,2,0.00073
Jay Kalyl,Jay Kalyl,,167125,53,0sHeKC0Zcxpz4wOHHE5oJ7,0,22,11,2,13,11,1,12,10,0.169049,0.177879,491.752334,4,0.001601
Alex Sensation,Alex Sensation,,165903,58,0OROVBEZCocg0FcgJpyBse,0,22,1,16,17,1,33,34,7,0.303194,0.344945,15.170161,0,0.000324
Amaia Montero,Amaia Montero,,1019704,56,4LbuSjHhhAddvN44qXpRJo,0,22,7,1,8,13,1,14,7,0.224817,0.237286,738.314866,3,0.00077
