,spotify_id,name_id,name,followers,popularity,betweeness_centrality,group,unique_collabs,total_collabs,image
39,2OHKEe204spO7G7NcbeO2o,Ñejo,Ñejo,3221316,67,6150.590061,0,69,112,https://i.scdn.co/image/ab6761610000e5eba8e1d7cdd4f2225a8222080e
40,0AdjzZxHJ4MfbImx2rD0Df,Pj Sin Suela,Pj Sin Suela,56812,55,3409.833492,2,22,26,https://i.scdn.co/image/ab6761610000e5eb12ad0670161e7c325becf32f
41,2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,DJ Nelson,990782,72,8091.168788,3,55,141,https://i.scdn.co/image/ab6761610000e5ebda2b089ce40b8a1610acf988
42,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,Bryant Myers,7209077,76,1605.227103,0,82,168,https://i.scdn.co/image/ab6761610000e5eb5332f98f95b18ad1ffa4e0fc
43,1fux65HMCBvfJHqlBc4Nno,Casper Magico,Casper Magico,1901411,69,1810.821391,0,70,158,https://i.scdn.co/image/ab6761610000e5eb5d5db7eb7422fd98f6f026ec
44,1TtXnWcUs0FCkaZDPGYHdf,Darell,Darell,3072112,75,5488.481816,0,118,210,https://i.scdn.co/image/ab6761610000e5eb58e637c9f4c9a120ea6d29f7
45,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,Ozuna,32957080,85,8420.155198,0,119,273,https://i.scdn.co/image/ab6761610000e5ebb34caaa3f41eaf9ff5fe849d
46,00me4Ke1LsvMxt5kydlMyU,Cosculluela,Cosculluela,4782377,70,3309.291972,3,93,163,https://i.scdn.co/image/ab6761610000e5ebf9f2283d080e3581a63daf79
47,3RtNN1VnooWEn3KQk03DUL,Noriel,Noriel,6095466,72,8457.970919,0,104,229,https://i.scdn.co/image/ab6761610000e5ebf67825837cb85a913d244d93
48,00XhexlJEXQstHimpZN910,Brytiago,Brytiago,5273721,73,4380.397827,0,101,158,https://i.scdn.co/image/ab6761610000e5eb32895c930900c81851cca0c3
49,2wYOpkTJZGByNEOjEnSmoW,Revol,Revol,722845,58,564.608187,0,44,71,https://i.scdn.co/image/ab6761610000e5eb1f3bde2589342bcfbd35eb52
50,3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,De La Ghetto,6103096,81,25317.288019,0,162,344,https://i.scdn.co/image/ab6761610000e5eb24a84b4f14311bc1cb3d7c6c
51,4m6ubhNsdwF4psNf3R8kwR,KHEA,KHEA,4301934,75,5277.490981,10,49,75,https://i.scdn.co/image/ab6761610000e5eb16d81001af30e58bd1d7de4f
52,6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,Cazzu,4802210,73,6020.593139,10,51,69,https://i.scdn.co/image/ab6761610000e5ebefd0f64284cedfab7591c4a6
53,0OROVBEZCocg0FcgJpyBse,Alex Sensation,Alex Sensation,167347,58,99.443584,0,23,23,https://i.scdn.co/image/ab6761610000e5eb82e1d726d26d83643e0d2455
54,5gUZ67Vzi1FV2SnrWl1GlE,Benny Benni,Benny Benni,281789,50,76.597915,0,23,54,https://i.scdn.co/image/ab6761610000e5eb177389e5f8dfeae0037fe20e
55,2qbEtwBVyobgpNP5KcHE9J,Pusho,Pusho,597400,58,531.562792,0,56,81,https://i.scdn.co/image/ab6761610000e5ebff626efb1be750d8ea78a459
56,329e4yvIujISKGKz1BZZbO,Farruko,Farruko,13668381,84,17415.812163,0,174,415,https://i.scdn.co/image/ab6761610000e5eb53029f0f3a0a4b216b9f5df7
57,1pf0MPKfKdvS8J779mS1Ay,Miky Woodz,Miky Woodz,3005363,71,3491.310113,0,97,169,https://i.scdn.co/image/ab6761610000e5ebbfbf1c02bf29eceaadd84e7c
58,1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,Natti Natasha,8162707,76,5568.439458,3,79,127,https://i.scdn.co/image/ab6761610000e5eb34149919c8ccd138a6c02cf8
59,1fctva4kpRbg2k3v7kwRuS,Rvssian,Rvssian,1916829,72,69.525826,0,15,21,https://i.scdn.co/image/ab6761610000e5eb6666f883c02cc5fc182a10c6
60,790FomKkXshlbRYZFtlgla,KAROL G,KAROL G,27055406,86,6064.018545,6,62,143,https://i.scdn.co/image/ab6761610000e5ebfe5bb3951a54fca253e281a1
61,4obzFoKoKRHIphyHzJ35G3,Becky G,Becky G,11962419,81,4506.130306,6,62,92,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8
62,6kq4GHwUcUojGIu0ziSNXf,Amenazzy,Amenazzy,2233045,64,1682.726805,0,50,73,https://i.scdn.co/image/ab6761610000e5eb68c96322a861979fad62198c
63,68w2t0wbrGnxSIUHzWs5bt,Lito Kirino,Lito Kirino,199869,54,120.46715,0,14,23,https://i.scdn.co/image/ab6761610000e5eb743547415ff3aa28ae318d01
64,2ayNSoKPCRAfjp6hQ76hRu,Nacho,Nacho,4627251,66,14920.824028,2,87,150,https://i.scdn.co/image/ab6761610000e5eb41680f4ed2cd47c84e8b9001
65,64aJYyrXljOodnUG6jvhRD,DJ Luian,DJ Luian,1558934,74,581.182868,0,59,173,https://i.scdn.co/image/ab6761610000e5eb12720a4a06a7a2e78c5f42dc
66,6P6GTRTigHBp8ZesNtpCKH,Almighty,Almighty,424279,70,23503.855618,0,50,90,https://i.scdn.co/image/ab6761610000e5ebefd18d2fec23083d22c8ed09
67,3tZdknQnzsVIIdaGCTj4RX,Quimico Ultra Mega,Quimico Ultra Mega,233866,58,1191.796925,13,33,46,https://i.scdn.co/image/ab6761610000e5eb85d4ffd02837c1a0467e7f0a
68,0zZJhc1T0zBurhnBwQ2fcu,Mark B.,Mark B.,221738,51,798.50442,0,13,13,https://i.scdn.co/image/ab6761610000e5ebdddb554c36da82ebf5f01a8d
69,1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan,Kevin Roldan,4899214,68,3072.83427,0,56,96,https://i.scdn.co/image/ab6761610000e5ebee017c13085fa55d3f1af348
70,0tR60pwxQ5WKjPxQcKoCQ7,Messiah,Messiah,92608,55,401.925808,0,22,30,https://i.scdn.co/image/ab6761610000e5eb7ac5f74229df6a63b9392c89
71,0GgyFUpOyzWDRDqx8FCTDN,Baby Rasta,Baby Rasta,1681183,63,419.383779,0,29,47,https://i.scdn.co/image/ab6761610000e5eb0f73cca6e26220f7cc61d930
72,1jSjfSgDjedJdi5MoyRu78,Lary Over,Lary Over,4445781,66,744.506778,0,47,79,https://i.scdn.co/image/ab6761610000e5eb77daacf2c076796e402e23c9
73,5lFhCi03HDneWzvCxGctrT,Jory Boy,Jory Boy,1553994,65,939.617342,0,60,105,https://i.scdn.co/image/ab6761610000e5eb59f03ae6ab47594b586679c0
74,2pQAUIesBqfT87PaM1ijtk,Trap Capos,Trap Capos,352280,59,75.851515,0,30,98,https://i.scdn.co/image/ab6761610000e5eb87dcdc83d51c31a100dd0acb
75,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,Justin Quiles,3647339,80,8974.99642,0,110,253,https://i.scdn.co/image/ab6761610000e5ebfb8b86f3418adb29b60fd3f5
76,1pgDilWYDWLoOgGjf1iHNu,Zion,Zion,3092804,73,1285.477708,3,66,109,https://i.scdn.co/image/ab67616d0000b273d85d4d39fd1ed6e1744a7c37
77,2LRoIwlKmHjgvigdNGBHNo,Feid,Feid,1779611,85,8911.489726,0,76,136,https://i.scdn.co/image/ab6761610000e5ebe9cf860130c25355b84687a5
78,2p4aN0Uxkk3iT3HK0cJ2cJ,Tokischa,Tokischa,169149,64,110.783502,13,16,21,https://i.scdn.co/image/ab6761610000e5eb2b10a1f3edfdecf74d95a87d
79,1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,Maria Becerra,2884355,81,3576.164447,10,45,69,https://i.scdn.co/image/ab6761610000e5eb459b9d1006bd715a7e2d5663
80,2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,Jay Wheeler,2706806,78,1604.67391,0,74,155,https://i.scdn.co/image/ab6761610000e5eb1e85cfd7346402dd9c3c4421
81,1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,Wisin & Yandel,5508912,79,6350.610621,3,88,202,https://i.scdn.co/image/ab6761610000e5eb812644afc20cab37c72a8ba9
82,6veh5zbFpm31XsPdjBgPER,BIA,BIA,357591,67,4.359511,0,5,6,https://i.scdn.co/image/ab6761610000e5ebf94c04d51a7784bb5e1d1b93
83,7wU2WGCJ8HxkekHHE2QLul,Fuego,Fuego,249378,66,4119.160994,10,37,55,https://i.scdn.co/image/ab6761610000e5eb147cb1db29a72ed311f07ae2
84,2x7PC78TmgqpEIjaGAZ0Oz,Trueno,Trueno,3655977,74,2815.796997,10,23,35,https://i.scdn.co/image/ab6761610000e5eb18af5b851999c50e3b7b1cb4
85,3fZk3Gm5dN5v5yfYMQ04Bx,Dímelo Flow,Dímelo Flow,315119,71,1617.377731,0,63,166,https://i.scdn.co/image/ab6761610000e5ebf64b7eeda594e0ab8deb8b74
86,1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,Lenny Tavárez,1894138,80,2501.828466,0,83,183,https://i.scdn.co/image/ab6761610000e5eb3da6d515e399ae789ef563f3
87,4QrBoWLm2WNlPdbFhmlaUZ,KEVVO,KEVVO,444817,64,2124.399758,0,75,106,https://i.scdn.co/image/ab6761610000e5ebe9f3b03885b3fb7b92395c5a
88,1r4hJ1h58CWwUQe3MxPuau,Maluma,Maluma,31778738,83,12318.925572,6,96,159,https://i.scdn.co/image/ab6761610000e5eb96a9faf8f7ec1da103c63985
89,3E6xrwgnVfYCrCs0ePERDz,Wisin,Wisin,8000710,76,17762.044286,3,131,321,https://i.scdn.co/image/ab6761610000e5eb7e04b739e0e88aa0da8d6905
90,3Wb38LDP3N4tkobValgE9D,Juanka,Juanka,600321,66,3889.438731,0,73,125,https://i.scdn.co/image/ab6761610000e5eb90dc8ae47e297efacd9eccb1
91,28gNT5KBp7IjEOQoevXf9N,Camilo,Camilo,15980416,80,2007.829233,6,32,51,https://i.scdn.co/image/ab6761610000e5ebe769600984af93b876cac668
92,0KPX4Ucy9dk82uj4GpKesn,Dalex,Dalex,4229316,75,1967.184575,0,82,207,https://i.scdn.co/image/ab6761610000e5ebd1d344eba13e66f0cef274b6
93,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,Manuel Turizo,10002778,80,5678.552559,2,87,147,https://i.scdn.co/image/ab6761610000e5ebd9a4d3f0b2d741634d55ca6d
94,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,Romeo Santos,16003536,78,8018.014803,6,39,68,https://i.scdn.co/image/ab6761610000e5eb0d2f605c23090747230416db
95,3jFjgKOGfVLWfXX8q5wrsg,R.K.M & Ken-Y,R.K.M & Ken-Y,496580,63,1528.891567,3,32,54,https://i.scdn.co/image/ab6761610000e5eb9306dfb38345dbb1bc01e3f6
96,7Bb4i0RT3zaudzb8KvxTUQ,Amarion,Amarion,68502,52,171.661336,0,22,25,https://i.scdn.co/image/ab6761610000e5eb3624f047eaa3715031d224e0
97,5Y3MV9DZ0d87NnVm56qSY1,Tiago PZK,Tiago PZK,2266528,80,4286.176304,10,39,68,https://i.scdn.co/image/ab6761610000e5ebfa1929a26839ae468cf85f07
98,2NfSBtmWe7oPw1EmetJVso,Boza,Boza,445801,68,256.699671,2,24,33,https://i.scdn.co/image/ab6761610000e5eb94cf52a04855b3f75496fdf5
99,06TVTkMAOR935MhkjX0i2A,Anthony Santos,Anthony Santos,732835,60,135.115338,3,9,15,https://i.scdn.co/image/ab6761610000e5eb8a252d707a414e0a8a07967c
100,0n6sKrG0xKAf8xmdqeNGke,Los Legendarios,Los Legendarios,76105,68,413.343484,3,37,102,https://i.scdn.co/image/ab6761610000e5ebe2322e7cfdaf1bea3fff8e79
101,4riOEaOW5hCeqomFDBk0aP,Rochy RD,Rochy RD,647160,64,106.360394,13,16,28,https://i.scdn.co/image/ab6761610000e5eba813356bcf63fd41e073eaa3
102,4az97MtWmBQ5Db3GfDh9j9,Morad,Morad,1135256,74,830.709834,10,12,19,https://i.scdn.co/image/ab6761610000e5eb902d9426b94d137762d3d8ef
103,4o0NtnL2m0lzZmEdRas1qv,Ovi,Ovi,745492,66,2744.025229,0,44,62,https://i.scdn.co/image/ab6761610000e5eb71b8235eccf131534941eec5
104,2oT7xd9iTO2ejLsNGIMa5f,Flow La Movie,Flow La Movie,13868,60,11.750073,0,22,48,https://i.scdn.co/image/ab6761610000e5ebd9d45c111ed57ff967cd46ca
105,0vR2qb8m9WHeZ5ByCbimq2,Reik,Reik,7449032,77,13235.248568,6,71,95,https://i.scdn.co/image/ab6761610000e5eb7ef75910e15bba278b939a70
106,6ieK9Ddas29reReO60on3o,"Gotay ""El Autentiko""","Gotay ""El Autentiko""",549463,60,532.759242,0,36,71,https://i.scdn.co/image/ab6761610000e5ebe202e9e827d459865ceb48d0
107,37UACiDcdzEYii0iU0QpAf,"Secreto ""El Famoso Biberon""","Secreto ""El Famoso Biberon""",379855,53,296.915484,13,24,40,https://i.scdn.co/image/ab6761610000e5ebb2aceb3af7d0befd232e27d2
108,1Ts9of7VPZElwPQnqnDSfW,Lyanno,Lyanno,722189,72,8716.758121,0,117,190,https://i.scdn.co/image/ab6761610000e5ebfd2a95fc27f29ab482a9c397
109,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,Luis Fonsi,10480610,75,8715.163959,6,52,90,https://i.scdn.co/image/ab6761610000e5ebec1cd67f4c17468f335206eb
110,2LmcxBak1alK1bf7d1beTr,Juhn,Juhn,1029700,71,1974.696995,0,68,118,https://i.scdn.co/image/ab6761610000e5eb78bb4688c974972d8e08f6bd
111,5bWUlnPx9OYKsLiUJrhCA1,Jon Z,Jon Z,4522885,70,6627.759937,0,89,176,https://i.scdn.co/image/ab6761610000e5ebc989a9c2839895c8687d2da3
112,4SzD0wClEg9NKVJZbCRFqS,Ele A El Dominio,Ele A El Dominio,1265746,63,2797.227061,0,25,39,https://i.scdn.co/image/ab6761610000e5ebc3e46299a91d813c0c77eb7e
113,0qTZZWLzuD59Un5r1speHm,Chris Jedi,Chris Jedi,1929247,72,32.411889,0,13,22,https://i.scdn.co/image/ab6761610000e5eba4113459d4c8d6334f46bfbc
114,2jSGzJw0ebJLu7OLVSOcBP,Plan B,Plan B,1959124,76,570.662523,3,48,78,https://i.scdn.co/image/eb21793908d1eabe0fba02659bdff4e4a4b3724a
115,7qYeIN2r4H1kBvr0Gm9Iav,Randy,Randy,276120,68,3024.949293,0,81,139,https://i.scdn.co/image/ab6761610000e5eb1adfe18230a40885a5e71003
116,4myAXQmMuS1lZe8T6Y7eBg,Yomo,Yomo,840351,56,1236.331085,3,49,82,https://i.scdn.co/image/ab6761610000e5ebd5f4d6302cf39f199c4745a8
117,3jGlU8UMMo44I2xeLQ6FD3,Dalmata,Dalmata,1372903,62,530.031572,2,17,32,https://i.scdn.co/image/ab6761610000e5eb7d5a16813b37825722f6d163
118,7cYik4OyfBXYV5Z2TI7p90,Farina,Farina,325626,60,2383.81896,6,24,37,https://i.scdn.co/image/ab6761610000e5ebed3fed6430af8f66263f69a3
119,3MHaV05u0io8fQbZ2XPtlC,Prince Royce,Prince Royce,7124362,75,4296.799707,6,44,56,https://i.scdn.co/image/ab6761610000e5eb207150975a7266c3560ca6f9
120,7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,Alexis y Fido,4505344,64,4149.587741,3,68,140,https://i.scdn.co/image/ab6761610000e5eb85a7dcb7677105c17a6c67e3
121,6BeO1KuAWBqFriL1mLHtNc,Leslie Grace,Leslie Grace,1192991,61,932.571795,6,22,24,https://i.scdn.co/image/ab6761610000e5ebbde67f9fdaf3531de31caad2
122,77GVmrLGuxNEvj2ibvT62v,Luigi 21 Plus,Luigi 21 Plus,1005517,58,1268.98495,0,46,82,https://i.scdn.co/image/ab6761610000e5eb30b631283ebcdd3964c9a24a
123,6dexNK5MjEL8UvmA5MjSgg,Felipe Peláez,Felipe Peláez,1096993,57,549.872054,6,10,11,https://i.scdn.co/image/ab6761610000e5ebbc5af9dec3d59aba54b468fa
124,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,Piso 21,8304103,73,1627.875438,6,41,54,https://i.scdn.co/image/ab6761610000e5eb4500483a1ba2e4cb2f8bde67
125,6EiZOxfG8B5evnLH4KnJeF,Dyland & Lenny,Dyland & Lenny,518141,50,108.903121,3,14,25,https://i.scdn.co/image/0c2e920d208e2763c2f62aeaecf17047fa83b354
126,1GAymyGBvB4gQy5Z5LZ1Wj,Lalo Ebratt,Lalo Ebratt,1749774,66,6076.441249,2,64,112,https://i.scdn.co/image/ab6761610000e5eba8efc873570b7e84b101cd46
127,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,Blessd,973872,74,1150.518493,2,33,38,https://i.scdn.co/image/ab6761610000e5ebadc3d9875bcdfdc111ea960c
128,7a0XAaPaK2aDSqa8p3QnC7,Beéle,Beéle,398648,70,816.357942,2,44,54,https://i.scdn.co/image/ab6761610000e5eb386892627f08fd6ab679bee4
129,39yVoqm6sYFvvqF1RciUVf,Carlos Rivera,Carlos Rivera,3645418,72,22191.627678,6,55,95,https://i.scdn.co/image/ab6761610000e5ebd471aab52533508e4bcf9ba4
130,3PAwspMN27PDm81WwXDsMf,Reykon,Reykon,3075775,61,1393.830872,0,31,39,https://i.scdn.co/image/ab6761610000e5eb34b80d042d1280d4bd2ccfa9
131,3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,Silvestre Dangond,3714139,64,1834.003279,6,19,22,https://i.scdn.co/image/ab6761610000e5eb28b853a1c78b14c2cbc5086d
132,0EmeFodog0BfCgMzAIvKQp,Shakira,Shakira,24393175,85,4453.250516,6,25,57,https://i.scdn.co/image/ab6761610000e5eb8136bed5d8a80791bbe9ae23
133,2OnKRchqP7tT0FzTvWIFI7,Wolfine,Wolfine,1458437,58,5.523741,0,5,11,https://i.scdn.co/image/ab6761610000e5eb96b5ff74160fe7fcc9eb930a
134,0TnOYISbd1XYRBk9myaseg,Pitbull,Pitbull,9480300,82,9283.116572,6,57,141,https://i.scdn.co/image/ab6761610000e5eb2dc40ac263ef07c16a95af4e
135,6XFITTl7cFTdopDY3lUdlY,J Alvarez,J Alvarez,4731828,66,5124.764864,0,99,456,https://i.scdn.co/image/ab6761610000e5ebdcc7e2281c5b14a0aecfcb07
136,0j8QSBQZ9MNSGjHr1Vll1R,Natalia Jiménez,Natalia Jiménez,698736,63,3626.097437,6,20,26,https://i.scdn.co/image/ab6761610000e5eb52076f3a1dfff9048a197084
137,3IEvQoAohcGX7CdrbtIle7,Baby Rasta & Gringo,Baby Rasta & Gringo,2687722,62,1024.809956,3,38,89,https://i.scdn.co/image/ab6761610000e5eb3a36f5472c400dc038ac62a8
138,5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""","Tito ""El Bambino""",3181179,68,5765.852098,3,80,143,https://i.scdn.co/image/ab6761610000e5eb872ada5da8b8d530702a84f0
139,16Juw2gfa9IxEL3Vu69cH7,Yaga & Mackie,Yaga & Mackie,415425,60,1670.711903,3,38,58,https://i.scdn.co/image/ab6761610000e5eb021c0743f56ff5fb6091205a
140,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Sebastian Yatra,19625821,81,24700.358507,2,96,194,https://i.scdn.co/image/ab6761610000e5eb28cc5ee1d7ba49cdc7dde27b
141,0KKUc4amZyvswV2YL6WTar,Mariah Angeliq,Mariah Angeliq,338519,70,2277.979402,0,59,73,https://i.scdn.co/image/ab6761610000e5ebb04ebc27a3f90d30701592b1
142,3VHAySZQPlfGlNLslzXYpN,Nathy Peluso,Nathy Peluso,901332,70,197.967962,10,10,12,https://i.scdn.co/image/ab6761610000e5eb7ca7110b14a67b44746a8713
143,1GKIlPFdcewHtpDVCQ8zmJ,Brray,Brray,174287,70,4175.169386,0,106,193,https://i.scdn.co/image/ab6761610000e5ebe007f52ca247a269bb9a8870
144,5mgqYTU6dhKlEdi7DOy4uU,Alberto Stylee,Alberto Stylee,298280,54,1257.376848,3,29,64,https://i.scdn.co/image/ab6761610000e5eba504b22dcb060d9ddf9e9944
145,50sIhX3HytFEwQXZJLUZQE,Alejo,Alejo,22610,69,187.7209,3,16,17,https://i.scdn.co/image/ab6761610000e5eb3cef38d5d22d0db8177ff38a
146,77iZVjeYoYSl5P0K9mIiUE,Haze,Haze,6497,55,16.176704,0,13,18,https://i.scdn.co/image/ab6761610000e5eb465b3ddb4cea09a2762e80ce
147,1Db5GsIoVWYktPoD2nnPZZ,Gloria Trevi,Gloria Trevi,3733169,70,4924.471925,6,29,37,https://i.scdn.co/image/ab6761610000e5eb2688765e9480cbae4c5d691c
148,6iSZjc4kOoKZKiBXK5HbwD,El Chombo,El Chombo,99865,54,0.0,6,3,27,https://i.scdn.co/image/ab6761610000e5ebc4f036427fb4c1b7a0078c70
149,1ADdpen72RPuafRcv0YRBf,Antonio Orozco,Antonio Orozco,1257679,63,7421.593134,6,21,41,https://i.scdn.co/image/ab6761610000e5ebb4d9b8a37cf66beca4e5654e
150,7K9rdoOJSiKXoVXPlSkGKT,Paty Cantú,Paty Cantú,2052805,63,9892.22268,6,35,54,https://i.scdn.co/image/ab6761610000e5eb5409fe5698ee423576bc03d2
151,0eecdvMrqBftK0M1VKhaF4,CNCO,CNCO,9040662,70,1241.055481,6,21,26,https://i.scdn.co/image/ab6761610000e5ebae9279fc395fec19f47872d3
152,7hIqJfRYGBWWT1Qxu6Cpd2,Andy Rivera,Andy Rivera,2529656,66,83.696487,0,17,26,https://i.scdn.co/image/ab6761610000e5eb08d1474f4d74377ca107cda7
153,5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,Alejandro Sanz,6430416,75,5595.424963,6,39,67,https://i.scdn.co/image/ab6761610000e5eb45b242f20217176f7e83857b
154,4vhNDa5ycK0ST968ek7kRr,Carlos Vives,Carlos Vives,5413142,74,13866.768202,6,51,74,https://i.scdn.co/image/ab6761610000e5eb66c1b8fad87dc59892458036
155,5jvQoouPSDvUEwynz5KPpv,Carlinhos Brown,Carlinhos Brown,133595,51,52.575036,6,4,5,https://i.scdn.co/image/ab6761610000e5ebd194c53a2f65bbcbd3a2ffe7
156,52aHqEQZ802daFzuMHfcES,El Cata,El Cata,8905,53,156.040834,6,11,21,https://i.scdn.co/image/ab6761610000e5ebd368fe03846940d105f206b3
157,0yNSzH5nZmHzeE2xn6Xshb,Calle 13,Calle 13,2724557,68,3079.618877,6,15,18,https://i.scdn.co/image/edabfb79fbf3d71ad9d0961a7b199a1470fe5372
158,1QOmebWGB6FdFtW7Bo3F0W,Gustavo Cerati,Gustavo Cerati,3189693,68,846.0942,6,6,8,https://i.scdn.co/image/ab6761610000e5eb6d38c7aebc81afb076354b3b
159,4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,Pedro Capó,1511985,68,6937.77172,6,36,54,https://i.scdn.co/image/ab6761610000e5eb457c9ba97d2dd1342f12eb7f
160,3SUT1jjM5hzZj9TLfLZGIP,Tego Calderon,Tego Calderon,3435632,69,7377.850448,3,43,68,https://i.scdn.co/image/ab6761610000e5eb26cc52c33f40a2a3e1cb47f4
161,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,Enrique Iglesias,10863999,76,3070.235532,6,24,87,https://i.scdn.co/image/ab6761610000e5ebe784d82734a77def7f967703
162,716NhGYqD1jl2wI1Qkgq36,Bizarrap,Bizarrap,6319333,87,9983.596488,10,55,77,https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19
