,source,target,weight,track_name,artists,preview,source_id,target_id,track_id
5021,Alex Gargolas,Baby Rasta & Gringo,3,Quieren Quitarme,"Alex Gargolas, Baby Rasta & Gringo",https://p.scdn.co/mp3-preview/f3039d84d891a6b0a7106d2f3f8b6a1833e9c222?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,3IEvQoAohcGX7CdrbtIle7,0Er5kkssmXQjg3Bx4iSaoF
5022,Alex Gargolas,Daddy Yankee,5,Donde Estan las Gatas,"Alex Gargolas, Daddy Yankee, Nicky Jam",https://p.scdn.co/mp3-preview/325af0c8e487df2432d8836758581971d03b6d1b?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,4VMYDCV2IEDYJArk749S6m,0tIpUUbOYIWqvI50Ksf7D5
5023,Alex Gargolas,Don Chezina,1,Mira Esa Nena,"Alex Gargolas, Don Chezina",https://p.scdn.co/mp3-preview/ad5d69c92efb9c95573b5d8c5d76d3f714010443?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,1ljNTY4uIBecRJmy69UNWt,149DnJRZtydcILVeoBMIjf
5024,Alex Gargolas,Alberto Stylee,5,Besame,"Alex Gargolas, Alberto Stylee, Huicho & Toño",https://p.scdn.co/mp3-preview/b51aaa295e545bf1b756104a2dde7c443e353d4b?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,5mgqYTU6dhKlEdi7DOy4uU,13ixAXXzIgy5XAGRAjqthx
5025,Alex Gargolas,Wisin & Yandel,2,Buscame,"Alex Gargolas, Wisin & Yandel",https://p.scdn.co/mp3-preview/a91f868edf96f6ef2f30b708c02dd20b0a83511f?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,1wZtkThiXbVNtj6hee6dz9,3LRMBPKYZzQ3vluHfzU3ma
5026,Alex Gargolas,Almighty,1,Champion Indiscutible,"Alex Gargolas, Almighty",https://p.scdn.co/mp3-preview/188c21f8c39b94ce280b30509b837d7f81e28d29?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,6P6GTRTigHBp8ZesNtpCKH,0qGap2Sixrap1gnPOU3dnL
5027,Alex Gargolas,Ecko,2,Burlao,"Dani Torres, Ecko, Alex Gargolas, Trainer",https://p.scdn.co/mp3-preview/8fb7a02736983e338e3738dff464cafc90bd4615?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,2Jb9jVnCpWkXtoGznFJ6bF,07gWGfPgcwBfjiF6XolCEV
5028,Alex Gargolas,Brytiago,1,Inocentes,"Alex Gargolas, Lyanno, Brytiago, Alex Rose, Noriel, iZaak, John Hidalgo",https://p.scdn.co/mp3-preview/1b676484d11a7d7180cab777e064b723f68914cc?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,00XhexlJEXQstHimpZN910,7BErD9UIVpUr07RXsX8YyX
5029,Alex Gargolas,Noriel,1,Inocentes,"Alex Gargolas, Lyanno, Brytiago, Alex Rose, Noriel, iZaak, John Hidalgo",https://p.scdn.co/mp3-preview/1b676484d11a7d7180cab777e064b723f68914cc?cid=774b29d4f13844c495f206cafdad9c86,7awyvLSthqOcL5A3hnR1pf,3RtNN1VnooWEn3KQk03DUL,7BErD9UIVpUr07RXsX8YyX
5030,Bad Gyal,Juanka,2,Blin Blin,"Bad Gyal, Juanka",https://p.scdn.co/mp3-preview/ee62cf79851fdd437673f6cc568372b77b21c4f7?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,3Wb38LDP3N4tkobValgE9D,2MgXhhZIdCYCIf15aoUeCw
5031,Bad Gyal,KHEA,1,Judas,"Bad Gyal, KHEA",https://p.scdn.co/mp3-preview/3828b9d259c33a3dc8b6e3980a131f2175929179?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,4m6ubhNsdwF4psNf3R8kwR,1ih62t3JXRxGSo09K5ENpD
5032,Bad Gyal,Rauw Alejandro,2,Zorra - Remix,"Bad Gyal, Rauw Alejandro",https://p.scdn.co/mp3-preview/1657a39260722248a8eb951fe1b0f979b230e16b?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,1mcTU81TzQhprhouKaTkpq,5BgipTL1hGN0nmnAt077Le
5033,Bad Gyal,Ms Nina,1,Despacio (Prod. AC3),"Bad Gyal, Ms Nina",https://p.scdn.co/mp3-preview/31a6a1be3152736fc9f7c29e05d9eb3d6f122ce7?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,43Hr2FjhVehkROIIEb7EfQ,04LT2LwW5cMrIuq4Kvn1rM
5034,Bad Gyal,Beny Jr,1,Flow 2000 - Remix,"Bad Gyal, Beny Jr",https://p.scdn.co/mp3-preview/3f182069402e79753f14e472fddace844f43d8bf?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,22dFwJoRBV51ue5TGnC7Dt,7fRtruULHGuwC0wNRx1HSa
5035,Bad Gyal,Lalo Ebratt,1,Esta Noche,"Lalo Ebratt, Bad Gyal",https://p.scdn.co/mp3-preview/5a51ff0a00cf3ae7f70f4b3f6a1a5dd124f6bddf?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,1GAymyGBvB4gQy5Z5LZ1Wj,1QoEENAyKYSPINEwgBESfu
5036,Bad Gyal,Mariah Angeliq,1,BOBO,"Mariah Angeliq, Bad Gyal, Maria Becerra",https://p.scdn.co/mp3-preview/1f4f39933522b0bd0721e13be36ebc7c2942143c?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,0KKUc4amZyvswV2YL6WTar,52wspfpsfPcsw7pw8dnQyM
5037,Bad Gyal,Maria Becerra,1,BOBO,"Mariah Angeliq, Bad Gyal, Maria Becerra",https://p.scdn.co/mp3-preview/1f4f39933522b0bd0721e13be36ebc7c2942143c?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,1DxLCyH42yaHKGK3cl5bvG,52wspfpsfPcsw7pw8dnQyM
5038,Bad Gyal,Guaynaa,1,Bom Bom,,,4F4pp8NUW08JuXwnoxglpN,0BqURncJM5B1BBu7UM51eq,
5039,Bad Gyal,Omar Montes,1,Alocao (With Bad Gyal),"Omar Montes, Bad Gyal",https://p.scdn.co/mp3-preview/2c79d0fd2a794399ba651d0ba0976b43cb65aaf3?cid=774b29d4f13844c495f206cafdad9c86,4F4pp8NUW08JuXwnoxglpN,3lY9Fxceu60W1rbon7PkuF,6RyuoOJXNzlVWpfC5xQyeI
5040,Eix,Brytiago,1,Infiel,"Eix, Rauw Alejandro, Los Fantastikos, Brytiago",https://p.scdn.co/mp3-preview/6a40cdca9594392677bc827fd6b27b48e095e779?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,00XhexlJEXQstHimpZN910,79B6ZFqXNEBk1cFMdtXVkz
5041,Eix,Rauw Alejandro,1,Infiel,"Eix, Rauw Alejandro, Los Fantastikos, Brytiago",https://p.scdn.co/mp3-preview/6a40cdca9594392677bc827fd6b27b48e095e779?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,1mcTU81TzQhprhouKaTkpq,79B6ZFqXNEBk1cFMdtXVkz
5042,Eix,Cauty,1,Siempre Viva,"Eix, Cauty, Los Fantastikos",https://p.scdn.co/mp3-preview/bfc047ff8750945e6495888d70dec5ef3d25bb18?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,2QUvtLq6oQaX0LNsYY2fas,2ervjBYv8LFO1OSvbLJv7Y
5043,Eix,Brray,1,Pa' La Joda,"Eix, Brray, Los Fantastikos",https://p.scdn.co/mp3-preview/b537acec6c4eb8d9c82e026f6fd540bf48efc17a?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,1GKIlPFdcewHtpDVCQ8zmJ,5dfXv7MHpVHnXTsBKOoKXZ
5044,Eix,Lary Over,1,El Final,"Eix, Lary Over, Los Fantastikos",https://p.scdn.co/mp3-preview/d3d320063e0d3aea4cf79da2a9c47087c91c6388?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,1jSjfSgDjedJdi5MoyRu78,7keHKWyMXGW4YJOuYA18eo
5045,Eix,Darkiel,1,Estaré,"Eix, Darkiel, Los Fantastikos",https://p.scdn.co/mp3-preview/88766cbe6c8e3f72773ab78e776009147244a962?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,4z19QMyPVRwbd4Fs2LisBa,2Q4wdZo5OK2t5zt6xrsxzY
5046,Eix,Eladio Carrion,1,De Visita,"Eix, Eladio Carrion, Valentino, Los Fantastikos",https://p.scdn.co/mp3-preview/6f13d29f984eda08659c062c0c0c00c2c7e6748a?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,5XJDexmWFLWOkjOEjOVX3e,0sO3EpDG192HUXfEZ0fp2o
5047,Eix,Beéle,1,Cuando Te Veo,"Eix, Beéle, Maffio",https://p.scdn.co/mp3-preview/523267a50f3076a9257bbe52fc4a05da6946f47d?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,7a0XAaPaK2aDSqa8p3QnC7,1vkwYB3RIvRC9ZG5KjHdqI
5048,Eix,Dalex,2,Tour - Remix,"Eix, Dalex, Juhn",https://p.scdn.co/mp3-preview/244b1010510a833d7a4b72ebf89f845cb0522d41?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,0KPX4Ucy9dk82uj4GpKesn,6JeMXzPkqDe2gYnO0SlZSd
5049,Eix,Alejo,1,"3 Deseos Remix (with Dalex & Eix, feat. Alejo)","ROBI, Dalex, Eix, Alejo",https://p.scdn.co/mp3-preview/1ae6aa4d73048bbe15c910175f86d0cd4c592d4a?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,50sIhX3HytFEwQXZJLUZQE,7ygbhCP2yANDe8Z4xXpvKk
5050,Eix,Juhn,1,Tour - Remix,"Eix, Dalex, Juhn",https://p.scdn.co/mp3-preview/244b1010510a833d7a4b72ebf89f845cb0522d41?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,2LmcxBak1alK1bf7d1beTr,6JeMXzPkqDe2gYnO0SlZSd
5051,Eix,Rafa Pabön,2,Dios Quiera,"Eix, Rafa Pabön, Jay Music",https://p.scdn.co/mp3-preview/ed13fa8553d46f7cfd2b0ee08eda1bafbe0e301a?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,11YLRSsZA3YVuQQtHXKTlz,7k6JvW345RHB0qmMq9SJSM
5052,Eix,De La Ghetto,1,60 Segundos,"Eix, De La Ghetto, Maffio",https://p.scdn.co/mp3-preview/c8d7fd8706babf6e5ca2662c9f25b84b6b13d485?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,3EiLUeyEcA6fbRPSHkG5kb,5PkPAdBoVPqhQzDvuoVXFl
5053,Eix,Snow Tha Product,1,Aquí Seguimos,"Yubeili, Snow Tha Product, Eix",https://p.scdn.co/mp3-preview/b1f339ea2c105fcc59e914c96c569456bd83bb2d?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,3p3jPcp8b7WL9XYj4xlsWj,3yEDbTeC3hfYKa8AUbINMV
5054,Eix,Kiko el Crazy,1,Desacatao,"Eix, Kiko el Crazy, Chimbala",https://p.scdn.co/mp3-preview/72160a0ffb66ce37276616d24d51ff48e7435aae?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,3NpG6SsHaQETkdQVZH6V1E,767KDEaMynj1ifdQPmmDVS
5055,Eix,Chimbala,1,Desacatao,"Eix, Kiko el Crazy, Chimbala",https://p.scdn.co/mp3-preview/72160a0ffb66ce37276616d24d51ff48e7435aae?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,4VVEpEhC8NcR7AqNEds42U,767KDEaMynj1ifdQPmmDVS
5056,Eix,Luigi 21 Plus,2,Cuernú - Remix,"Eix, Luigi 21 Plus, Los Fantastikos",https://p.scdn.co/mp3-preview/84d5d472276329c9e35622c04f892e7f25ca40cd?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,77GVmrLGuxNEvj2ibvT62v,7B6RCJIy72C40FzpbNEzOr
5057,Eix,Casper Magico,1,Por El,"Eix, Casper Magico, Los Fantastikos",https://p.scdn.co/mp3-preview/36161bd6135d018819ed20aba88ff2ba98f9d593?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,1fux65HMCBvfJHqlBc4Nno,04sd3weNZERGDeFIYa76Tr
5058,Eix,Jamby El Favo,1,Persia - Remix,"Jossef, Jamby El Favo, Eix",https://p.scdn.co/mp3-preview/80176faaad6abfeb092c1bac7f447321e57e3bf4?cid=774b29d4f13844c495f206cafdad9c86,384MqcXCGGFh9UcjI5Tpc5,128ftF9X7Kd7Di2fq3wYVs,3SgybTfx3GWHAcjhK9iPmz
5059,Lil Geniuz,Luar La L,1,Dinero En Movimiento,"Lil Geniuz, Luar La L",https://p.scdn.co/mp3-preview/812ee7ea2d7a7c631994ed4a75d3c49bd106df05?cid=774b29d4f13844c495f206cafdad9c86,7nuTWfojdN0o8d7NGDo71U,4axKuDPr6WKcDCyh8vueTY,0rcYXM0d7nsjsU480o0y1M
5060,Lil Geniuz,Lary Over,1,Anda Deja,"Lary Over, Rauw Alejandro, Lil Geniuz",https://p.scdn.co/mp3-preview/a6fde198a4708f48417644b902babd312c8cb5ae?cid=774b29d4f13844c495f206cafdad9c86,7nuTWfojdN0o8d7NGDo71U,1jSjfSgDjedJdi5MoyRu78,4XFFoNw2VcGkb9JQncYv3T
5061,Lil Geniuz,Rauw Alejandro,1,Anda Deja,"Lary Over, Rauw Alejandro, Lil Geniuz",https://p.scdn.co/mp3-preview/a6fde198a4708f48417644b902babd312c8cb5ae?cid=774b29d4f13844c495f206cafdad9c86,7nuTWfojdN0o8d7NGDo71U,1mcTU81TzQhprhouKaTkpq,4XFFoNw2VcGkb9JQncYv3T
5062,Lil Geniuz,Jamby El Favo,3,Tu Si,,,7nuTWfojdN0o8d7NGDo71U,128ftF9X7Kd7Di2fq3wYVs,
5063,Lil Geniuz,Ele A El Dominio,1,Lento,,,7nuTWfojdN0o8d7NGDo71U,4SzD0wClEg9NKVJZbCRFqS,
5064,Lil Geniuz,Sinfonico,1,Virau,"Jamby El Favo, Sinfonico, Lil Geniuz",https://p.scdn.co/mp3-preview/a428c4ab59963f92a471128012bfcc8cbafaa48f?cid=774b29d4f13844c495f206cafdad9c86,7nuTWfojdN0o8d7NGDo71U,17vZy9fIIt6woqdWfc7UCy,6sPD8oX10cadQwoQQNOiw0
5065,Lil Geniuz,Lito Kirino,1,"No Lo Pienses 2 Veces (feat. Dynel, Tali & Lito Kirino)","Lil Geniuz, Dynel, Tali, Lito Kirino",https://p.scdn.co/mp3-preview/1b1b9fae9abd9694f30d1e6a6f8facf96e6cd1e7?cid=774b29d4f13844c495f206cafdad9c86,7nuTWfojdN0o8d7NGDo71U,68w2t0wbrGnxSIUHzWs5bt,6jskuvGuW9iEahbTS7lmpw
5066,Lola Indigo,TINI,2,La Niña de la Escuela,"Lola Indigo, TINI, Belinda",https://p.scdn.co/mp3-preview/779dae6326da2c2325a5eb14e72b411a306efcf5?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,7vXDAI8JwjW531ouMGbfcp,1g4cZvi0nLeeIycd0Rkljj
5067,Lola Indigo,Belinda,1,La Niña de la Escuela,"Lola Indigo, TINI, Belinda",https://p.scdn.co/mp3-preview/779dae6326da2c2325a5eb14e72b411a306efcf5?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,5LeiVcEnsZcwc133TUhJNW,1g4cZvi0nLeeIycd0Rkljj
5068,Lola Indigo,KHEA,2,CULO,"Lola Indigo, KHEA",https://p.scdn.co/mp3-preview/457a4ae2d5edb4b1c1d46aef752f49b345e37811?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,4m6ubhNsdwF4psNf3R8kwR,3yFs4gbww3IJBj1vxy5lQl
5069,Lola Indigo,Mala Rodríguez,3,Mujer Bruja,"Lola Indigo, Mala Rodríguez",https://p.scdn.co/mp3-preview/171f330ae7b1555b72a1b00883467e785aba28ae?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,3Ces1OJeGOVGcUB0wPaPXJ,6Uq5KriUfm2VKz5hEW4jXb
5070,Lola Indigo,Guaynaa,2,CALLE,"Lola Indigo, Guaynaa, Cauty",https://p.scdn.co/mp3-preview/3306eea6012bf17664c00c3398d7bc355e87458a?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,0BqURncJM5B1BBu7UM51eq,37Klt3n4bnXPiJ00panVT9
5071,Lola Indigo,Cauty,2,CALLE,"Lola Indigo, Guaynaa, Cauty",https://p.scdn.co/mp3-preview/3306eea6012bf17664c00c3398d7bc355e87458a?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,2QUvtLq6oQaX0LNsYY2fas,0BS1yp2HENnXeH0aRRcEOE
5072,Lola Indigo,Beret,2,cómo te va?,"Lola Indigo, Beret",https://p.scdn.co/mp3-preview/31d9fda10d1515245a7690dcf348ac09358e4332?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,0ZHPrnImGh4re3TbSNkoZl,3lf6mWt6LkbQ4OarnxrBGD
5073,Lola Indigo,Lyanno,1,CA$H,"Lola Indigo, Lyanno",https://p.scdn.co/mp3-preview/8d8fdb9958dff077f4263af83d89014c26a88c89?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,1Ts9of7VPZElwPQnqnDSfW,3DAeWjZxudHepgsy8O6Lkn
5074,Lola Indigo,Rauw Alejandro,2,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",https://p.scdn.co/mp3-preview/11ef6c349c21608c14b6acb28bb8d4103e8c6837?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,1mcTU81TzQhprhouKaTkpq,5Bsc0iJArTicGddOWM2s0J
5075,Lola Indigo,Lalo Ebratt,4,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",https://p.scdn.co/mp3-preview/11ef6c349c21608c14b6acb28bb8d4103e8c6837?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,1GAymyGBvB4gQy5Z5LZ1Wj,5Bsc0iJArTicGddOWM2s0J
5076,Lola Indigo,Don Patricio,2,Lola Bunny,"Lola Indigo, Don Patricio",https://p.scdn.co/mp3-preview/cf6230d203879a90fc318383c938eb6a8c7f720c?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,6vPXtLmNd3mW0dd1Rb9eQ9,5CNxbzsILTRDcahAZzvEee
5077,Lola Indigo,Maikel Delacalle,1,Subliminal,"Lola Indigo, Maikel Delacalle, The Rudeboyz",https://p.scdn.co/mp3-preview/af35f3aeeb62267cb585d7757ac3f54ff2939dcd?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,2t7vyRN71qtQT18frElAnV,3VPAor9RbEg7lMm6TC9rPM
5078,Lola Indigo,FMK,1,Antes Que Salga el Sol,"FMK, Lola Indigo",https://p.scdn.co/mp3-preview/eaae7cc90c102ecf428ee81e09b2fd649c6820ed?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,0dUyjgCyjfj5eMx6bX2TWf,1AMLLqsBHzMW7PYlc3mKTA
5079,Lola Indigo,Alejo,1,Humedad - Remix,"Saiko, Lola Indigo, Alejo",https://p.scdn.co/mp3-preview/73928d1bc03806c6a1d1631513acd5d1da8cacfd?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,50sIhX3HytFEwQXZJLUZQE,6JhhDlJAT1afRYjCL6qsCo
5080,Lola Indigo,Rvfv,2,Romeo Y Julieta,"Lola Indigo, Rvfv",https://p.scdn.co/mp3-preview/8ea2976a973f615d2c7cf02661bc9216613c306a?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,2CCgb0KApjfQDuTppovpf8,0dgv9ErGcMgZO629zSAbQL
5081,Lola Indigo,Mariah Angeliq,1,Chivirika - Remix,"El Villanord, Mariah Angeliq, Lola Indigo, Jon Z, Nesi, Yailin la Mas Viral",https://p.scdn.co/mp3-preview/68c7c14cfa1276233bbf6e861b7092d9fe4b416c?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,0KKUc4amZyvswV2YL6WTar,0u8glMfKNxpiArg4YOlT9I
5082,Lola Indigo,Jon Z,1,Chivirika - Remix,"El Villanord, Mariah Angeliq, Lola Indigo, Jon Z, Nesi, Yailin la Mas Viral",https://p.scdn.co/mp3-preview/68c7c14cfa1276233bbf6e861b7092d9fe4b416c?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,5bWUlnPx9OYKsLiUJrhCA1,0u8glMfKNxpiArg4YOlT9I
5083,Lola Indigo,Maria Becerra,1,High (Remix),"Maria Becerra, TINI, Lola Indigo",https://p.scdn.co/mp3-preview/f725eedbc4f9ebe45536d96b62995ee5decb9049?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,1DxLCyH42yaHKGK3cl5bvG,2HpbDdD3JLpAPMJFYCeC6o
5084,Lola Indigo,Danna Paola,1,Santería,"Lola Indigo, Danna Paola, Denise Rosenthal",https://p.scdn.co/mp3-preview/50971d62eee3d7d65c322bf375c9ab239d7061d1?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,5xSx2FM8mQnrfgM1QsHniB,3VArTR8VPyOEiITj8SJMLv
5085,Lola Indigo,Cupido,1,"Autoestima (Feat. Lola Indigo, Alizzz) - Remix","Cupido, Lola Indigo, Alizzz",https://p.scdn.co/mp3-preview/c6cd28263b663fc91a5dd3008a8edcdcce605143?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,4cK5uxWRVJ3QOSfaBMX2Ex,7cmRd1iwDaANckyPHSOv5V
5086,Lola Indigo,Alizzz,1,"Autoestima (Feat. Lola Indigo, Alizzz) - Remix","Cupido, Lola Indigo, Alizzz",https://p.scdn.co/mp3-preview/c6cd28263b663fc91a5dd3008a8edcdcce605143?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,23herDudxPBB3S81GB5uG3,7cmRd1iwDaANckyPHSOv5V
5087,Lola Indigo,Yera,1,Borracha - Remix,"Yera, Juan Magán, Lola Indigo, De La Ghetto",https://p.scdn.co/mp3-preview/28f3a0cf948009accb24f0c7c6710f97d39db559?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,1vrahybrKylgwkjhbmOz94,3fIEn3mzvbiitusEwMpCxs
5088,Lola Indigo,Juan Magán,1,Borracha - Remix,"Yera, Juan Magán, Lola Indigo, De La Ghetto",https://p.scdn.co/mp3-preview/28f3a0cf948009accb24f0c7c6710f97d39db559?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,1ackd5XprZEkH3McKbQD51,3fIEn3mzvbiitusEwMpCxs
5089,Lola Indigo,De La Ghetto,1,Borracha - Remix,"Yera, Juan Magán, Lola Indigo, De La Ghetto",https://p.scdn.co/mp3-preview/28f3a0cf948009accb24f0c7c6710f97d39db559?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,3EiLUeyEcA6fbRPSHkG5kb,3fIEn3mzvbiitusEwMpCxs
5090,Lola Indigo,Joey Montana,1,Ya No Quiero Ná - RMX,"Lola Indigo, Joey Montana, Charly Black",https://p.scdn.co/mp3-preview/d7cac42809e45e6afe6ee758300a3a7e6f32e102?cid=774b29d4f13844c495f206cafdad9c86,3bvfu2KAve4lPHrhEFDZna,3ATyg4fGC9F8trfb0GRWmX,2rwPMgU3ZtNYodZPmRumJ1
5091,Leebrian,De La Ghetto,2,Preseo,"Leebrian, De La Ghetto, KEVVO, Noriel",https://p.scdn.co/mp3-preview/936651b4f37652c98273e9db5373577fa0491ced?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,3EiLUeyEcA6fbRPSHkG5kb,3ugqzhF2vEIpaSzrDdqHQC
5092,Leebrian,KEVVO,2,Preseo,"Leebrian, De La Ghetto, KEVVO, Noriel",https://p.scdn.co/mp3-preview/936651b4f37652c98273e9db5373577fa0491ced?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,4QrBoWLm2WNlPdbFhmlaUZ,3ugqzhF2vEIpaSzrDdqHQC
5093,Leebrian,Noriel,2,Preseo,"Leebrian, De La Ghetto, KEVVO, Noriel",https://p.scdn.co/mp3-preview/936651b4f37652c98273e9db5373577fa0491ced?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,3RtNN1VnooWEn3KQk03DUL,3ugqzhF2vEIpaSzrDdqHQC
5094,Leebrian,Fuego,2,Kiko,"Leebrian, Fuego",https://p.scdn.co/mp3-preview/a2a00eaa9efe403a6ae25f865a2dde0a800b1538?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,7wU2WGCJ8HxkekHHE2QLul,3KT3mYiWpDjsUUGoCr8efq
5095,Leebrian,Mariah Angeliq,1,Yugo Desigual,"Leebrian, Mariah Angeliq",https://p.scdn.co/mp3-preview/a6440f057bfde6da0ea99bc23d47763bb961896a?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,0KKUc4amZyvswV2YL6WTar,185qu5OkP8BVwbIQ9XfPBa
5096,Leebrian,Chanell,2,Bandido,"Leebrian, Chanell",https://p.scdn.co/mp3-preview/617494e9a7b7c79532bd0a2ed67661d14bc95534?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,5cDfQlhT80II3f2ECXm6oA,4bxNGpBuzoCAwFrj512lgM
5097,Leebrian,Amenazzy,1,Un Ft.,"Leebrian, Amenazzy",https://p.scdn.co/mp3-preview/a5e5b2c207d10694c02c789094ff44a159d988e3?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,6kq4GHwUcUojGIu0ziSNXf,4OKPbyvx5tteMwQoh7xXgS
5098,Leebrian,Dalex,1,Otro Dia,,,40lro6xpFS9TxV2uC7yvs4,0KPX4Ucy9dk82uj4GpKesn,
5099,Leebrian,Big Soto,1,Ziploc Reboot,"YUNG BOI, Big Soto, Leebrian, Brray",https://p.scdn.co/mp3-preview/2474b8e46218827055d43063bac2435cf3ee28c3?cid=774b29d4f13844c495f206cafdad9c86,40lro6xpFS9TxV2uC7yvs4,2TQ4CGgxxCWHqa9yYIGDoU,0A3UxZMycbqQCR4dwAF1jB
