,source,target,weight,track_name,artists,preview,source_id,target_id,track_id
1160,Eladio Carrion,Gigolo Y La Exce,1,Nuevo,,,5XJDexmWFLWOkjOEjOVX3e,7lCRuW6BSXGAsxuQV9lR0i,
1161,Eladio Carrion,Mau y Ricky,1,No Puede Ser - con Eladio Carrion,"Mau y Ricky, Eladio Carrion",https://p.scdn.co/mp3-preview/46156c96be4ec0ef7b9b048c63599d179f83cd4c?cid=774b29d4f13844c495f206cafdad9c86,5XJDexmWFLWOkjOEjOVX3e,2wkoKEfS6dXwThbyTnZWFU,6X1zhbLzOH4Pw5ip4MTnM1
1162,Lunay,Chris Jedi,3,VUDÚ,"Lunay, Chris Jedi, Chencho Corleone",https://p.scdn.co/mp3-preview/f0c581a40eb5d319c84156516e4781b05d74d4dd?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,0qTZZWLzuD59Un5r1speHm,24YLHalbl2ePQbEXiKqKcP
1163,Lunay,Bryant Myers,1,OTRA NO,"Lunay, Bryant Myers, Zion",https://p.scdn.co/mp3-preview/8a5fba2d12d873fcf9f7c55038e9fc50401ae652?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,6w9ToX5slZ4uIdmD17hJ3c,3f2K8tmTI3mHzojNYqae4h
1164,Lunay,Zion,1,OTRA NO,"Lunay, Bryant Myers, Zion",https://p.scdn.co/mp3-preview/8a5fba2d12d873fcf9f7c55038e9fc50401ae652?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1pgDilWYDWLoOgGjf1iHNu,3f2K8tmTI3mHzojNYqae4h
1165,Lunay,Chanell,1,LA MINI,"Lunay, Juliito, Chanell",https://p.scdn.co/mp3-preview/aa88768301a85b66d40e8db6cd4823dc092b8cf1?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,5cDfQlhT80II3f2ECXm6oA,0VgcHeHNVJlDN8U1BuoksG
1166,Lunay,Ozuna,6,Aventura,"Lunay, Ozuna, Anuel AA",https://p.scdn.co/mp3-preview/cc51376585e11200301f9e68d8248bb52e726bf7?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1i8SpTcr7yvPOmcqrbnVXY,37zdqI4r1gswIzczSBkRon
1167,Lunay,Anuel AA,5,Aventura,"Lunay, Ozuna, Anuel AA",https://p.scdn.co/mp3-preview/cc51376585e11200301f9e68d8248bb52e726bf7?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2R21vXR83lH98kGeO99Y66,37zdqI4r1gswIzczSBkRon
1168,Lunay,Myke Towers,6,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,7iK8PXO48WeuP03g8YR51W,1QaCsLoKEWVujL3owyyei4
1169,Lunay,Daddy Yankee,1,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",https://p.scdn.co/mp3-preview/97aa758831ec341e1cfd8f8f507d53422400948c?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,4VMYDCV2IEDYJArk749S6m,1c0hsvHLELX6y8qymnpLKL
1170,Lunay,Bad Bunny,1,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",https://p.scdn.co/mp3-preview/97aa758831ec341e1cfd8f8f507d53422400948c?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,4q3ewBCX7sLwd24euuV69X,1c0hsvHLELX6y8qymnpLKL
1171,Lunay,Wisin & Yandel,3,Mi Favorita,"Lunay, Wisin & Yandel",https://p.scdn.co/mp3-preview/be1d68cd76b6886ed62dc527abef10126c4eb13f?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1wZtkThiXbVNtj6hee6dz9,439FqaiIK6wg9eIzm4HPgL
1172,Lunay,Darell,4,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1TtXnWcUs0FCkaZDPGYHdf,1QaCsLoKEWVujL3owyyei4
1173,Lunay,Lyanno,3,A Solas - Remix,"Lunay, Lyanno, Anuel AA, Brytiago, Alex Rose",https://p.scdn.co/mp3-preview/a1bb0f255dd5dded61b2e97bbb6e59c07b7bacc3?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1Ts9of7VPZElwPQnqnDSfW,1fXEkSum1vbTa3w0yvYzYW
1174,Lunay,Brytiago,3,A Solas - Remix,"Lunay, Lyanno, Anuel AA, Brytiago, Alex Rose",https://p.scdn.co/mp3-preview/a1bb0f255dd5dded61b2e97bbb6e59c07b7bacc3?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,00XhexlJEXQstHimpZN910,1fXEkSum1vbTa3w0yvYzYW
1175,Lunay,Alex Rose,2,A Solas - Remix,"Lunay, Lyanno, Anuel AA, Brytiago, Alex Rose",https://p.scdn.co/mp3-preview/a1bb0f255dd5dded61b2e97bbb6e59c07b7bacc3?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2DspEsT7UXGKd2VaaedgG4,1fXEkSum1vbTa3w0yvYzYW
1176,Lunay,Luis Fonsi,1,Un Ratito,"Alok, Luis Fonsi, Lunay, Lenny Tavárez, Juliette",https://p.scdn.co/mp3-preview/f7c8b512944ea5eafcd8060a5f60da9d56934645?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,4V8Sr092TqfHkfAA5fXXqG,7m4EYPEEFkhI5aEsM5Tgo0
1177,Lunay,Lenny Tavárez,2,Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",https://p.scdn.co/mp3-preview/16549475ffe08ce09987c3c0fac0d339940444ae?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1pQWsZQehhS4wavwh7Fnxd,7iHHlCbsFou5DZSW5HCPfs
1178,Lunay,Boza,1,Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",https://p.scdn.co/mp3-preview/16549475ffe08ce09987c3c0fac0d339940444ae?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2NfSBtmWe7oPw1EmetJVso,7iHHlCbsFou5DZSW5HCPfs
1179,Lunay,Juhn,1,Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",https://p.scdn.co/mp3-preview/16549475ffe08ce09987c3c0fac0d339940444ae?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2LmcxBak1alK1bf7d1beTr,7iHHlCbsFou5DZSW5HCPfs
1180,Lunay,Beéle,2,Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",https://p.scdn.co/mp3-preview/16549475ffe08ce09987c3c0fac0d339940444ae?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,7a0XAaPaK2aDSqa8p3QnC7,7iHHlCbsFou5DZSW5HCPfs
1181,Lunay,Pacho El Antifeka,1,Tú Recuerdo,,,47MpMsUfWtgyIIBEFOr4FE,03Enzet8KLMkjdeQnbqbmn,
1182,Lunay,Nicki Nicole,1,No Toque Mi Naik,"Nicki Nicole, Lunay",https://p.scdn.co/mp3-preview/521f00deabd5a849f06dfe9fe350ea98c26a3311?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2UZIAOlrnyZmyzt1nuXr9y,0TBbNYzmtCfN5cpZSCVNIz
1183,Lunay,Mora,1,Cuándo Será,"Mora, Lunay",https://p.scdn.co/mp3-preview/0b8b4af46b3bead8be17affb47682f669ea371d4?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,0Q8NcsJwoCbZOHHW63su5S,68Oy57uVLa2uZdWcYNi6M4
1184,Lunay,Wisin,1,En Mi Habitación,"Wisin, Lunay, Rauw Alejandro, Los Legendarios",https://p.scdn.co/mp3-preview/07890c32a183c7b559e739f09c0a1511ae9d37ae?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,3E6xrwgnVfYCrCs0ePERDz,4ie9colBgieHEOULuCfK3E
1185,Lunay,Rauw Alejandro,5,Fantasia Sexual,"Lunay, Brytiago, Revol, Myke Towers, Rauw Alejandro",https://p.scdn.co/mp3-preview/2dd1381245decfccdfaf60f3528901c8df7e6bb6?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1mcTU81TzQhprhouKaTkpq,2Gbdc2PNfE5tXu9ujCxEiQ
1186,Lunay,Los Legendarios,1,En Mi Habitación,"Wisin, Lunay, Rauw Alejandro, Los Legendarios",https://p.scdn.co/mp3-preview/07890c32a183c7b559e739f09c0a1511ae9d37ae?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,0n6sKrG0xKAf8xmdqeNGke,4ie9colBgieHEOULuCfK3E
1187,Lunay,Revol,1,Fantasia Sexual,"Lunay, Brytiago, Revol, Myke Towers, Rauw Alejandro",https://p.scdn.co/mp3-preview/2dd1381245decfccdfaf60f3528901c8df7e6bb6?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2wYOpkTJZGByNEOjEnSmoW,2Gbdc2PNfE5tXu9ujCxEiQ
1188,Lunay,Jhay Cortez,2,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,0EFisYRi20PTADoJrifHrz,1QaCsLoKEWVujL3owyyei4
1189,Lunay,Arcangel,1,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,4SsVbpTthjScTS7U2hmr1X,1QaCsLoKEWVujL3owyyei4
1190,Lunay,Ñengo Flow,1,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,12vb80Km0Ew53ABfJOepVz,1QaCsLoKEWVujL3owyyei4
1191,Lunay,Brray,1,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,1GKIlPFdcewHtpDVCQ8zmJ,1QaCsLoKEWVujL3owyyei4
1192,Lunay,Joyce Santana,1,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",https://p.scdn.co/mp3-preview/344c5c43f5697a0ae434e3cff0944db7903a2006?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,4zOhMWD0LoBe2nP7s9cHhX,1QaCsLoKEWVujL3owyyei4
1193,Lunay,Haze,1,Prendemos,"Haze, Jhay Cortez, Lunay",https://p.scdn.co/mp3-preview/f94644478c2c78c2d47774843f9994634bca780c?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,77iZVjeYoYSl5P0K9mIiUE,3YLbntjcsRoButdoVta3rq
1194,Lunay,Zion & Lennox,1,Llegale,"Lunay, Zion & Lennox",https://p.scdn.co/mp3-preview/efa11b32de32b040c583eb88d5220f66ebb06d95?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,21451j1KhjAiaYKflxBjr1,4vK8Kvyw1mabkMXJqbZOZT
1195,Lunay,Orishas,1,Como Suena el Piano - Remix,"Arthur Hanlon, Orishas, Lunay",https://p.scdn.co/mp3-preview/b9de099353a5b43d5719353a0f8d76cb0e0e5d29?cid=774b29d4f13844c495f206cafdad9c86,47MpMsUfWtgyIIBEFOr4FE,2gKYxTUOqw9aPt7ljMwSHT,6683AbF6x6v7DtB7kY4uEA
1196,Marc Anthony,LA INDIA,1,Vivir Lo Nuestro,"LA INDIA, Marc Anthony",https://p.scdn.co/mp3-preview/68219b0e962c992da1a04e9881592d2c7a079513?cid=774b29d4f13844c495f206cafdad9c86,4wLXwxDeWQ8mtUIRPxGiD6,3NIZFmehJM8YiGpCdihlck,4UXdWLgdsdmkeOFABIGwZY
1197,Marc Anthony,Leslie Grace,1,Home All Summer (from In The Heights),"Leslie Grace, Marc Anthony, Anthony Ramos",https://p.scdn.co/mp3-preview/46a5586e6bade6deb29c0e661119192c58587aca?cid=774b29d4f13844c495f206cafdad9c86,4wLXwxDeWQ8mtUIRPxGiD6,6BeO1KuAWBqFriL1mLHtNc,57YzzWcqVz4AcQQsIh8pIq
1198,Marc Anthony,Daddy Yankee,1,De Vuelta Pa' La Vuelta,"Daddy Yankee, Marc Anthony",https://p.scdn.co/mp3-preview/3f73ea69b7947dc103262b52938a90ee22844869?cid=774b29d4f13844c495f206cafdad9c86,4wLXwxDeWQ8mtUIRPxGiD6,4VMYDCV2IEDYJArk749S6m,7AUhck1sPy11OExQmDDx4P
1199,Marc Anthony,India Martinez,1,Convénceme,"India Martinez, Marc Anthony",https://p.scdn.co/mp3-preview/a3d15fc5f86bd0d9b17754c5cfe3df61a114449b?cid=774b29d4f13844c495f206cafdad9c86,4wLXwxDeWQ8mtUIRPxGiD6,6FOpWOxsjQxKEbLiJpU1xV,12oFSoib1tf0r2rd1Fgsfe
1200,Marc Anthony,Bad Bunny,1,Está Rico,"Marc Anthony, Will Smith, Bad Bunny",https://p.scdn.co/mp3-preview/d345cdef8cf053c618aa52d99f26971bd2c1aa98?cid=774b29d4f13844c495f206cafdad9c86,4wLXwxDeWQ8mtUIRPxGiD6,4q3ewBCX7sLwd24euuV69X,2wRkBumdItthjYP9XknImg
1201,Marc Anthony,Pitbull,1,Armada Latina,"Cypress Hill, Marc Anthony, Pitbull",https://p.scdn.co/mp3-preview/9c6456fd9aac1f8bcdd06ae1d939dc51106ce07f?cid=774b29d4f13844c495f206cafdad9c86,4wLXwxDeWQ8mtUIRPxGiD6,0TnOYISbd1XYRBk9myaseg,6Mll2CRQ6neUAIPYJTEOgu
1202,Pacho El Antifeka,Nicky Jam,2,Triste,"Pacho El Antifeka, Nicky Jam",https://p.scdn.co/mp3-preview/14e661cf74063a67278da9f6be13929fd2afae42?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1SupJlEpv7RS2tPNRaHViT,4TG6iOIXRXtt6pdvs1qsbu
1203,Pacho El Antifeka,Rauw Alejandro,1,Tú No Eras Así,"Pacho El Antifeka, Rauw Alejandro",https://p.scdn.co/mp3-preview/783a8b7cf20f69e5d2bf82c10b00c8bb44404b12?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1mcTU81TzQhprhouKaTkpq,6h1UftIKsK3dn9RJXhx4G9
1204,Pacho El Antifeka,Luar La L,2,Contigo y la Calle,"Pacho El Antifeka, Luar La L",https://p.scdn.co/mp3-preview/cecc92256829ce83fbf93ea51e019a5987f506c9?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,4axKuDPr6WKcDCyh8vueTY,0yP7X43tTVUIGZsgmD8z3m
1205,Pacho El Antifeka,Kendo Kaponi,1,Solita,"Pacho El Antifeka, Kendo Kaponi",https://p.scdn.co/mp3-preview/78c31db50145cf51b15fc5cd1370b785f2fd589e?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1WMwuNKzEFtU6pPkdtryYS,0WTH8i8OxFOSZ4d2gwnga1
1206,Pacho El Antifeka,Brytiago,1,Adicto,"Pacho El Antifeka, Brytiago",https://p.scdn.co/mp3-preview/d1f6f729e89c3443826f1aa37f914222dd65612c?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,00XhexlJEXQstHimpZN910,44WRHWS5fYtKCUqouNhlEC
1207,Pacho El Antifeka,Juanka,4,Me La Engancho,"Juliito, Juanka, Pacho El Antifeka",https://p.scdn.co/mp3-preview/c6e8b510ad783f4403ff4dcef019b906a8bfd52f?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,3Wb38LDP3N4tkobValgE9D,0WpaoB9ub7u9iF9hcxUMFi
1208,Pacho El Antifeka,Pusho,1,Mas Duro Que Ayer,"Pacho El Antifeka, Juanka, Pusho, Juliito, Baby Johnny, Hanzel",https://p.scdn.co/mp3-preview/77663dae08ee74ac1393ceb496f49d665db710fa?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,2qbEtwBVyobgpNP5KcHE9J,5HotDH25RO05XinOVtpBEj
1209,Pacho El Antifeka,DJ Luian,1,Over,"Pacho El Antifeka, DJ Luian",https://p.scdn.co/mp3-preview/63291130ed96081c2864be5a1cb086ed91739535?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,64aJYyrXljOodnUG6jvhRD,16CMEb89hJdL4kTmGsQCzp
1210,Pacho El Antifeka,Lunay,2,Tú Recuerdo,"Pacho El Antifeka, Lunay",https://p.scdn.co/mp3-preview/d79606b432fb719615455ee4a5ae27fab7a198be?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,47MpMsUfWtgyIIBEFOr4FE,78U1G7P2XMZ1d3TZOdIt5F
1211,Pacho El Antifeka,Arcangel,1,Te Conozco Bien,"Pacho El Antifeka, Arcangel",https://p.scdn.co/mp3-preview/6f4770ff6bcdb4ed5c8da7dd4569d2d16b93c70e?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,4SsVbpTthjScTS7U2hmr1X,6a9pRlYsxVJA7CXE9GYkot
1212,Pacho El Antifeka,Alex Rose,2,Olvidate De El,"Pacho El Antifeka, Alex Rose",https://p.scdn.co/mp3-preview/fdd7bff61866ec38da8c47a22856a74f43ed4515?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,2DspEsT7UXGKd2VaaedgG4,17JYMjhaaGST5dJOjqG5hI
1213,Pacho El Antifeka,El Jincho,1,Amores Vienen y Van,"Pacho El Antifeka, El Jincho",https://p.scdn.co/mp3-preview/2ffafacd2262e48517b56f17ea9e44c1cda9aec5?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,2w1wJcGdJQ4Lw08oKBnDsw,33J6KGXdydfuyKwoMrgsi0
1214,Pacho El Antifeka,Nio Garcia,2,¿Qué Será?,"Pacho El Antifeka, Nio Garcia, Casper Magico",https://p.scdn.co/mp3-preview/89c537357bf8d4b03a06aa255831158a8e0f3cc1?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,5hdhHgpxyniooUiQVaPxQ0,0PjYwUjPRxqfsrxLc2kyNX
1215,Pacho El Antifeka,Casper Magico,2,¿Qué Será?,"Pacho El Antifeka, Nio Garcia, Casper Magico",https://p.scdn.co/mp3-preview/89c537357bf8d4b03a06aa255831158a8e0f3cc1?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1fux65HMCBvfJHqlBc4Nno,0PjYwUjPRxqfsrxLc2kyNX
1216,Pacho El Antifeka,Nino Freestyle,1,Contigo y La Calle - Remix,"Pacho El Antifeka, Luar La L, Juliito, Nino Freestyle",https://p.scdn.co/mp3-preview/860482ec4d6b1e7934ddc88034655a11946f99d8?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1AACxWCwNIa3ecOBQJnXRV,0XHkrqtDS03mwxdsSIMk7L
1217,Pacho El Antifeka,Jay Wheeler,3,No Te Veo - Remix,"Pacho El Antifeka, Jay Wheeler, Wisin & Yandel",https://p.scdn.co/mp3-preview/f0d6a7f948a6f879e07e764370b75cac060f1de2?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,2cPqdH7XMvwaBJEVjheH8g,4NDIXOvmcKopGcRfs48IyV
1218,Pacho El Antifeka,Wisin & Yandel,2,No Te Veo - Remix,"Pacho El Antifeka, Jay Wheeler, Wisin & Yandel",https://p.scdn.co/mp3-preview/f0d6a7f948a6f879e07e764370b75cac060f1de2?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1wZtkThiXbVNtj6hee6dz9,4NDIXOvmcKopGcRfs48IyV
1219,Pacho El Antifeka,Jamby El Favo,1,Codigos 2.0,"Falsetto, Jamby El Favo, Pacho El Antifeka, Alex Got, Cirilo El Sakamostro",https://p.scdn.co/mp3-preview/7318f61a5ee9d44f24ef65a9cfcc833389c71e37?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,128ftF9X7Kd7Di2fq3wYVs,0nNCq3rsNZ2r6B7md3CE5F
1220,Pacho El Antifeka,Ovi,1,Antifeca,"El Taiger, Pacho El Antifeka, Ovi",https://p.scdn.co/mp3-preview/6ed981a4a4c6bf1422f18d1d031171399ab75ed8?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,4o0NtnL2m0lzZmEdRas1qv,5yICG63Beg004Wqpx5VyZS
1221,Pacho El Antifeka,Milly,1,Piquete - Remix,"Lionixx, Pacho El Antifeka, Milly, Los Fantastikos",https://p.scdn.co/mp3-preview/483009ef6142a2ffae301976b0b4c7f69657e505?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,7kXCcNRLEnblbTAppPraBp,05mnamD1gglo6gBlgEPU03
1222,Pacho El Antifeka,Farruko,1,"Pa' Morir Se Nace (feat. Wisin, Juanka) - Remix","Pacho El Antifeka, Farruko, Cosculluela, Juanka, Wisin",https://p.scdn.co/mp3-preview/d8c0183e7ad50019a39d445dcbe81208c1a84fb4?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,329e4yvIujISKGKz1BZZbO,2buKZ1TD3cUGGEnQDCicVK
1223,Pacho El Antifeka,Cosculluela,1,"Pa' Morir Se Nace (feat. Wisin, Juanka) - Remix","Pacho El Antifeka, Farruko, Cosculluela, Juanka, Wisin",https://p.scdn.co/mp3-preview/d8c0183e7ad50019a39d445dcbe81208c1a84fb4?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,00me4Ke1LsvMxt5kydlMyU,2buKZ1TD3cUGGEnQDCicVK
1224,Pacho El Antifeka,Wisin,1,"Pa' Morir Se Nace (feat. Wisin, Juanka) - Remix","Pacho El Antifeka, Farruko, Cosculluela, Juanka, Wisin",https://p.scdn.co/mp3-preview/d8c0183e7ad50019a39d445dcbe81208c1a84fb4?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,3E6xrwgnVfYCrCs0ePERDz,2buKZ1TD3cUGGEnQDCicVK
1225,Pacho El Antifeka,KEVVO,1,En La High,"Pacho El Antifeka, KEVVO, Brray",https://p.scdn.co/mp3-preview/11797df54a52e3fc70ecf6c1df63b30a451a40d8?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,4QrBoWLm2WNlPdbFhmlaUZ,6LvfWcBOSr3rU23kYc4pzO
1226,Pacho El Antifeka,Brray,1,En La High,"Pacho El Antifeka, KEVVO, Brray",https://p.scdn.co/mp3-preview/11797df54a52e3fc70ecf6c1df63b30a451a40d8?cid=774b29d4f13844c495f206cafdad9c86,03Enzet8KLMkjdeQnbqbmn,1GKIlPFdcewHtpDVCQ8zmJ,6LvfWcBOSr3rU23kYc4pzO
1227,"Héctor ""El Father""",Ken-Y,7,Te Vas,,,2TjgzYcbTdsZjbT9OItIeB,4DYFVNKZ1uixa6SQTvzQwJ,
1228,"Héctor ""El Father""",Alexis y Fido,1,Eso Ehh (feat. Alexis y Fido) - Live,,,2TjgzYcbTdsZjbT9OItIeB,7tU1VKOuxiNZwBZC6RHidA,
1229,"Héctor ""El Father""",Yomo,9,Que Se Sienta (feat. Yomo),,,2TjgzYcbTdsZjbT9OItIeB,4myAXQmMuS1lZe8T6Y7eBg,
1230,"Héctor ""El Father""",Víctor Manuelle,3,No Hay Nadie (feat. Victor Manuelle & Yomo),,,2TjgzYcbTdsZjbT9OItIeB,4N5fp4zhTsVITZTVfsXpc2,
1231,"Héctor ""El Father""","Franco ""El Gorilla""",1,Aprieta,,,2TjgzYcbTdsZjbT9OItIeB,2biH2I1TvZlIIIc5W14oIJ,
1232,"Héctor ""El Father""",Wisin,2,"Sácala (feat. Don Omar, Wisin & Yandel)",,,2TjgzYcbTdsZjbT9OItIeB,3E6xrwgnVfYCrCs0ePERDz,
1233,"Héctor ""El Father""",Don Omar,3,Sacala,,,2TjgzYcbTdsZjbT9OItIeB,33ScadVnbm2X8kkUqOkC6Z,
1234,"Héctor ""El Father""",Yandel,1,"Sácala (feat. Don Omar, Wisin & Yandel)",,,2TjgzYcbTdsZjbT9OItIeB,0eHQ9o50hj6ZDNBt6Ys1sD,
1235,"Héctor ""El Father""","Tito ""El Bambino""",1,Noche de Terror,,,2TjgzYcbTdsZjbT9OItIeB,5fJsY7afrbsyzJj9wdzJMh,
1236,"Héctor ""El Father""",Daddy Yankee,2,Sacala,,,2TjgzYcbTdsZjbT9OItIeB,4VMYDCV2IEDYJArk749S6m,
1237,"Héctor ""El Father""",Trebol Clan,1,Agarrate,,,2TjgzYcbTdsZjbT9OItIeB,3YXpTiyVmYCfANOlnWv6vr,
1238,"Héctor ""El Father""",Zion,3,Sacala,,,2TjgzYcbTdsZjbT9OItIeB,1pgDilWYDWLoOgGjf1iHNu,
1239,"Héctor ""El Father""",Ñengo Flow,1,Tu Cuerpo Me Esta Tentando,,,2TjgzYcbTdsZjbT9OItIeB,12vb80Km0Ew53ABfJOepVz,
1240,"Héctor ""El Father""",Cosculluela,1,Entre El Bien Y El Mal,,,2TjgzYcbTdsZjbT9OItIeB,00me4Ke1LsvMxt5kydlMyU,
1241,"Héctor ""El Father""",Ñejo,1,No Quiere Novio - Live,,,2TjgzYcbTdsZjbT9OItIeB,2OHKEe204spO7G7NcbeO2o,
1242,"Héctor ""El Father""",Jowell,3,Hola Bebe,,,2TjgzYcbTdsZjbT9OItIeB,6TASDj2ogOKQptnxgEvrcP,
1243,"Héctor ""El Father""",Randy,3,Hola Bebe,,,2TjgzYcbTdsZjbT9OItIeB,7qYeIN2r4H1kBvr0Gm9Iav,
1244,"Héctor ""El Father""",Wisin & Yandel,3,El Telefono,,,2TjgzYcbTdsZjbT9OItIeB,1wZtkThiXbVNtj6hee6dz9,
